     collisions(billions)   time(microsecond)   temperature(K)   Etotal(kJ/mol)   KE(kJ/mol)   PE(kJ/mol)
===============================================================================================================
         0.0000                  0.0000            1028.4          11232.0000    11232.0000        0.0000
         0.0943                  0.0061            1048.1          11416.0031    11424.8160       -8.8129
         0.1000                  0.0065            1043.5          11379.9468    11379.7008        0.2460
         0.1907                  0.0126             885.4           9827.7184     9828.0000       -0.2816
         0.2000                  0.0133             928.1          10212.1323    10247.1408      -35.0085
         0.2866                  0.0195             813.7           9113.2793     9123.9408      -10.6615
         0.3000                  0.0205             791.5           8882.6780     8905.8528      -23.1748
         0.3823                  0.0268             674.8           7749.5458     7760.9376      -11.3918
         0.4000                  0.0282             691.8           7914.5563     7927.5456      -12.9893
         0.4776                  0.0347             570.7           6697.5325     6738.2640      -40.7315
         0.5000                  0.0365             577.1           6742.8721     6801.5376      -58.6655
         0.5757                  0.0430             560.1           6585.4531     6634.5552      -49.1021
         0.6500                  0.0495             513.7           6081.8395     6179.6592      -97.8197
         0.7238                  0.0561             488.8           5842.6736     5934.8016      -92.1280
         0.7975                  0.0626             465.8           5646.7342     5708.6640      -61.9298
         0.8000                  0.0629             487.2           5807.4894     5918.8896     -111.4002
         0.8716                  0.0695             407.9           4982.1613     5140.3248     -158.1635
         0.9434                  0.0762             438.3           5316.5953     5439.0960     -122.5007
         1.0000                  0.0815             430.0           5310.5492     5357.8512      -47.3020
         1.0696                  0.0882             384.3           4768.0630     4908.9456     -140.8826
         1.1391                  0.0950             384.9           4713.2293     4914.3744     -201.1451
         1.2086                  0.1017             388.7           4780.2537     4952.1888     -171.9351
         1.2500                  0.1057             401.8           4988.6116     5080.9824      -92.3708
         1.3159                  0.1127             303.1           3491.6859     4111.8480     -620.1621
         1.3818                  0.1196             302.4           3583.4329     4104.9216     -521.4887
         1.4476                  0.1265             320.8           3834.2701     4286.1312     -451.8611
         1.5133                  0.1334             308.1           3547.8690     4160.5200     -612.6510
         1.5793                  0.1403             336.1           3947.0344     4436.2656     -489.2312
         1.6450                  0.1473             325.7           3613.4906     4333.6800     -720.1894
         1.7110                  0.1542             314.0           3445.3973     4219.1136     -773.7163
         1.7768                  0.1611             303.2           3234.6452     4112.9712     -878.3260
         1.8426                  0.1680             315.7           3408.4771     4235.2128     -826.7357
         1.9087                  0.1749             305.7           3433.1584     4137.1200     -703.9616
         1.9747                  0.1819             306.9           3437.8396     4149.2880     -711.4484
         2.0406                  0.1888             308.3           3536.7126     4163.3280     -626.6154
         2.1064                  0.1957             306.6           3605.3135     4146.4800     -541.1665
         2.1722                  0.2026             307.7           3385.9520     4156.5888     -770.6368
         2.2380                  0.2095             314.1           3271.0182     4220.0496     -949.0314
         2.2500                  0.2108             307.3           3290.1792     4152.8448     -862.6656
         2.3159                  0.2177             305.6           3474.1633     4136.1840     -662.0207
         2.3818                  0.2246             327.1           3889.1326     4347.9072     -458.7746
         2.4477                  0.2316             312.3           3768.4526     4202.6400     -434.1874
         2.5137                  0.2385             312.2           3617.5694     4200.9552     -583.3858
         2.5797                  0.2454             314.2           3703.4129     4220.4240     -517.0111
         2.6456                  0.2523             306.8           3512.7634     4148.5392     -635.7758
         2.7113                  0.2592             302.3           3652.6410     4103.9856     -451.3446
         2.7771                  0.2662             316.7           3762.9185     4245.6960     -482.7775
         2.8430                  0.2731             311.1           3586.1714     4190.8464     -604.6750
         2.9089                  0.2800             311.6           3496.8101     4195.1520     -698.3419
         2.9748                  0.2869             317.6           3312.4189     4254.4944     -942.0755
         3.0407                  0.2938             320.0           3314.3204     4278.0816     -963.7612
         3.1067                  0.3008             323.6           3416.1115     4313.2752     -897.1637
         3.1726                  0.3077             299.0           3488.8498     4071.7872     -582.9374
         3.2386                  0.3146             314.3           3578.6144     4221.9216     -643.3072
         3.2500                  0.3158             325.4           3687.4328     4331.2464     -643.8136
         3.3160                  0.3227             299.5           3316.3328     4077.0288     -760.6960
         3.3822                  0.3296             312.1           3219.3711     4199.8320     -980.4609
         3.4482                  0.3366             319.7           3492.4089     4274.8992     -782.4903
         3.5142                  0.3435             323.3           3426.9567     4310.6544     -883.6977
         3.5801                  0.3504             299.6           3385.6242     4077.7776     -692.1534
         3.6461                  0.3573             294.4           3284.2227     4026.1104     -741.8877
         3.7121                  0.3642             312.2           3232.3509     4201.7040     -969.3531
         3.7781                  0.3712             302.8           3023.1735     4108.8528    -1085.6793
         3.8440                  0.3781             314.6           3212.6434     4224.7296    -1012.0862
         3.9100                  0.3850             312.4           3301.0302     4203.2016     -902.1714
         3.9760                  0.3919             312.6           2994.3348     4204.6992    -1210.3644
         4.0421                  0.3988             313.1           3162.0393     4209.7536    -1047.7143
         4.1080                  0.4058             304.0           2784.9333     4120.6464    -1335.7131
         4.1740                  0.4127             307.1           2853.9514     4151.3472    -1297.3958
         4.2402                  0.4196             309.0           3157.7618     4169.8800    -1012.1182
         4.2500                  0.4206             317.0           3163.5465     4248.3168    -1084.7703
         4.3161                  0.4276             306.6           2943.1324     4145.9184    -1202.7860
         4.3822                  0.4345             309.4           3200.9225     4174.1856     -973.2631
         4.4481                  0.4414             316.5           3301.0589     4243.0752     -942.0163
         4.5142                  0.4483             313.5           3179.1616     4213.4976    -1034.3360
         4.5802                  0.4552             310.8           2931.8400     4187.1024    -1255.2624
         4.6463                  0.4622             321.5           3156.6725     4292.1216    -1135.4491
         4.7125                  0.4691             315.2           3004.2572     4231.0944    -1226.8372
         4.7788                  0.4760             307.5           2707.4572     4154.7168    -1447.2596
         4.8452                  0.4829             303.3           2714.0026     4113.5328    -1399.5302
         4.9112                  0.4898             328.4           2900.7300     4360.0752    -1459.3452
         4.9774                  0.4968             306.8           2516.7993     4148.1648    -1631.3655
         5.0436                  0.5037             305.2           2665.4829     4132.8144    -1467.3315
