     collisions(billions)   time(microsecond)   temperature(K)   Etotal(kJ/mol)   KE(kJ/mol)   PE(kJ/mol)
===============================================================================================================
         0.0000                  0.0000            1028.4          11232.0000    11232.0000        0.0000
         0.0946                  0.0061            1043.8          11383.4947    11382.8832        0.6115
         0.1000                  0.0064            1065.1          11591.8135    11591.4240        0.3895
         0.1905                  0.0126             885.4           9816.4871     9827.6256      -11.1385
         0.2000                  0.0133             877.8           9746.7105     9753.6816       -6.9711
         0.2865                  0.0195             778.2           8763.6441     8775.1872      -11.5431
         0.3000                  0.0205             795.9           8935.0725     8949.4704      -14.3979
         0.3823                  0.0268             700.4           8001.0509     8011.9728      -10.9219
         0.4000                  0.0282             708.5           8062.6450     8091.1584      -28.5134
         0.4778                  0.0347             566.6           6694.3643     6698.0160       -3.6517
         0.5000                  0.0365             572.1           6753.2607     6752.6784        0.5823
         0.5758                  0.0430             522.9           6182.8719     6269.7024      -86.8305
         0.6500                  0.0494             530.7           6257.3682     6346.2672      -88.8990
         0.7239                  0.0560             454.0           5555.5392     5593.3488      -37.8096
         0.7977                  0.0626             490.3           5943.8752     5949.5904       -5.7152
         0.8000                  0.0628             478.2           5767.8027     5831.0928      -63.2901
         0.8718                  0.0695             436.1           5319.3259     5417.1936      -97.8677
         0.9435                  0.0761             429.9           5291.9685     5356.3536      -64.3851
         1.0000                  0.0814             429.8           5252.7861     5355.7920     -103.0059
         1.0695                  0.0881             396.7           4891.7035     5030.8128     -139.1093
         1.1390                  0.0949             401.1           4959.7334     5074.0560     -114.3226
         1.2086                  0.1016             377.7           4748.9825     4844.3616      -95.3791
         1.2500                  0.1057             388.4           4778.8061     4949.1936     -170.3875
         1.3159                  0.1126             308.5           3656.4619     4165.0128     -508.5509
         1.3817                  0.1195             308.3           3643.5316     4162.7664     -519.2348
         1.4477                  0.1264             308.5           3457.9422     4165.2000     -707.2578
         1.5137                  0.1333             311.2           3153.3462     4191.0336    -1037.6874
         1.5796                  0.1403             329.3           3537.7564     4368.6864     -830.9300
         1.6456                  0.1472             314.6           3478.9807     4224.3552     -745.3745
         1.7115                  0.1541             295.1           3022.2644     4033.5984    -1011.3340
         1.7776                  0.1610             294.4           3043.3403     4026.8592     -983.5189
         1.8436                  0.1679             332.3           3453.7543     4398.8256     -945.0713
         1.9096                  0.1749             320.2           3464.1430     4279.3920     -815.2490
         1.9757                  0.1818             308.1           3342.6123     4160.7072     -818.0949
         2.0417                  0.1887             305.7           3284.0593     4137.8688     -853.8095
         2.1077                  0.1956             318.3           3405.7470     4261.4208     -855.6738
         2.1739                  0.2025             312.7           3084.2435     4206.3840    -1122.1405
         2.2399                  0.2095             303.0           3063.1329     4110.5376    -1047.4047
         2.2500                  0.2105             312.4           3101.9410     4202.8272    -1100.8862
         2.3161                  0.2174             290.8           2985.9268     3991.4784    -1005.5516
         2.3821                  0.2244             315.5           3304.2919     4233.7152     -929.4233
         2.4481                  0.2313             285.7           3038.9230     3941.3088     -902.3858
         2.5142                  0.2382             298.9           2911.4870     4070.8512    -1159.3642
         2.5800                  0.2451             302.4           3108.7818     4104.5472     -995.7654
         2.6460                  0.2520             299.2           2880.0671     4073.6592    -1193.5921
         2.7120                  0.2590             325.4           3441.5012     4330.6848     -889.1836
         2.7782                  0.2659             314.3           3167.0256     4221.9216    -1054.8960
         2.8443                  0.2728             309.0           3117.5742     4170.2544    -1052.6802
         2.9101                  0.2797             312.2           3161.4087     4201.5168    -1040.1081
         2.9762                  0.2866             294.4           3028.6202     4026.8592     -998.2390
         3.0424                  0.2936             323.4           3170.3118     4311.4032    -1141.0914
         3.1085                  0.3005             278.3           2840.4006     3868.4880    -1028.0874
         3.1745                  0.3074             315.4           3105.7853     4232.2176    -1126.4323
         3.2406                  0.3143             313.0           3115.1119     4208.6304    -1093.5185
         3.2500                  0.3153             301.2           3094.7168     4092.9408     -998.2240
         3.3161                  0.3222             302.9           2845.9039     4109.6016    -1263.6977
         3.3823                  0.3292             328.5           3050.4513     4361.5728    -1311.1215
         3.4482                  0.3361             307.4           2984.0170     4154.1552    -1170.1382
         3.5144                  0.3430             318.6           3151.8195     4263.8544    -1112.0349
         3.5802                  0.3499             311.4           3179.8580     4193.2800    -1013.4220
         3.6464                  0.3568             294.6           2860.5042     4028.3568    -1167.8526
         3.7124                  0.3638             309.7           3066.7718     4176.2448    -1109.4730
         3.7785                  0.3707             298.0           2864.4071     4061.6784    -1197.2713
         3.8446                  0.3776             297.4           2911.1104     4055.6880    -1144.5776
         3.9106                  0.3845             304.6           3175.8498     4126.4496     -950.5998
         3.9766                  0.3914             304.0           3034.5355     4120.4592    -1085.9237
         4.0425                  0.3984             286.9           2797.8238     3953.2896    -1155.4658
         4.1085                  0.4053             306.7           3025.9638     4147.6032    -1121.6394
         4.1745                  0.4122             311.2           3134.4474     4191.5952    -1057.1478
         4.2404                  0.4191             300.8           2885.1362     4089.0096    -1203.8734
         4.2500                  0.4201             306.6           2923.4948     4146.2928    -1222.7980
         4.3159                  0.4270             303.7           3064.8782     4118.2128    -1053.3346
         4.3818                  0.4340             319.5           3207.9752     4272.8400    -1064.8648
         4.4478                  0.4409             286.7           3033.2218     3950.4816     -917.2598
         4.5139                  0.4478             300.8           2742.2147     4089.3840    -1347.1693
         4.5798                  0.4547             293.1           2838.7363     4013.9424    -1175.2061
         4.6458                  0.4616             315.6           2950.7421     4234.6512    -1283.9091
         4.7118                  0.4686             320.4           2947.7671     4281.6384    -1333.8713
         4.7775                  0.4755             299.0           2639.6663     4071.6000    -1431.9337
         4.8435                  0.4824             310.6           2900.4251     4185.4176    -1284.9925
         4.9095                  0.4893             307.9           2631.1912     4159.0224    -1527.8312
         4.9758                  0.4962             325.1           2773.3559     4327.6896    -1554.3337
