     collisions(billions)   time(microsecond)   temperature(K)   Etotal(kJ/mol)   KE(kJ/mol)   PE(kJ/mol)
===============================================================================================================
         0.0000                  0.0000            1028.4          25699.3320    25704.0000       -4.6680
         0.1000                  0.0034            1023.4          25554.0121    25591.3308      -37.3187
         0.2000                  0.0070             886.0          22440.8336    22503.4236      -62.5900
         0.3000                  0.0108             790.2          20284.1889    20352.4272      -68.2383
         0.4000                  0.0149             690.0          18054.5222    18101.6136      -47.0914
         0.5000                  0.0193             578.5          15454.6329    15596.3304     -141.6975
         0.6435                  0.0258             519.3          14161.7384    14266.1484     -104.4100
         0.6500                  0.0261             521.0          14188.8683    14303.8476     -114.9793
         0.7898                  0.0327             490.3          13392.3176    13614.9804     -222.6628
         0.8000                  0.0332             468.9          12898.7725    13135.1724     -236.3999
         0.9357                  0.0399             445.0          12333.5069    12598.3872     -264.8803
         1.0000                  0.0430             405.5          11490.8772    11711.1708     -220.2936
         1.1318                  0.0498             390.6          10962.3058    11375.3052     -412.9994
         1.2500                  0.0558             382.4          10854.8515    11191.0932     -336.2417
         1.3765                  0.0627             330.3           9412.2326    10021.5612     -609.3286
         1.5032                  0.0696             332.7           9006.7857    10074.2544    -1067.4687
         1.6303                  0.0764             338.3           9178.6555    10201.0608    -1022.4053
         1.7569                  0.0833             333.8           9056.4228    10099.5300    -1043.1072
         1.8833                  0.0902             327.7           8821.4727     9962.8704    -1141.3977
         2.0099                  0.0971             329.4           8800.7931    10000.5696    -1199.7765
         2.1364                  0.1039             335.7           9092.2391    10141.9416    -1049.7025
         2.2500                  0.1101             326.7           8748.2579     9940.1652    -1191.9073
         2.3766                  0.1170             331.6           8715.3444    10049.8356    -1334.4912
         2.5032                  0.1239             327.7           8462.3507     9962.4420    -1500.0913
         2.6298                  0.1307             322.4           8457.8108     9843.7752    -1385.9644
         2.7563                  0.1376             318.9           8363.4461     9764.9496    -1401.5035
         2.8829                  0.1445             325.0           8358.1352     9901.1808    -1543.0456
         3.0099                  0.1513             337.4           8616.4995    10180.0692    -1563.5697
         3.1364                  0.1582             344.2           9216.6257    10334.2932    -1117.6675
         3.2500                  0.1644             329.7           8606.0965    10006.5672    -1400.4707
         3.3766                  0.1713             326.1           8424.2827     9927.3132    -1503.0305
         3.5029                  0.1781             328.3           8198.2921     9976.1508    -1777.8587
         3.6296                  0.1850             336.4           8471.5636    10158.2208    -1686.6572
         3.7563                  0.1919             341.6           8463.2210    10274.7456    -1811.5246
         3.8828                  0.1987             329.4           8479.5283    10000.9980    -1521.4697
         4.0094                  0.2056             339.2           8483.4503    10219.9104    -1736.4601
         4.1361                  0.2125             327.0           8484.9959     9946.1628    -1461.1669
         4.2500                  0.2187             327.0           8294.3890     9947.8764    -1653.4874
         4.3769                  0.2256             336.0           8603.5178    10147.9392    -1544.4214
         4.5033                  0.2324             317.0           8125.0247     9722.5380    -1597.5133
         4.6298                  0.2393             319.9           7879.6277     9786.3696    -1906.7419
         4.7562                  0.2462             322.8           8256.0643     9853.2000    -1597.1357
         4.8828                  0.2530             326.2           8084.1493     9929.0268    -1844.8775
         5.0094                  0.2599             330.2           8294.3280    10018.9908    -1724.6628
         5.1359                  0.2668             324.0           8249.6746     9878.4756    -1628.8010
         5.2500                  0.2730             328.2           8034.3139     9974.0088    -1939.6949
         5.3769                  0.2798             328.8           8297.1303     9987.2892    -1690.1589
         5.5034                  0.2867             325.8           8273.4429     9919.6020    -1646.1591
         5.6297                  0.2936             335.6           8478.6475    10139.3712    -1660.7237
         5.7563                  0.3005             333.6           8563.8175    10094.8176    -1531.0001
         5.8829                  0.3073             335.5           8292.2903    10136.8008    -1844.5105
         6.0096                  0.3142             329.4           8352.1449    10001.4264    -1649.2815
         6.1361                  0.3211             331.7           8405.2522    10052.8344    -1647.5822
         6.2500                  0.3273             326.1           8153.3895     9926.8848    -1773.4953
         6.3767                  0.3341             327.2           8111.1997     9950.8752    -1839.6755
         6.5031                  0.3410             330.6           8271.8907    10027.5588    -1755.6681
         6.6298                  0.3479             337.3           8492.9282    10178.7840    -1685.8558
         6.7564                  0.3547             334.4           8293.7649    10114.0956    -1820.3307
         6.8827                  0.3616             327.8           8260.7257     9964.5840    -1703.8583
         7.0092                  0.3685             339.9           8760.6146    10236.6180    -1476.0034
         7.1358                  0.3754             332.6           8520.3726    10072.9692    -1552.5966
         7.2500                  0.3816             325.8           8243.2848     9920.0304    -1676.7456
         7.3764                  0.3884             322.1           8161.6389     9836.0640    -1674.4251
         7.5029                  0.3953             327.1           8258.2834     9950.0184    -1691.7350
         7.6294                  0.4022             326.2           8093.4195     9929.4552    -1836.0357
         7.7557                  0.4090             331.9           8471.2921    10056.6900    -1585.3979
         7.8820                  0.4159             326.6           8297.4464     9936.7380    -1639.2916
         8.0086                  0.4228             337.0           8489.3303    10172.3580    -1683.0277
         8.1351                  0.4297             325.9           7947.1555     9922.1724    -1975.0169
         8.2500                  0.4359             328.9           7856.0575     9989.0028    -2132.9453
         8.3768                  0.4428             327.9           8177.7678     9966.7260    -1788.9582
