     collisions(billions)   time(microsecond)   temperature(K)   Etotal(kJ/mol)   KE(kJ/mol)   PE(kJ/mol)
===============================================================================================================
         0.0000                  0.0000            1028.4          25704.0000    25704.0000        0.0000
         0.1000                  0.0034            1024.1          25562.5620    25606.3248      -43.7628
         0.2000                  0.0070             915.0          23115.4799    23156.3052      -40.8253
         0.3000                  0.0108             799.0          20489.2331    20550.3480      -61.1149
         0.4000                  0.0149             662.8          17404.5300    17490.7152      -86.1852
         0.5000                  0.0193             550.5          14879.4903    14968.2960      -88.8057
         0.6435                  0.0258             522.0          14231.7235    14327.8380      -96.1145
         0.6500                  0.0261             517.2          14111.7928    14220.3096     -108.5168
         0.7896                  0.0327             471.0          12999.5650    13182.7248     -183.1598
         0.8000                  0.0332             469.8          13058.0064    13154.4504      -96.4440
         0.9354                  0.0398             433.7          12174.7592    12343.0608     -168.3016
         1.0000                  0.0430             450.3          12423.0069    12717.4824     -294.4755
         1.1317                  0.0498             386.8          10815.9867    11290.9104     -474.9237
         1.2500                  0.0558             378.1          10692.2984    11095.5600     -403.2616
         1.3769                  0.0627             337.5           9309.0568    10182.2112     -873.1544
         1.5034                  0.0696             322.7           8508.1094     9850.2012    -1342.0918
         1.6300                  0.0764             321.6           8928.8890     9826.2108     -897.3218
         1.7565                  0.0833             335.5           9129.0242    10137.2292    -1008.2050
         1.8830                  0.0902             327.6           8826.5513     9961.1568    -1134.6055
         2.0095                  0.0970             325.0           8855.4129     9902.0376    -1046.6247
         2.1366                  0.1039             326.9           8629.3418     9945.3060    -1315.9642
         2.2500                  0.1101             331.9           8755.0314    10056.2616    -1301.2302
         2.3769                  0.1169             332.5           9059.5023    10069.5420    -1010.0397
         2.5039                  0.1238             324.9           8843.2037     9900.7524    -1057.5487
         2.6305                  0.1307             334.0           9092.9448    10105.0992    -1012.1544
         2.7572                  0.1376             336.5           9257.0096    10159.9344     -902.9248
         2.8838                  0.1444             337.8           9235.5457    10188.6372     -953.0915
         3.0104                  0.1513             338.7           8980.0074    10210.0572    -1230.0498
         3.1370                  0.1582             328.4           8838.4988     9977.8644    -1139.3656
         3.2500                  0.1643             327.8           8699.3796     9964.5840    -1265.2044
         3.3766                  0.1712             329.3           8848.2293     9998.4276    -1150.1983
         3.5031                  0.1780             331.2           8741.1915    10041.2676    -1300.0761
         3.6294                  0.1849             336.0           8958.9091    10147.9392    -1189.0301
         3.7561                  0.1918             328.2           8891.9882     9974.8656    -1082.8774
         3.8825                  0.1987             342.6           9436.3449    10296.1656     -859.8207
         4.0092                  0.2055             330.5           8879.9570    10026.2736    -1146.3166
         4.1359                  0.2124             331.0           9065.2674    10037.4120     -972.1446
         4.2500                  0.2186             323.2           8830.2929     9861.3396    -1031.0467
         4.3768                  0.2255             335.0           9314.1910    10126.9476     -812.7566
         4.5035                  0.2323             321.7           8661.2430     9828.7812    -1167.5382
         4.6301                  0.2392             333.4           8975.1755    10090.1052    -1114.9297
         4.7567                  0.2461             338.3           8957.5767    10201.0608    -1243.4841
         4.8835                  0.2530             327.6           9052.2488     9960.3000     -908.0512
         5.0104                  0.2598             338.2           9557.1207    10198.4904     -641.3697
         5.1367                  0.2667             330.5           8843.0633    10024.5600    -1181.4967
         5.2500                  0.2728             341.8           9260.6447    10278.6012    -1017.9565
         5.3768                  0.2797             325.1           8496.5987     9905.0364    -1408.4377
         5.5037                  0.2866             331.7           9001.2232    10052.4060    -1051.1828
         5.6301                  0.2935             317.8           8962.2095     9739.6740     -777.4645
         5.7570                  0.3003             319.6           8772.9976     9779.9436    -1006.9460
         5.8836                  0.3072             324.8           9194.4977     9898.1820     -703.6843
         6.0105                  0.3141             322.4           8788.6845     9843.7752    -1055.0907
         6.1369                  0.3209             327.5           8799.3741     9958.1580    -1158.7839
         6.2500                  0.3271             326.2           8942.8968     9929.0268     -986.1300
         6.3766                  0.3340             332.1           9253.0538    10061.8308     -808.7770
         6.5032                  0.3408             332.6           9119.1366    10072.1124     -952.9758
         6.6299                  0.3477             330.2           9048.7622    10019.4192     -970.6570
         6.7565                  0.3546             337.4           9312.2367    10180.4976     -868.2609
         6.8831                  0.3614             345.1           9410.7880    10352.7144     -941.9264
         7.0098                  0.3683             328.8           8918.4797     9986.8608    -1068.3811
         7.1364                  0.3752             330.6           9177.9364    10028.4156     -850.4792
         7.2500                  0.3814             324.5           8593.5573     9890.0424    -1296.4851
         7.3770                  0.3882             328.1           9152.3991     9972.2952     -819.8961
         7.5037                  0.3951             340.4           9236.8022    10247.7564    -1010.9542
         7.6305                  0.4020             329.1           8856.5681     9995.0004    -1138.4323
         7.7572                  0.4088             339.9           9201.1993    10235.7612    -1034.5619
         7.8841                  0.4157             334.5           8917.4415    10116.2376    -1198.7961
         8.0106                  0.4226             314.1           8427.7382     9657.8496    -1230.1114
         8.1374                  0.4295             331.6           9108.7795    10049.4072     -940.6277
         8.2500                  0.4356             339.9           9075.4967    10236.1896    -1160.6929
         8.3767                  0.4424             329.7           9130.9482    10008.2808     -877.3326
         8.5034                  0.4493             318.4           8590.9844     9754.6680    -1163.6836
         8.6301                  0.4562             323.1           8466.4358     9858.3408    -1391.9050
         8.7568                  0.4631             315.0           8804.9218     9676.6992     -871.7774
         8.8834                  0.4699             321.2           8739.0135     9817.6428    -1078.6293
