     collisions(billions)   time(microsecond)   temperature(K)   Etotal(kJ/mol)   KE(kJ/mol)   PE(kJ/mol)
===============================================================================================================
         0.0000                  0.0000            1028.4          25702.9680    25704.0000       -1.0320
         0.1000                  0.0034            1055.9          26278.9266    26320.4676      -41.5410
         0.2000                  0.0070             915.0          23115.9173    23156.7336      -40.8163
         0.3000                  0.0108             804.1          20644.1438    20663.8740      -19.7302
         0.4000                  0.0149             706.6          18388.5644    18474.7500      -86.1856
         0.5000                  0.0193             566.3          15184.1460    15322.5828     -138.4368
         0.6436                  0.0258             545.1          14724.9162    14845.3452     -120.4290
         0.6500                  0.0261             530.0          14390.1115    14506.4808     -116.3693
         0.7893                  0.0327             480.5          13265.8857    13395.6396     -129.7539
         0.8000                  0.0332             481.4          13239.5069    13415.3460     -175.8391
         0.9361                  0.0399             421.3          11901.0223    12065.4576     -164.4353
         1.0000                  0.0430             430.2          12084.6148    12265.9488     -181.3340
         1.1318                  0.0498             383.3          10914.7651    11212.0848     -297.3197
         1.2500                  0.0558             395.6          11108.3941    11487.1176     -378.7235
         1.3766                  0.0627             335.8           9238.2913    10145.3688     -907.0775
         1.5032                  0.0695             332.8           9058.7585    10076.8248    -1018.0663
         1.6297                  0.0764             318.6           8741.7690     9758.5236    -1016.7546
         1.7563                  0.0833             326.9           8841.9283     9944.0208    -1102.0925
         1.8829                  0.0902             334.6           8910.8013    10117.5228    -1206.7215
         2.0096                  0.0970             334.0           8784.2133    10104.2424    -1320.0291
         2.1360                  0.1039             330.1           8791.6599    10017.2772    -1225.6173
         2.2500                  0.1101             327.8           9234.2367     9964.5840     -730.3473
         2.3767                  0.1170             328.8           8887.2193     9987.7176    -1100.4983
         2.5034                  0.1238             326.9           8959.8927     9944.0208     -984.1281
         2.6300                  0.1307             332.1           9306.6093    10060.9740     -754.3647
         2.7565                  0.1376             329.8           9107.8994    10009.5660     -901.6666
         2.8831                  0.1444             331.0           9164.7584    10037.4120     -872.6536
         3.0098                  0.1513             335.2           8968.3718    10132.0884    -1163.7166
         3.1366                  0.1582             337.6           9206.5162    10185.6384     -979.1222
         3.2500                  0.1643             339.0           9166.6739    10216.9116    -1050.2377
         3.3769                  0.1712             332.9           8852.9706    10078.9668    -1225.9962
         3.5035                  0.1781             319.9           8737.0208     9788.0832    -1051.0624
         3.6299                  0.1850             336.8           9104.8801    10167.2172    -1062.3371
         3.7565                  0.1918             332.7           8532.8264    10074.6828    -1541.8564
         3.8832                  0.1987             338.8           9084.4513    10212.1992    -1127.7479
         4.0101                  0.2056             335.8           9119.9237    10145.3688    -1025.4451
         4.1371                  0.2124             327.8           9101.9317     9965.4408     -863.5091
         4.2500                  0.2186             336.7           8844.7002    10164.2184    -1319.5182
         4.3768                  0.2255             334.7           9042.7633    10118.8080    -1076.0447
         4.5036                  0.2323             342.6           8859.0265    10297.4508    -1438.4243
         4.6303                  0.2392             330.4           8772.9071    10022.4180    -1249.5109
         4.7571                  0.2461             335.0           8957.9704    10126.9476    -1168.9772
         4.8839                  0.2529             334.1           9207.9348    10107.2412     -899.3064
         5.0105                  0.2598             330.1           9031.2784    10016.4204     -985.1420
         5.1372                  0.2667             322.4           8850.0442     9844.2036     -994.1594
         5.2500                  0.2728             326.8           8975.6371     9942.3072     -966.6701
         5.3763                  0.2797             332.6           8843.2379    10073.3976    -1230.1597
         5.5030                  0.2866             329.7           9256.4427    10006.5672     -750.1245
         5.6293                  0.2934             327.6           8804.6866     9960.7284    -1156.0418
         5.7559                  0.3003             331.0           8794.0089    10035.6984    -1241.6895
         5.8824                  0.3072             320.4           8803.7688     9799.6500     -995.8812
         6.0093                  0.3140             338.1           9179.8600    10196.7768    -1016.9168
         6.1355                  0.3209             326.1           9110.5291     9926.0280     -815.4989
         6.2500                  0.3271             334.5           8990.4149    10115.8092    -1125.3943
         6.3765                  0.3340             318.8           8846.9624     9761.9508     -914.9884
         6.5030                  0.3409             331.5           8837.0910    10048.5504    -1211.4594
         6.6294                  0.3478             324.9           8745.9401     9899.8956    -1153.9555
         6.7558                  0.3546             325.2           8762.1521     9907.1784    -1145.0263
         6.8826                  0.3615             335.9           8966.8879    10147.0824    -1180.1945
         7.0090                  0.3684             324.2           8698.4101     9884.9016    -1186.4915
         7.1356                  0.3752             330.7           9007.8883    10028.8440    -1020.9557
         7.2500                  0.3814             333.4           9175.2654    10090.9620     -915.6966
         7.3766                  0.3883             327.5           9079.0946     9959.0148     -879.9202
         7.5029                  0.3952             327.8           8981.8195     9965.0124     -983.1929
         7.6294                  0.4021             338.2           9019.7454    10197.6336    -1177.8882
         7.7562                  0.4089             330.4           8946.2701    10023.7032    -1077.4331
         7.8828                  0.4158             337.1           9162.8178    10172.7864    -1009.9686
         8.0093                  0.4227             337.5           9195.9872    10182.2112     -986.2240
         8.1360                  0.4295             322.7           9209.6689     9850.6296     -640.9607
         8.2500                  0.4357             327.4           9180.5540     9956.4444     -775.8904
         8.3768                  0.4426             322.1           8947.5385     9836.4924     -888.9539
         8.5033                  0.4495             330.7           9195.0294    10028.8440     -833.8146
         8.6300                  0.4563             335.6           8991.8117    10139.7996    -1147.9879
         8.7565                  0.4632             323.7           8608.5666     9871.6212    -1263.0546
         8.8829                  0.4701             327.1           8910.5890     9948.3048    -1037.7158
         9.0096                  0.4770             328.4           8886.1042     9977.8644    -1091.7602
         9.1361                  0.4838             350.6           8997.5658    10477.8072    -1480.2414
         9.2500                  0.4900             328.6           8621.2860     9983.4336    -1362.1476
         9.3765                  0.4969             331.4           8915.2101    10045.1232    -1129.9131
         9.5031                  0.5037             324.7           8488.2014     9894.3264    -1406.1250
         9.6296                  0.5106             326.5           8581.5530     9936.3096    -1354.7566
         9.7564                  0.5175             336.0           9022.8186    10147.9392    -1125.1206
         9.8832                  0.5244             326.6           8701.3473     9936.7380    -1235.3907
        10.0096                  0.5312             337.2           9355.0101    10174.9284     -819.9183
        10.1363                  0.5381             313.6           8365.2115     9645.4260    -1280.2145
        10.2500                  0.5443             343.1           9180.4914    10309.4460    -1128.9546
        10.3768                  0.5511             332.0           8933.7668    10060.1172    -1126.3504
        10.5040                  0.5580             327.2           8901.1500     9952.1604    -1051.0104
        10.6307                  0.5649             319.9           8704.6734     9786.7980    -1082.1246
        10.7575                  0.5718             323.8           8789.9297     9875.9052    -1085.9755
        10.8840                  0.5786             331.1           9131.0647    10038.2688     -907.2041
        11.0105                  0.5855             321.5           8895.7173     9822.3552     -926.6379
        11.1373                  0.5924             334.6           8932.2311    10117.5228    -1185.2917
        11.2500                  0.5985             333.4           8661.5664    10089.6768    -1428.1104
        11.3766                  0.6054             340.3           8990.3008    10245.1860    -1254.8852
        11.5032                  0.6122             336.8           8913.5979    10166.7888    -1253.1909
        11.6298                  0.6191             332.0           9054.4868    10060.1172    -1005.6304
        11.7566                  0.6260             321.9           8556.7751     9831.3516    -1274.5765
        11.8834                  0.6329             332.1           8770.3527    10060.9740    -1290.6213
        12.0104                  0.6397             329.8           8868.3323    10009.1376    -1140.8053
        12.1370                  0.6466             323.9           8934.3201     9876.7620     -942.4419
        12.2500                  0.6527             328.7           9053.3869     9986.0040     -932.6171
        12.3766                  0.6596             322.8           8907.3872     9851.9148     -944.5276
        12.5033                  0.6665             329.1           8985.2227     9994.5720    -1009.3493
        12.6300                  0.6733             330.6           9123.0022    10027.5588     -904.5566
        12.7566                  0.6802             320.5           9185.4524     9800.0784     -614.6260
        12.8832                  0.6871             329.0           8809.3387     9991.1448    -1181.8061
        13.0101                  0.6940             323.0           8722.0212     9856.1988    -1134.1776
        13.1367                  0.7008             329.8           8840.5308    10010.4228    -1169.8920
        13.2500                  0.7070             335.5           8871.2643    10138.5144    -1267.2501
        13.3768                  0.7139             327.4           8881.9537     9956.0160    -1074.0623
        13.5036                  0.7207             329.5           8950.0550    10003.5684    -1053.5134
        13.6302                  0.7276             334.1           8905.7475    10106.8128    -1201.0653
        13.7571                  0.7345             337.2           9182.9596    10176.6420     -993.6824
        13.8839                  0.7413             330.3           9049.9476    10020.7044     -970.7568
        14.0105                  0.7482             331.7           9020.2422    10051.5492    -1031.3070
        14.1373                  0.7551             325.3           8575.3811     9909.3204    -1333.9393
        14.2500                  0.7612             326.4           8643.4203     9933.3108    -1289.8905
        14.3768                  0.7681             338.9           8831.1654    10213.9128    -1382.7474
        14.5035                  0.7750             326.4           8661.4740     9932.4540    -1270.9800
        14.6300                  0.7818             321.1           8605.5843     9813.3588    -1207.7745
        14.7565                  0.7887             333.1           9058.4568    10083.2508    -1024.7940
        14.8830                  0.7956             332.1           8779.4392    10060.5456    -1281.1064
        15.0094                  0.8025             338.4           9040.5202    10203.2028    -1162.6826
        15.1361                  0.8093             319.3           8759.9045     9774.3744    -1014.4699
        15.2500                  0.8155             336.7           8693.5809    10165.5036    -1471.9227
        15.3766                  0.8224             329.8           8916.7301    10009.5660    -1092.8359
        15.5030                  0.8293             338.3           9432.0748    10200.6324     -768.5576
        15.6295                  0.8361             329.6           8965.2066    10004.8536    -1039.6470
        15.7562                  0.8430             339.2           8928.8016    10220.3388    -1291.5372
        15.8830                  0.8499             324.1           9029.1739     9882.7596     -853.5857
        16.0094                  0.8567             321.5           8615.8238     9823.6404    -1207.8166
        16.1361                  0.8636             330.3           9143.1262    10021.9896     -878.8634
        16.2500                  0.8698             347.1           9415.6640    10398.1248     -982.4608
        16.3768                  0.8767             322.8           9154.2549     9852.7716     -698.5167
        16.5034                  0.8835             325.8           8588.5134     9920.8872    -1332.3738
        16.6300                  0.8904             329.2           8981.8106     9995.8572    -1014.0466
        16.7568                  0.8973             335.8           9056.5563    10144.9404    -1088.3841
        16.8834                  0.9041             337.2           9129.4014    10174.9284    -1045.5270
        17.0102                  0.9110             330.4           8864.3214    10023.7032    -1159.3818
        17.1368                  0.9179             346.8           9183.3553    10390.8420    -1207.4867
        17.2500                  0.9240             328.1           8711.9130     9971.8668    -1259.9538
        17.3766                  0.9309             327.8           9137.5328     9963.7272     -826.1944
        17.5033                  0.9378             328.8           8987.2831     9987.7176    -1000.4345
        17.6301                  0.9446             337.6           9325.0450    10184.3532     -859.3082
        17.7565                  0.9515             327.8           8990.5343     9965.8692     -975.3349
        17.8832                  0.9584             336.5           9093.4163    10159.5060    -1066.0897
        18.0098                  0.9653             333.8           9064.0867    10100.3868    -1036.3001
        18.1366                  0.9721             337.2           8979.0381    10176.2136    -1197.1755
        18.2500                  0.9783             331.5           8944.3193    10048.5504    -1104.2311
        18.3764                  0.9852             335.7           9207.2815    10142.7984     -935.5169
        18.5030                  0.9920             331.0           8912.7603    10036.5552    -1123.7949
        18.6298                  0.9989             315.0           8669.9015     9677.9844    -1008.0829
        18.7564                  1.0058             326.4           8872.0705     9932.8824    -1060.8119
        18.8829                  1.0126             326.7           8942.3740     9939.3084     -996.9344
        19.0096                  1.0195             329.3           8850.1948     9997.9992    -1147.8044
        19.1362                  1.0264             332.2           8998.2649    10063.1160    -1064.8511
        19.2500                  1.0326             327.4           8964.3343     9956.0160     -991.6817
        19.3767                  1.0394             324.4           8929.3768     9888.7572     -959.3804
        19.5033                  1.0463             339.2           9071.6966    10220.3388    -1148.6422
        19.6304                  1.0532             338.7           9078.8997    10208.7720    -1129.8723
        19.7572                  1.0600             330.0           9101.5485    10015.1352     -913.5867
        19.8839                  1.0669             321.5           8664.6399     9822.3552    -1157.7153
        20.0104                  1.0738             326.0           8839.6758     9924.7428    -1085.0670
        20.1372                  1.0807             319.4           8931.0729     9775.2312     -844.1583
        20.2500                  1.0868             323.7           8890.3074     9873.3348     -983.0274
        20.3765                  1.0937             342.4           9270.3966    10292.3100    -1021.9134
        20.5032                  1.1005             329.4           8949.9328    10001.4264    -1051.4936
        20.6302                  1.1074             331.0           8997.0753    10037.4120    -1040.3367
        20.7567                  1.1143             321.6           8556.7320     9824.9256    -1268.1936
        20.8833                  1.1211             332.0           8942.3382    10058.4036    -1116.0654
        21.0101                  1.1280             322.5           8689.9894     9846.7740    -1156.7846
        21.1369                  1.1349             338.0           9208.6524    10194.6348     -985.9824
