     collisions(billions)   time(microsecond)   temperature(K)   Etotal(kJ/mol)   KE(kJ/mol)   PE(kJ/mol)
===============================================================================================================
         0.0000                  0.0000            1028.4          25708.1040    25704.0000        4.1040
         0.1000                  0.0034             997.9          24955.8968    25017.7032      -61.8064
         0.2000                  0.0070             885.7          22418.7115    22496.5692      -77.8577
         0.3000                  0.0108             801.4          20528.9544    20603.4696      -74.5152
         0.4000                  0.0149             689.4          17999.3376    18087.4764      -88.1388
         0.5000                  0.0193             558.9          15075.4183    15157.2204      -81.8021
         0.6434                  0.0258             515.2          14052.4334    14174.8992     -122.4658
         0.6500                  0.0261             519.9          14143.8767    14280.2856     -136.4089
         0.7897                  0.0327             466.4          12859.1217    13078.6236     -219.5019
         0.8000                  0.0332             492.3          13458.2197    13659.5340     -201.3143
         0.9357                  0.0399             425.9          11813.7084    12167.4168     -353.7084
         1.0000                  0.0430             427.0          11918.0238    12192.6924     -274.6686
         1.1318                  0.0498             392.4          11136.4899    11416.4316     -279.9417
         1.2500                  0.0558             396.5          11108.9597    11507.2524     -398.2927
         1.3768                  0.0627             336.6           9388.0264    10161.6480     -773.6216
         1.5034                  0.0696             321.5           8690.0695     9823.2120    -1133.1425
         1.6299                  0.0765             314.8           8756.6601     9673.7004     -917.0403
         1.7563                  0.0833             334.6           8996.7942    10117.5228    -1120.7286
         1.8831                  0.0902             335.2           9417.2285    10130.8032     -713.5747
         2.0098                  0.0971             322.6           8768.1449     9848.9160    -1080.7711
         2.1364                  0.1039             332.3           8948.0157    10066.5432    -1118.5275
         2.2500                  0.1101             334.6           9348.2036    10117.0944     -768.8908
         2.3764                  0.1170             334.4           8807.9591    10113.2388    -1305.2797
         2.5033                  0.1238             342.5           9367.7176    10294.4520     -926.7344
         2.6302                  0.1307             329.1           8914.5766     9993.7152    -1079.1386
         2.7565                  0.1376             330.4           8896.0244    10022.8464    -1126.8220
         2.8833                  0.1445             322.7           8828.3319     9849.7728    -1021.4409
         3.0100                  0.1513             325.2           8914.5333     9905.4648     -990.9315
         3.1367                  0.1582             318.0           8841.0173     9745.6716     -904.6543
         3.2500                  0.1644             332.4           8924.6114    10067.4000    -1142.7886
         3.3768                  0.1712             334.0           8964.9347    10102.9572    -1138.0225
         3.5032                  0.1781             336.4           8729.9613    10159.0776    -1429.1163
         3.6302                  0.1850             323.7           8807.1875     9873.7632    -1066.5757
         3.7569                  0.1919             332.9           8909.1877    10079.3952    -1170.2075
         3.8835                  0.1987             337.7           8990.4570    10186.4952    -1196.0382
         4.0102                  0.2056             319.1           8814.2292     9768.8052     -954.5760
         4.1367                  0.2125             331.7           9103.5540    10052.8344     -949.2804
         4.2500                  0.2186             324.1           8734.6321     9881.0460    -1146.4139
         4.3764                  0.2255             333.7           9020.5420    10097.8164    -1077.2744
         4.5034                  0.2324             328.0           8812.4036     9968.8680    -1156.4644
