     collisions(billions)   time(microsecond)   temperature(K)   Etotal(kJ/mol)   KE(kJ/mol)   PE(kJ/mol)
===============================================================================================================
         0.0000                  0.0000            1028.4          11230.9680    11232.0000       -1.0320
         0.0927                  0.0061            1059.1          11493.1578    11533.2048      -40.0470
         0.1000                  0.0066            1023.1          11174.5206    11179.2096       -4.6890
         0.1892                  0.0127             862.9           9605.5775     9606.5424       -0.9649
         0.2000                  0.0135             898.9           9958.2086     9960.1632       -1.9546
         0.2849                  0.0197             780.4           8761.6127     8797.2768      -35.6641
         0.3000                  0.0208             824.6           9219.7835     9231.0192      -11.2357
         0.3809                  0.0272             663.3           7633.9200     7647.4944      -13.5744
         0.4000                  0.0287             713.2           8125.6467     8137.5840      -11.9373
         0.4764                  0.0352             571.2           6717.3756     6743.5056      -26.1300
         0.5000                  0.0372             561.6           6609.2765     6648.9696      -39.6931
         0.5744                  0.0437             519.0           6209.4508     6231.5136      -22.0628
         0.6490                  0.0502             514.8           6123.4028     6189.7680      -66.3652
         0.6500                  0.0503             503.5           6017.7176     6079.3200      -61.6024
         0.7224                  0.0569             494.7           5875.2627     5992.4592     -117.1965
         0.7947                  0.0635             492.3           5866.3061     5968.8720     -102.5659
         0.8000                  0.0640             497.9           5966.1746     6024.2832      -58.1086
         0.8703                  0.0706             447.6           5456.6205     5530.4496      -73.8291
         0.9406                  0.0773             432.6           5311.9380     5382.7488      -70.8108
         1.0000                  0.0829             430.5           5271.7311     5362.9056      -91.1745
         1.0683                  0.0897             392.6           4806.8471     4990.5648     -183.7177
         1.1366                  0.0964             384.1           4763.8420     4907.4480     -143.6060
         1.2048                  0.1032             396.0           4976.0770     5023.6992      -47.6222
         1.2500                  0.1077             399.7           4860.6792     5059.8288     -199.1496
         1.3147                  0.1146             310.2           3867.0018     4181.1120     -314.1102
         1.3793                  0.1215             303.0           3655.9059     4110.9120     -455.0061
         1.4441                  0.1284             300.3           3490.3150     4084.3296     -594.0146
         1.5087                  0.1353             296.7           3139.9996     4049.1360     -909.1364
         1.5735                  0.1423             320.4           3599.6237     4282.2000     -682.5763
         1.6382                  0.1492             311.6           3317.0881     4194.9648     -877.8767
         1.7030                  0.1561             325.7           3359.6856     4333.8672     -974.1816
         1.7677                  0.1630             311.7           3408.1477     4196.0880     -787.9403
         1.8325                  0.1699             302.2           3149.2276     4103.4240     -954.1964
         1.8972                  0.1769             305.2           3140.2951     4133.0016     -992.7065
         1.9621                  0.1838             318.4           3066.1313     4261.6080    -1195.4767
         2.0268                  0.1907             307.9           3133.6393     4158.8352    -1025.1959
         2.0915                  0.1976             314.5           3377.6044     4223.6064     -846.0020
         2.1563                  0.2045             288.7           3035.0481     3970.8864     -935.8383
         2.2210                  0.2115             294.7           3135.6915     4029.4800     -893.7885
         2.2500                  0.2146             306.6           3243.1003     4146.2928     -903.1925
         2.3149                  0.2215             318.2           3293.1059     4260.2976     -967.1917
         2.3798                  0.2284             300.3           3091.7783     4084.1424     -992.3641
         2.4446                  0.2353             314.8           3339.1986     4226.6016     -887.4030
         2.5095                  0.2422             290.3           3123.5799     3986.6112     -863.0313
         2.5744                  0.2492             323.8           3194.2199     4315.3344    -1121.1145
         2.6393                  0.2561             289.4           2766.7687     3977.8128    -1211.0441
         2.7041                  0.2630             310.4           2835.4822     4183.1712    -1347.6890
         2.7690                  0.2699             308.8           2785.1813     4167.6336    -1382.4523
         2.8342                  0.2768             306.5           2642.2562     4145.5440    -1503.2878
         2.8993                  0.2838             321.3           3085.0439     4290.2496    -1205.2057
         2.9644                  0.2907             310.9           2784.6151     4188.4128    -1403.7977
         3.0296                  0.2976             313.9           2683.2905     4217.4288    -1534.1383
         3.0947                  0.3045             317.1           2685.6336     4249.6272    -1563.9936
         3.1598                  0.3114             320.4           2890.9472     4282.2000    -1391.2528
         3.2249                  0.3184             335.8           2960.5381     4432.8960    -1472.3579
         3.2500                  0.3210             308.3           2531.7551     4162.5792    -1630.8241
         3.3150                  0.3279             308.0           2446.2597     4159.9584    -1713.6987
         3.3801                  0.3349             306.6           2315.2097     4146.2928    -1831.0831
         3.4452                  0.3418             304.6           2421.7510     4126.8240    -1705.0730
         3.5105                  0.3487             308.7           2379.3183     4167.0720    -1787.7537
         3.5756                  0.3556             314.6           2448.7944     4224.5424    -1775.7480
         3.6410                  0.3625             313.5           2640.6770     4213.6848    -1573.0078
         3.7062                  0.3695             306.1           2585.9004     4140.8640    -1554.9636
         3.7712                  0.3764             301.5           2295.2902     4096.3104    -1801.0202
         3.8362                  0.3833             301.1           2666.8227     4092.3792    -1425.5565
         3.9014                  0.3902             290.6           2299.5587     3989.0448    -1689.4861
         3.9666                  0.3971             300.0           2279.2041     4081.1472    -1801.9431
         4.0317                  0.4041             299.7           2244.7173     4078.7136    -1833.9963
         4.0968                  0.4110             307.7           2365.4051     4157.3376    -1791.9325
         4.1620                  0.4179             327.8           2241.8068     4354.4592    -2112.6524
         4.2270                  0.4248             308.8           1839.3007     4168.1952    -2328.8945
         4.2500                  0.4273             318.1           2052.6183     4259.3616    -2206.7433
         4.3148                  0.4342             315.1           1924.3657     4229.4096    -2305.0439
         4.3799                  0.4411             299.9           1899.6594     4080.7728    -2181.1134
         4.4451                  0.4480             299.3           2048.4708     4074.5952    -2026.1244
         4.5101                  0.4550             315.3           2298.8683     4231.8432    -1932.9749
         4.5753                  0.4619             310.8           2158.1627     4187.8512    -2029.6885
         4.6404                  0.4688             313.0           2240.5135     4208.8176    -1968.3041
         4.7055                  0.4757             297.1           1991.9454     4052.6928    -2060.7474
         4.7707                  0.4826             306.5           2194.0193     4145.3568    -1951.3375
         4.8356                  0.4896             314.8           2263.7553     4226.4144    -1962.6591
         4.9007                  0.4965             331.1           2510.1963     4386.8448    -1876.6485
         4.9657                  0.5034             327.1           2375.0028     4347.9072    -1972.9044
         5.0310                  0.5103             307.3           2045.9642     4153.4064    -2107.4422
