     collisions(billions)   time(microsecond)   temperature(K)   Etotal(kJ/mol)   KE(kJ/mol)   PE(kJ/mol)
===============================================================================================================
         0.0000                  0.0000            1028.4          18139.6920    18144.0000       -4.3080
         0.1000                  0.0049             993.3          17557.2884    17586.3744      -29.0860
         0.2000                  0.0100             896.4          16017.4191    16050.1824      -32.7633
         0.3000                  0.0154             806.5          14573.8156    14624.3664      -50.5508
         0.4000                  0.0213             682.4          12572.4187    12656.0448      -83.6261
         0.5000                  0.0275             573.6          10856.5306    10932.0624      -75.5318
         0.6003                  0.0341             528.8          10171.7307    10220.5152      -48.7845
         0.6500                  0.0373             540.2          10279.7720    10402.2576     -122.4856
         0.7478                  0.0439             463.6           9091.5572     9187.2144      -95.6572
         0.8000                  0.0474             472.7           9207.3363     9331.7616     -124.4253
         0.8951                  0.0541             429.0           8515.9545     8638.9632     -123.0087
         0.9900                  0.0607             429.6           8352.8930     8648.6400     -295.7470
         1.0000                  0.0615             444.4           8598.4478     8883.0000     -284.5522
         1.0922                  0.0682             398.8           7772.0626     8160.2640     -388.2014
         1.1843                  0.0750             382.8           7483.8922     7905.3408     -421.4486
         1.2500                  0.0798             374.5           7476.9860     7773.7968     -296.8108
         1.3388                  0.0866             334.1           6138.1736     7133.9184     -995.7448
         1.4276                  0.0935             331.7           6051.5634     7095.2112    -1043.6478
         1.5164                  0.1004             343.1           6436.4590     7277.2560     -840.7970
         1.6052                  0.1073             335.3           6036.6191     7152.3648    -1115.7457
         1.6937                  0.1141             319.8           5732.3179     6906.5136    -1174.1957
         1.7824                  0.1210             324.4           5526.8398     6980.2992    -1453.4594
         1.8711                  0.1279             327.5           5799.1901     7029.8928    -1230.7027
         1.9595                  0.1347             327.5           5728.1663     7029.2880    -1301.1217
         2.0480                  0.1416             330.2           5609.7235     7071.3216    -1461.5981
         2.1367                  0.1485             328.8           5493.2845     7049.8512    -1556.5667
         2.2254                  0.1554             338.6           5801.1401     7204.9824    -1403.8423
         2.2500                  0.1573             351.9           6171.6551     7415.7552    -1244.1001
         2.3388                  0.1641             322.5           5964.3252     6950.6640     -986.3388
         2.4273                  0.1710             337.0           6063.7247     7179.2784    -1115.5537
         2.5161                  0.1779             331.0           5806.9513     7084.0224    -1277.0711
         2.6049                  0.1847             328.2           5894.2254     7040.7792    -1146.5538
         2.6938                  0.1916             328.9           5898.5162     7050.7584    -1152.2422
         2.7825                  0.1985             326.7           5640.1476     7016.5872    -1376.4396
         2.8711                  0.2054             327.6           5991.6891     7030.8000    -1039.1109
         2.9598                  0.2122             327.3           5926.3062     7026.5664    -1100.2602
         3.0485                  0.2191             327.8           5718.8736     7033.8240    -1314.9504
         3.1372                  0.2260             326.6           5531.5862     7015.3776    -1483.7914
         3.2261                  0.2328             330.6           5663.4785     7078.5792    -1415.1007
         3.2500                  0.2347             330.3           5607.5308     7073.4384    -1465.9076
         3.3390                  0.2416             339.1           5810.9878     7212.8448    -1401.8570
         3.4279                  0.2484             335.8           5786.0265     7160.2272    -1374.2007
         3.5168                  0.2553             322.8           5337.1598     6954.2928    -1617.1330
         3.6057                  0.2622             339.0           5917.6063     7211.6352    -1294.0289
         3.6944                  0.2691             320.3           5540.5937     6914.3760    -1373.7823
         3.7830                  0.2759             324.2           6043.6766     6977.5776     -933.9010
         3.8717                  0.2828             325.9           5791.7284     7003.2816    -1211.5532
         3.9604                  0.2897             324.0           6014.7328     6973.6464     -958.9136
         4.0491                  0.2965             350.9           6359.6148     7399.7280    -1040.1132
         4.1381                  0.3034             330.2           5823.6187     7071.6240    -1248.0053
         4.2268                  0.3103             337.6           6120.8857     7189.8624    -1068.9767
         4.2500                  0.3121             319.8           5887.6254     6907.4208    -1019.7954
         4.3388                  0.3190             335.4           6182.9972     7153.8768     -970.8796
         4.4274                  0.3258             350.3           6325.6575     7390.3536    -1064.6961
         4.5161                  0.3327             334.4           6462.6324     7138.7568     -676.1244
         4.6049                  0.3396             330.5           5928.5653     7077.3696    -1148.8043
         4.6936                  0.3464             349.1           6537.4673     7371.0000     -833.5327
         4.7823                  0.3533             330.9           6067.4677     7083.4176    -1015.9499
         4.8708                  0.3602             328.3           5837.5800     7041.9888    -1204.4088
         4.9597                  0.3671             337.3           5815.1107     7184.7216    -1369.6109
         5.0484                  0.3739             343.5           6187.5135     7283.3040    -1095.7905
         5.1370                  0.3808             332.0           5876.6110     7100.3520    -1223.7410
         5.2257                  0.3877             325.6           5503.3911     6999.3504    -1495.9593
         5.2500                  0.3896             344.9           5720.5604     7304.7744    -1584.2140
         5.3387                  0.3964             331.4           5506.1881     7090.9776    -1584.7895
         5.4275                  0.4033             346.9           6016.9335     7336.2240    -1319.2905
         5.5162                  0.4102             321.3           5624.8571     6931.6128    -1306.7557
         5.6046                  0.4170             317.7           5520.0287     6873.5520    -1353.5233
         5.6933                  0.4239             320.5           5583.8034     6918.0048    -1334.2014
         5.7821                  0.4308             340.9           5966.6228     7242.4800    -1275.8572
         5.8707                  0.4377             327.0           5534.8655     7021.4256    -1486.5601
         5.9593                  0.4445             334.6           5525.5637     7141.1760    -1615.6123
         6.0482                  0.4514             327.0           5257.1575     7021.7280    -1764.5705
         6.1369                  0.4583             331.1           4925.4539     7085.8368    -2160.3829
         6.2257                  0.4652             321.7           4638.4846     6937.0560    -2298.5714
         6.2500                  0.4670             331.2           4978.7728     7087.6512    -2108.8784
         6.3390                  0.4739             332.5           4897.3300     7108.2144    -2210.8844
         6.4279                  0.4808             322.6           5023.4818     6951.8736    -1928.3918
         6.5166                  0.4877             329.9           5515.4394     7067.0880    -1551.6486
         6.6054                  0.4945             332.3           5433.5871     7106.0976    -1672.5105
         6.6944                  0.5014             319.8           5417.1174     6906.8160    -1489.6986
         6.7836                  0.5083             339.0           5532.3131     7211.3328    -1679.0197
         6.8725                  0.5151             329.3           5536.2818     7058.0160    -1521.7342
         6.9614                  0.5220             342.3           5621.2113     7264.5552    -1643.3439
         7.0503                  0.5289             318.5           5469.5257     6886.2528    -1416.7271
         7.1391                  0.5358             338.4           5855.7268     7201.9584    -1346.2316
         7.2281                  0.5426             338.0           5562.2245     7195.6080    -1633.3835
         7.2500                  0.5443             312.1           5043.0932     6785.2512    -1742.1580
         7.3388                  0.5512             335.4           5494.3114     7154.4816    -1660.1702
         7.4274                  0.5581             347.0           5841.3479     7337.7360    -1496.3881
         7.5162                  0.5649             329.7           5555.6507     7064.6688    -1509.0181
         7.6052                  0.5718             328.9           5394.7342     7051.3632    -1656.6290
         7.6940                  0.5787             314.5           5570.1360     6822.4464    -1252.3104
         7.7830                  0.5856             336.2           5397.4809     7167.4848    -1770.0039
         7.8719                  0.5924             335.6           5547.9304     7157.2032    -1609.2728
         7.9608                  0.5993             340.2           5690.1940     7231.2912    -1541.0972
         8.0498                  0.6062             318.9           4817.2375     6893.5104    -2076.2729
         8.1387                  0.6130             331.2           5182.7856     7087.6512    -1904.8656
         8.2274                  0.6199             332.3           5174.4012     7106.0976    -1931.6964
         8.2500                  0.6217             338.3           5506.4845     7200.1440    -1693.6595
         8.3387                  0.6285             335.5           5412.8674     7156.5984    -1743.7310
         8.4276                  0.6354             331.3           5596.4562     7088.8608    -1492.4046
         8.5163                  0.6423             330.6           5501.6124     7077.9744    -1576.3620
         8.6050                  0.6491             328.0           5701.0657     7037.1504    -1336.0847
         8.6937                  0.6560             321.1           5397.0629     6927.6816    -1530.6187
         8.7825                  0.6629             339.6           6047.3325     7221.0096    -1173.6771
         8.8714                  0.6698             324.2           5448.3057     6976.9728    -1528.6671
         8.9602                  0.6766             349.1           5634.9526     7372.2096    -1737.2570
         9.0492                  0.6835             326.0           5574.9090     7004.7936    -1429.8846
         9.1382                  0.6904             329.1           5717.4745     7054.9920    -1337.5175
         9.2273                  0.6973             335.5           5211.2079     7155.3888    -1944.1809
         9.2500                  0.6990             330.2           5338.2543     7071.6240    -1733.3697
         9.3387                  0.7059             351.2           5734.2030     7405.1712    -1670.9682
         9.4278                  0.7127             334.0           5373.6482     7133.0112    -1759.3630
         9.5170                  0.7196             326.9           5429.5628     7020.2160    -1590.6532
         9.6059                  0.7265             335.5           5372.9686     7155.6912    -1782.7226
         9.6948                  0.7334             315.9           5121.0555     6846.0336    -1724.9781
         9.7836                  0.7402             322.8           5065.2299     6954.8976    -1889.6677
         9.8726                  0.7471             325.3           5112.2119     6993.6048    -1881.3929
         9.9616                  0.7540             335.9           5404.7835     7161.7392    -1756.9557
        10.0504                  0.7609             338.4           5412.4282     7202.5632    -1790.1350
        10.1392                  0.7677             332.0           5316.6537     7100.6544    -1784.0007
        10.2281                  0.7746             328.4           5448.5473     7043.5008    -1594.9535
        10.2500                  0.7763             341.0           5617.1290     7243.9920    -1626.8630
        10.3389                  0.7832             318.6           4999.1677     6888.0672    -1888.8995
        10.4277                  0.7900             319.9           5185.3538     6909.2352    -1723.8814
        10.5167                  0.7969             337.5           5410.9349     7187.1408    -1776.2059
        10.6057                  0.8038             346.2           5672.9092     7325.9424    -1653.0332
        10.6946                  0.8106             334.7           5191.0415     7142.9904    -1951.9489
        10.7837                  0.8175             322.8           5538.0340     6954.2928    -1416.2588
        10.8726                  0.8244             332.0           5380.6787     7100.3520    -1719.6733
        10.9616                  0.8313             326.2           5297.7216     7007.8176    -1710.0960
        11.0505                  0.8381             331.8           5557.3103     7097.3280    -1540.0177
        11.1395                  0.8450             332.7           5472.6115     7112.4480    -1639.8365
        11.2282                  0.8519             318.5           5692.7773     6886.5552    -1193.7779
        11.2500                  0.8536             334.4           5598.7103     7139.0592    -1540.3489
        11.3387                  0.8604             335.5           5709.7266     7155.9936    -1446.2670
        11.4273                  0.8673             320.6           5434.7848     6919.8192    -1485.0344
        11.5161                  0.8742             325.2           5557.8116     6992.6976    -1434.8860
        11.6048                  0.8811             314.2           5156.6936     6817.6080    -1660.9144
