     collisions(billions)   time(microsecond)   temperature(K)   Etotal(kJ/mol)   KE(kJ/mol)   PE(kJ/mol)
===============================================================================================================
         0.0000                  0.0000            1028.4          18144.0000    18144.0000        0.0000
         0.1000                  0.0049            1010.2          17823.7197    17854.6032      -30.8835
         0.2000                  0.0100             907.3          16157.2136    16222.2480      -65.0344
         0.3000                  0.0154             804.4          14532.8820    14590.8000      -57.9180
         0.4000                  0.0213             687.2          12675.0750    12732.8544      -57.7794
         0.5000                  0.0276             570.1          10792.8984    10876.7232      -83.8248
         0.6006                  0.0341             498.9           9693.7786     9747.8640      -54.0854
         0.6500                  0.0373             518.8           9910.7537    10063.2672     -152.5135
         0.7476                  0.0439             477.1           9285.4958     9401.3136     -115.8178
         0.8000                  0.0474             491.6           9465.0231     9631.1376     -166.1145
         0.8949                  0.0541             432.1           8514.6538     8687.6496     -172.9958
         0.9897                  0.0608             416.7           8229.2206     8443.6128     -214.3922
         1.0000                  0.0615             422.5           8386.0501     8535.2400     -149.1899
         1.0922                  0.0682             372.4           7338.1195     7741.4400     -403.3205
         1.1842                  0.0750             371.4           7485.9013     7725.7152     -239.8139
         1.2500                  0.0798             396.4           7720.5238     8121.5568     -401.0330
         1.3388                  0.0867             333.6           6412.3271     7125.4512     -713.1241
         1.4275                  0.0936             332.0           6059.7261     7100.0496    -1040.3235
         1.5160                  0.1004             341.1           6020.3450     7244.2944    -1223.9494
         1.6045                  0.1073             320.1           5665.4028     6912.2592    -1246.8564
         1.6934                  0.1142             328.2           5890.1063     7040.7792    -1150.6729
         1.7821                  0.1210             327.1           5563.9029     7022.6352    -1458.7323
         1.8709                  0.1279             331.5           5704.8745     7091.8848    -1387.0103
         1.9596                  0.1348             326.9           5728.6101     7019.9136    -1291.3035
         2.0484                  0.1417             343.8           6186.7583     7288.4448    -1101.6865
         2.1372                  0.1485             319.7           5339.2615     6905.9088    -1566.6473
         2.2259                  0.1554             318.1           5316.7389     6879.6000    -1562.8611
         2.2500                  0.1573             325.5           5508.8133     6997.8384    -1489.0251
         2.3388                  0.1642             316.6           5681.5157     6856.6176    -1175.1019
         2.4274                  0.1710             313.9           5509.7324     6812.7696    -1303.0372
         2.5162                  0.1779             337.8           5730.1858     7193.1888    -1463.0030
         2.6050                  0.1848             311.8           5489.4910     6780.4128    -1290.9218
         2.6936                  0.1916             340.1           6437.8829     7229.1744     -791.2915
         2.7821                  0.1985             326.2           5926.5964     7008.7248    -1082.1284
         2.8708                  0.2054             341.9           6366.4929     7256.9952     -890.5023
         2.9597                  0.2123             320.1           6053.0216     6912.2592     -859.2376
         3.0482                  0.2191             334.3           6251.3028     7136.3376     -885.0348
         3.1370                  0.2260             330.9           6333.0948     7083.4176     -750.3228
         3.2259                  0.2329             345.9           6256.9211     7320.1968    -1063.2757
         3.2500                  0.2347             322.1           5906.5449     6944.0112    -1037.4663
         3.3388                  0.2416             326.0           5955.7894     7006.0032    -1050.2138
         3.4276                  0.2485             334.7           5979.3590     7143.2928    -1163.9338
         3.5162                  0.2554             342.0           5815.5739     7259.4144    -1443.8405
         3.6049                  0.2622             331.7           5583.7071     7096.4208    -1512.7137
         3.6936                  0.2691             333.1           5715.4705     7117.8912    -1402.4207
         3.7826                  0.2760             344.1           5423.8267     7291.7712    -1867.9445
         3.8717                  0.2828             315.4           5300.4750     6836.9616    -1536.4866
         3.9606                  0.2897             326.3           5487.8661     7009.9344    -1522.0683
         4.0494                  0.2966             346.6           5719.2064     7332.5952    -1613.3888
         4.1385                  0.3035             319.8           5341.2843     6906.8160    -1565.5317
         4.2273                  0.3103             340.6           5921.8843     7236.4320    -1314.5477
         4.2500                  0.3121             324.9           5446.7043     6988.7664    -1542.0621
         4.3385                  0.3190             314.4           5396.6989     6820.9344    -1424.2355
         4.4274                  0.3258             325.9           5657.2869     7003.2816    -1345.9947
         4.5160                  0.3327             317.4           5967.8278     6869.3184     -901.4906
         4.6049                  0.3396             331.1           5942.1645     7086.4416    -1144.2771
         4.6938                  0.3465             328.6           5838.9347     7045.9200    -1206.9853
         4.7826                  0.3533             341.5           5904.9825     7251.8544    -1346.8719
         4.8714                  0.3602             333.3           5841.1237     7121.5200    -1280.3963
         4.9601                  0.3671             335.8           5959.6652     7160.8320    -1201.1668
         5.0489                  0.3739             324.2           5613.9743     6976.6704    -1362.6961
         5.1374                  0.3808             319.0           5882.6039     6894.4176    -1011.8137
         5.2262                  0.3877             323.8           5774.6538     6970.6224    -1195.9686
         5.2500                  0.3895             324.6           5969.5435     6983.6256    -1014.0821
         5.3385                  0.3964             325.4           5737.3467     6996.0240    -1258.6773
         5.4273                  0.4033             331.1           6112.3447     7087.0464     -974.7017
         5.5160                  0.4101             348.6           6511.6761     7363.1376     -851.4615
         5.6047                  0.4170             316.2           5701.4988     6849.6624    -1148.1636
         5.6936                  0.4239             335.1           5857.5106     7149.9456    -1292.4350
         5.7823                  0.4308             326.5           5767.5019     7012.9584    -1245.4565
         5.8712                  0.4376             343.8           6216.1873     7287.2352    -1071.0479
         5.9595                  0.4445             329.3           5925.7582     7058.3184    -1132.5602
         6.0483                  0.4514             337.0           6220.5603     7180.4880     -959.9277
         6.1370                  0.4583             310.2           5695.3919     6754.1040    -1058.7121
         6.2259                  0.4651             336.9           5969.3411     7178.6736    -1209.3325
         6.2500                  0.4670             327.9           5565.6794     7035.6384    -1469.9590
         6.3388                  0.4739             330.7           5804.5629     7079.1840    -1274.6211
         6.4276                  0.4807             331.8           5635.3616     7097.6304    -1462.2688
         6.5166                  0.4876             322.1           5512.2474     6944.0112    -1431.7638
         6.6053                  0.4945             314.2           5720.5113     6818.2128    -1097.7015
         6.6942                  0.5013             320.9           5676.7878     6925.2624    -1248.4746
         6.7829                  0.5082             339.7           6102.9489     7222.5216    -1119.5727
         6.8717                  0.5151             317.5           5645.9883     6870.2256    -1224.2373
         6.9604                  0.5220             316.4           5756.8622     6852.6864    -1095.8242
         7.0491                  0.5288             321.9           6039.1999     6940.9872     -901.7873
         7.1378                  0.5357             334.5           5803.0744     7140.8736    -1337.7992
         7.2264                  0.5426             327.3           5683.2217     7026.5664    -1343.3447
         7.2500                  0.5444             338.5           5999.4785     7202.8656    -1203.3871
         7.3386                  0.5513             342.2           6312.4663     7262.7408     -950.2745
         7.4271                  0.5581             326.0           5847.3858     7005.3984    -1158.0126
         7.5159                  0.5650             340.8           6056.2178     7239.4560    -1183.2382
         7.6046                  0.5719             333.1           5919.3334     7118.4960    -1199.1626
         7.6934                  0.5788             330.1           5847.3086     7070.7168    -1223.4082
         7.7820                  0.5856             325.3           5673.9533     6993.9072    -1319.9539
         7.8708                  0.5925             332.2           5635.1589     7103.0736    -1467.9147
         7.9595                  0.5994             327.4           5682.6203     7028.0784    -1345.4581
         8.0484                  0.6063             321.3           5753.9553     6931.0080    -1177.0527
         8.1372                  0.6131             318.5           5597.1124     6886.8576    -1289.7452
         8.2259                  0.6200             348.2           5821.8762     7357.3920    -1535.5158
         8.2500                  0.6219             332.3           5429.7873     7105.4928    -1675.7055
         8.3389                  0.6287             320.0           5445.8625     6910.7472    -1464.8847
         8.4279                  0.6356             332.0           5647.0638     7100.3520    -1453.2882
         8.5170                  0.6425             327.0           5605.3775     7020.5184    -1415.1409
         8.6059                  0.6494             336.9           5721.5436     7178.6736    -1457.1300
         8.6947                  0.6562             326.9           5927.7482     7020.2160    -1092.4678
         8.7834                  0.6631             325.8           5839.6793     7001.4672    -1161.7879
         8.8724                  0.6700             334.3           5951.8770     7136.3376    -1184.4606
         8.9611                  0.6768             337.1           6210.6240     7182.0000     -971.3760
         9.0500                  0.6837             329.3           5641.8662     7058.3184    -1416.4522
         9.1388                  0.6906             319.6           5804.9299     6904.0944    -1099.1645
         9.2276                  0.6975             334.3           5633.0376     7136.6400    -1503.6024
         9.2500                  0.6992             339.9           5999.3185     7226.4528    -1227.1343
         9.3387                  0.7061             331.7           5997.8812     7095.5136    -1097.6324
         9.4274                  0.7129             339.2           5899.3338     7214.6592    -1315.3254
         9.5160                  0.7198             323.6           5627.7178     6967.9008    -1340.1830
         9.6049                  0.7267             339.5           5733.6146     7219.8000    -1486.1854
         9.6936                  0.7336             319.2           5581.5463     6898.0464    -1316.5001
         9.7824                  0.7404             336.3           5872.8861     7168.3920    -1295.5059
         9.8710                  0.7473             336.4           6043.5387     7170.2064    -1126.6677
         9.9597                  0.7542             331.8           5442.3913     7096.7232    -1654.3319
        10.0486                  0.7610             325.5           5582.8911     6996.9312    -1414.0401
        10.1374                  0.7679             347.9           5825.0962     7352.5536    -1527.4574
        10.2263                  0.7748             344.0           5916.2968     7291.1664    -1374.8696
        10.2500                  0.7766             325.1           5786.6489     6991.4880    -1204.8391
        10.3388                  0.7835             322.2           5569.7024     6945.5232    -1375.8208
        10.4274                  0.7904             335.8           5539.2610     7161.4368    -1622.1758
        10.5163                  0.7972             340.8           5763.8661     7240.6656    -1476.7995
        10.6050                  0.8041             330.3           5871.4979     7073.1360    -1201.6381
        10.6936                  0.8110             330.0           5748.9134     7069.5072    -1320.5938
        10.7826                  0.8178             335.3           5668.8781     7152.3648    -1483.4867
        10.8713                  0.8247             310.1           5414.7608     6753.4992    -1338.7384
        10.9602                  0.8316             329.7           5737.2057     7064.3664    -1327.1607
        11.0490                  0.8385             331.0           5569.8086     7084.9296    -1515.1210
        11.1380                  0.8453             333.8           5775.4475     7128.4752    -1353.0277
        11.2268                  0.8522             318.1           5415.4888     6880.2048    -1464.7160
        11.2500                  0.8540             314.2           5621.4795     6818.2128    -1196.7333
        11.3388                  0.8609             326.1           5433.5721     7007.2128    -1573.6407
        11.4277                  0.8677             336.1           5997.4749     7166.2752    -1168.8003
        11.5165                  0.8746             335.9           5862.8225     7162.3440    -1299.5215
        11.6053                  0.8815             341.2           6154.1324     7245.8064    -1091.6740
        11.6943                  0.8884             329.7           5821.1347     7064.6688    -1243.5341
        11.7829                  0.8952             325.1           5875.7253     6990.5808    -1114.8555
        11.8714                  0.9021             325.5           5738.2351     6998.1408    -1259.9057
        11.9604                  0.9090             321.9           5566.3739     6940.6848    -1374.3109
        12.0493                  0.9159             349.5           6135.4671     7377.3504    -1241.8833
        12.1381                  0.9227             345.5           5774.5599     7315.3584    -1540.7985
        12.2273                  0.9296             318.3           5239.9936     6883.2288    -1643.2352
        12.2500                  0.9314             346.7           5769.8822     7334.1072    -1564.2250
        12.3390                  0.9382             330.3           5783.7600     7073.1360    -1289.3760
        12.4278                  0.9451             325.3           5507.4440     6994.8144    -1487.3704
        12.5168                  0.9520             325.9           5303.9621     7003.2816    -1699.3195
