     collisions(billions)   time(microsecond)   temperature(K)   Etotal(kJ/mol)   KE(kJ/mol)   PE(kJ/mol)
===============================================================================================================
         0.0000                  0.0000            1028.4          18144.1800    18144.0000        0.1800
         0.1000                  0.0049             982.7          17394.0730    17419.1472      -25.0742
         0.2000                  0.0100             887.6          15870.7399    15911.3808      -40.6409
         0.3000                  0.0155             806.9          14591.8480    14631.6240      -39.7760
         0.4000                  0.0213             715.7          13116.9550    13184.9424      -67.9874
         0.5000                  0.0276             554.4          10574.2432    10627.2432      -53.0000
         0.6001                  0.0341             531.4          10132.4827    10262.8512     -130.3685
         0.6500                  0.0373             516.2           9912.9166    10021.8384     -108.9218
         0.7477                  0.0439             495.1           9526.0370     9686.7792     -160.7422
         0.8000                  0.0474             463.2           9014.0325     9180.5616     -166.5291
         0.8948                  0.0541             431.5           8357.2871     8678.5776     -321.2905
         0.9895                  0.0608             445.5           8666.2362     8900.8416     -234.6054
         1.0000                  0.0615             432.2           8438.5992     8689.1616     -250.5624
         1.0920                  0.0683             375.1           7343.6700     7784.0784     -440.4084
         1.1841                  0.0750             382.0           7620.6635     7893.8496     -273.1861
         1.2500                  0.0798             368.1           7426.1091     7672.7952     -246.6861
         1.3386                  0.0867             332.9           5947.7892     7114.8672    -1167.0780
         1.4274                  0.0936             316.5           6033.3969     6855.4080     -822.0111
         1.5162                  0.1005             326.5           5809.1022     7013.8656    -1204.7634
         1.6050                  0.1073             315.7           5906.1279     6842.7072     -936.5793
         1.6937                  0.1142             330.1           5891.1099     7070.7168    -1179.6069
         1.7823                  0.1211             332.3           6159.9010     7105.4928     -945.5918
         1.8709                  0.1279             328.6           6127.4079     7046.8272     -919.4193
         1.9596                  0.1348             339.3           6044.6811     7215.5664    -1170.8853
         2.0485                  0.1417             319.9           5557.0284     6908.6304    -1351.6020
         2.1372                  0.1486             326.5           5826.7997     7013.8656    -1187.0659
         2.2261                  0.1554             325.3           5746.2429     6993.9072    -1247.6643
         2.2500                  0.1573             316.7           5586.0812     6857.2224    -1271.1412
         2.3388                  0.1642             324.5           5398.1867     6982.1136    -1583.9269
         2.4277                  0.1710             328.4           5594.0698     7043.5008    -1449.4310
         2.5167                  0.1779             326.0           5144.3562     7004.7936    -1860.4374
         2.6054                  0.1848             336.8           5472.9940     7175.9520    -1702.9580
         2.6942                  0.1916             316.0           5679.7922     6846.9408    -1167.1486
         2.7829                  0.1985             337.1           5908.6312     7181.3952    -1272.7640
         2.8717                  0.2054             329.2           5462.6278     7056.5040    -1593.8762
         2.9604                  0.2123             328.7           5702.0819     7048.6416    -1346.5597
         3.0496                  0.2191             337.6           5378.8745     7189.5600    -1810.6855
         3.1385                  0.2260             320.8           5377.2702     6922.8432    -1545.5730
         3.2276                  0.2329             325.5           5269.1062     6996.9312    -1727.8250
         3.2500                  0.2346             335.2           5232.9005     7151.1552    -1918.2547
         3.3391                  0.2415             336.3           5564.6237     7168.3920    -1603.7683
         3.4279                  0.2483             325.2           5075.6981     6992.0928    -1916.3947
         3.5171                  0.2552             334.4           5752.6871     7137.8496    -1385.1625
         3.6060                  0.2621             327.8           5249.0556     7034.7312    -1785.6756
         3.6949                  0.2690             330.0           5438.7002     7068.6000    -1629.8998
         3.7840                  0.2758             329.0           5646.4668     7053.7824    -1407.3156
         3.8730                  0.2827             327.0           5624.4368     7022.0304    -1397.5936
         3.9620                  0.2896             312.1           5551.3829     6785.2512    -1233.8683
         4.0509                  0.2965             332.4           5854.2691     7107.6096    -1253.3405
         4.1396                  0.3033             334.7           5806.7849     7142.9904    -1336.2055
