              0      0.0000  18136.7160      6.0000
      100000000      0.0036  17977.3015      5.9528
              0      0.0036  17977.3015      5.9528
      100000000      0.0072  15818.7052      5.2381
              0      0.0072  15818.7052      5.2381
      100000000      0.0108  14598.9878      4.8424
              0      0.0108  14598.9878      4.8424
      100000000      0.0144  12678.1088      4.2174
              0      0.0144  12678.1088      4.2174
      100000000      0.0180  10744.4344      3.5813
              0      0.0180  10744.4344      3.5813
      100872180      0.0216   9995.4069      3.3255
      150000000      0.0233  10087.9082      3.3739
              0      0.0233  10087.9082      3.3739
       98512331      0.0269   9336.3345      3.1379
      150000000      0.0287   9298.9308      3.1345
              0      0.0287   9298.9308      3.1345
       95784604      0.0321   8569.2910      2.8896
      191303812      0.0356   8549.2742      2.8975
      200000000      0.0359   8497.8786      2.8985
              0      0.0359   8497.8786      2.8985
       92769381      0.0392   7692.3281      2.6323
      185604391      0.0425   7756.3828      2.6737
      250000000      0.0448   7601.2261      2.5776
              0      0.0448   7601.2261      2.5776
       89202762      0.0480   6253.4083      2.3553
      178684408      0.0512   5726.7955      2.2702
      267982378      0.0544   6017.2134      2.3113
      357521342      0.0576   6315.1964      2.3602
      446985864      0.0608   6341.4276      2.3726
      536225664      0.0639   6182.4304      2.3177
      625530517      0.0671   6040.3085      2.3086
      714696218      0.0703   6280.1781      2.3361
      804115764      0.0735   6263.7241      2.3686
      893285433      0.0767   6480.0997      2.4337
      982555151      0.0799   6402.3159      2.3364
     1000000000      0.0805   6143.0886      2.2962
              0      0.0805   6143.0886      2.2962
       89246620      0.0837   6095.4287      2.3186
      178531852      0.0869   6639.8275      2.3979
      267809811      0.0900   6535.2485      2.3873
      357008521      0.0932   6368.8847      2.3411
      446589704      0.0964   6295.9447      2.3062
      535723890      0.0996   6284.4038      2.2741
      625079701      0.1028   6215.3844      2.3056
      714476514      0.1060   6137.9173      2.2870
      803691915      0.1092   6093.7814      2.2860
      892791215      0.1123   6392.9413      2.3676
      982031330      0.1155   6028.1958      2.2954
     1000000000      0.1162   6553.0289      2.4051
              0      0.1162   6553.0289      2.4051
       89350213      0.1194   5998.3452      2.2875
      178714372      0.1225   6074.9606      2.3077
      268103357      0.1257   6439.5957      2.4012
      357634197      0.1289   6311.1419      2.3811
      447127184      0.1321   6400.6241      2.3523
      536245762      0.1353   6133.3568      2.3252
      625628624      0.1385   5991.4386      2.3384
      715125376      0.1416   6336.3711      2.3610
      804366608      0.1448   6359.4081      2.3274
      893650633      0.1480   6247.6140      2.3389
      982947619      0.1512   6199.1427      2.3339
     1000000000      0.1518   6250.0524      2.3952
              0      0.1518   6250.0524      2.3952
       89504865      0.1550   5985.2742      2.3249
      178754708      0.1582   6342.3806      2.3595
      267966023      0.1614   6179.5473      2.3126
      357435320      0.1646   6253.7866      2.3074
      446733736      0.1677   6625.4116      2.4235
      536015727      0.1709   6174.6456      2.3532
      625246895      0.1741   6156.6690      2.3011
      714421341      0.1773   6466.7631      2.4418
      803869790      0.1805   6133.8883      2.3796
      892990276      0.1837   6179.2038      2.2606
      982390592      0.1868   6206.7338      2.3617
     1000000000      0.1875   6292.4220      2.3776
              0      0.1875   6292.4220      2.3776
       89424259      0.1907   5909.9839      2.3154
      178753027      0.1938   6124.7299      2.3689
      268091759      0.1970   6233.2282      2.3664
      357297250      0.2002   5959.7216      2.3764
      446612664      0.2034   5926.8953      2.3843
      536002982      0.2066   5995.6349      2.3276
      625532345      0.2098   5972.7016      2.3598
      715010470      0.2130   6113.2570      2.3167
      804568302      0.2161   5968.0537      2.2943
      893876042      0.2193   6500.1944      2.4251
      983248229      0.2225   6267.2639      2.3171
     1000000000      0.2231   6129.4820      2.3257
              0      0.2231   6129.4820      2.3257
       89279886      0.2263   6058.1667      2.3012
      178555097      0.2295   6110.6512      2.3429
      268066185      0.2327   6148.9997      2.3616
      357406522      0.2359   6127.2036      2.3350
      446746452      0.2390   6365.9524      2.3325
      536083392      0.2422   6305.2757      2.3453
      625550915      0.2454   5955.9940      2.2887
      714882888      0.2486   6173.5714      2.3069
      803991093      0.2518   6317.5170      2.3940
      893167932      0.2550   6100.1939      2.3366
      982657574      0.2581   6231.7167      2.3481
     1000000000      0.2588   6065.1501      2.2665
              0      0.2588   6065.1501      2.2665
       89403845      0.2620   6335.2304      2.4322
      178708749      0.2651   6381.9081      2.3606
      268124713      0.2683   5895.7928      2.3140
      357554345      0.2715   6124.7930      2.3570
      446927155      0.2747   6201.6743      2.3921
      536479469      0.2779   6250.7052      2.3988
      625794267      0.2811   6036.2781      2.3455
      715169563      0.2842   6477.8854      2.4170
      804516725      0.2874   6439.2261      2.4084
      893809112      0.2906   6552.8375      2.4336
      983424486      0.2938   6394.1180      2.3581
     1000000000      0.2944   6128.7760      2.2887
              0      0.2944   6128.7760      2.2887
       89405616      0.2976   6076.7647      2.3124
      178911603      0.3008   6052.4008      2.3181
      268259174      0.3039   6181.9751      2.3716
      357583265      0.3071   6377.3148      2.4111
      446919100      0.3103   6146.8439      2.2815
      536285666      0.3135   6113.1190      2.3412
      625748663      0.3167   6105.8078      2.3733
      715212641      0.3199   6216.8289      2.4196
      804582380      0.3231   6141.1070      2.3429
      894035340      0.3262   6010.4405      2.2874
      983186659      0.3294   6228.5454      2.3026
     1000000000      0.3300   6219.3505      2.3491
              0      0.3300   6219.3505      2.3491
       89333602      0.3332   6565.2242      2.4246
      178675823      0.3364   6224.2445      2.3670
      268119322      0.3396   6114.4285      2.2907
      357346846      0.3428   6208.9150      2.2962
      446764220      0.3460   6052.9232      2.3675
