     collisions(billions)   time(microsecond)   temperature(K)   Etotal(kJ/mol)   KE(kJ/mol)   PE(kJ/mol)
===============================================================================================================
         0.0000                  0.0000            1028.4          25704.0000    25704.0000        0.0000
         0.1000                  0.0034            1003.7          25065.9188    25147.0800      -81.1612
         0.2000                  0.0069             932.4          23488.7918    23547.0060      -58.2142
         0.3000                  0.0107             809.2          20747.9859    20778.6852      -30.6993
         0.4000                  0.0148             698.0          18169.8508    18281.5416     -111.6908
         0.5000                  0.0191             564.8          15217.5932    15287.8824      -70.2892
         0.6445                  0.0257             519.7          14154.6455    14275.5732     -120.9277
         0.6500                  0.0259             529.9          14374.3748    14504.3388     -129.9640
         0.7909                  0.0325             490.8          13416.7178    13626.9756     -210.2578
         0.8000                  0.0329             478.0          13241.7803    13339.9476      -98.1673
         0.9367                  0.0396             439.9          12286.0492    12482.7192     -196.6700
         1.0000                  0.0427             432.3          12037.3282    12313.0728     -275.7446
         1.1323                  0.0494             393.6          11071.7711    11442.1356     -370.3645
         1.2500                  0.0554             399.9          11265.8115    11585.2212     -319.4097
         1.3778                  0.0623             329.0           9052.1232     9992.8584     -940.7352
         1.5054                  0.0692             318.1           8597.8957     9747.3852    -1149.4895
         1.6328                  0.0760             325.8           8914.4874     9920.8872    -1006.3998
         1.7606                  0.0829             338.1           9120.3901    10197.2052    -1076.8151
         1.8882                  0.0898             326.2           8971.9656     9928.1700     -956.2044
         2.0157                  0.0967             327.9           9017.8051     9967.1544     -949.3493
         2.1430                  0.1035             336.2           9303.0276    10153.5084     -850.4808
         2.2500                  0.1093             327.8           9075.2019     9965.8692     -890.6673
         2.3772                  0.1162             321.2           8824.9420     9816.7860     -991.8440
         2.5047                  0.1230             337.9           9040.7404    10191.6360    -1150.8956
         2.6321                  0.1299             333.1           9065.8768    10083.6792    -1017.8024
         2.7596                  0.1368             328.6           8907.0666     9983.0052    -1075.9386
         2.8871                  0.1437             322.3           8659.9618     9841.6332    -1181.6714
         3.0149                  0.1505             326.4           8828.4415     9932.8824    -1104.4409
         3.1424                  0.1574             325.6           9072.6451     9914.4612     -841.8161
         3.2500                  0.1632             335.9           8907.9909    10146.2256    -1238.2347
         3.3774                  0.1701             325.4           8555.3557     9911.0340    -1355.6783
         3.5047                  0.1769             327.9           8943.0571     9966.7260    -1023.6689
         3.6321                  0.1838             330.2           8816.1064    10019.4192    -1203.3128
         3.7598                  0.1907             333.2           9132.1713    10085.3928     -953.2215
         3.8873                  0.1976             339.3           9170.9157    10222.9092    -1051.9935
         4.0144                  0.2044             324.9           8772.5408     9899.0388    -1126.4980
         4.1419                  0.2113             328.0           8839.8957     9970.1532    -1130.2575
         4.2500                  0.2171             317.4           8755.0531     9731.9628     -976.9097
         4.3776                  0.2240             341.7           9148.9880    10276.0308    -1127.0428
         4.5053                  0.2309             327.5           9282.8476     9958.1580     -675.3104
         4.6328                  0.2378             322.8           8792.1415     9852.7716    -1060.6301
         4.7604                  0.2446             334.6           9036.2726    10117.9512    -1081.6786
         4.8882                  0.2515             318.2           8732.1071     9748.2420    -1016.1349
         5.0154                  0.2584             331.8           9061.9159    10054.5480     -992.6321
         5.1431                  0.2652             333.7           8900.1839    10096.9596    -1196.7757
         5.2500                  0.2710             342.8           8974.0973    10302.1632    -1328.0659
         5.3776                  0.2779             323.4           8666.9079     9866.0520    -1199.1441
         5.5049                  0.2847             337.2           8825.2430    10176.2136    -1350.9706
         5.6323                  0.2916             331.8           8957.7098    10053.6912    -1095.9814
         5.7599                  0.2985             338.2           8992.7199    10198.4904    -1205.7705
         5.8879                  0.3054             338.9           9086.8427    10214.3412    -1127.4985
         6.0152                  0.3122             338.4           9018.2589    10203.6312    -1185.3723
         6.1425                  0.3191             327.9           8908.4756     9967.1544    -1058.6788
         6.2500                  0.3249             336.1           9023.2983    10151.3664    -1128.0681
         6.3777                  0.3318             327.3           9015.3593     9954.3024     -938.9431
         6.5052                  0.3386             323.3           8781.5057     9863.4816    -1081.9759
         6.6325                  0.3455             333.9           9319.8654    10102.5288     -782.6634
         6.7600                  0.3524             319.2           8610.7981     9770.5188    -1159.7207
         6.8875                  0.3593             332.4           9129.4187    10068.2568     -938.8381
         7.0152                  0.3661             336.7           8956.7424    10165.0752    -1208.3328
         7.1426                  0.3730             324.7           9198.0253     9894.7548     -696.7295
         7.2500                  0.3788             330.8           9235.9356    10033.1280     -797.1924
         7.3776                  0.3857             341.6           9451.9695    10275.1740     -823.2045
         7.5051                  0.3925             337.2           9635.5787    10174.9284     -539.3497
         7.6322                  0.3994             327.4           8652.0848     9956.8728    -1304.7880
         7.7596                  0.4063             326.9           8949.2058     9944.4492     -995.2434
         7.8873                  0.4132             338.1           9101.1304    10197.2052    -1096.0748
         8.0148                  0.4200             321.3           8648.6092     9818.0712    -1169.4620
         8.1422                  0.4269             319.6           8918.4402     9781.6572     -863.2170
         8.2500                  0.4327             336.2           9281.9960    10153.9368     -871.9408
         8.3778                  0.4396             321.0           8486.4937     9812.0736    -1325.5799
         8.5053                  0.4464             328.8           8471.9396     9987.7176    -1515.7780
         8.6326                  0.4533             324.7           8588.9213     9894.7548    -1305.8335
         8.7602                  0.4602             332.8           9268.0715    10077.6816     -809.6101
         8.8877                  0.4671             325.3           8894.6254     9907.6068    -1012.9814
