     collisions(billions)   time(microsecond)   temperature(K)   Etotal(kJ/mol)   KE(kJ/mol)   PE(kJ/mol)
===============================================================================================================
         0.0000                  0.0000            1028.4          25703.1480    25704.0000       -0.8520
         0.1000                  0.0034            1028.0          25648.6875    25693.7184      -45.0309
         0.2000                  0.0070             911.8          23040.9628    23083.4772      -42.5144
         0.3000                  0.0107             801.7          20519.9288    20611.1808      -91.2520
         0.4000                  0.0148             674.9          17690.2908    17761.8924      -71.6016
         0.5000                  0.0191             559.1          15098.2978    15159.7908      -61.4930
         0.6444                  0.0257             524.1          14248.3254    14375.3904     -127.0650
         0.6500                  0.0259             523.4          14279.8795    14358.6828      -78.8033
         0.7908                  0.0325             498.5          13664.2081    13799.6208     -135.4127
         0.8000                  0.0329             483.9          13285.0732    13471.4664     -186.3932
         0.9367                  0.0396             426.4          11943.3168    12180.6972     -237.3804
         1.0000                  0.0427             427.9          12024.6390    12213.2556     -188.6166
         1.1326                  0.0494             394.5          11160.5898    11463.9840     -303.3942
         1.2500                  0.0554             386.1          10811.0980    11274.2028     -463.1048
         1.3775                  0.0623             329.2           9256.7298     9996.7140     -739.9842
         1.5050                  0.0692             320.4           8857.7207     9798.3648     -940.6441
         1.6322                  0.0760             334.3           8803.0743    10110.2400    -1307.1657
         1.7599                  0.0829             322.9           8886.1460     9854.0568     -967.9108
         1.8875                  0.0898             326.9           8696.8396     9944.4492    -1247.6096
         2.0151                  0.0966             339.6           9201.7184    10229.3352    -1027.6168
         2.1424                  0.1035             331.3           9273.7568    10043.8380     -770.0812
         2.2500                  0.1093             339.1           8830.8635    10218.1968    -1387.3333
         2.3774                  0.1162             324.4           8854.4665     9888.7572    -1034.2907
         2.5049                  0.1230             328.1           8954.7988     9971.0100    -1016.2112
         2.6326                  0.1299             331.4           8892.8626    10046.4084    -1153.5458
         2.7599                  0.1368             330.8           9251.4304    10033.1280     -781.6976
         2.8874                  0.1437             332.3           8996.3112    10066.9716    -1070.6604
         3.0149                  0.1505             329.4           8631.1228    10000.9980    -1369.8752
         3.1428                  0.1574             328.9           8941.3520     9988.5744    -1047.2224
         3.2500                  0.1632             330.8           8669.8319    10031.4144    -1361.5825
         3.3776                  0.1701             326.2           8522.0569     9929.4552    -1407.3983
         3.5051                  0.1769             322.6           8633.5804     9848.4876    -1214.9072
         3.6326                  0.1838             324.0           8921.7489     9879.3324     -957.5835
         3.7601                  0.1907             330.5           8792.2860    10024.5600    -1232.2740
         3.8875                  0.1975             319.0           8622.5775     9767.5200    -1144.9425
         4.0150                  0.2044             335.2           8977.6229    10132.0884    -1154.4655
         4.1425                  0.2113             326.9           8963.9235     9944.8776     -980.9541
         4.2500                  0.2171             334.1           9212.9706    10106.3844     -893.4138
         4.3777                  0.2240             342.2           9105.2586    10289.3112    -1184.0526
         4.5054                  0.2308             332.8           8919.7935    10078.1100    -1158.3165
         4.6329                  0.2377             323.7           8833.4323     9872.9064    -1039.4741
         4.7605                  0.2446             326.0           8705.8155     9924.7428    -1218.9273
         4.8880                  0.2514             339.3           8931.5224    10222.0524    -1290.5300
         5.0155                  0.2583             319.7           8668.0967     9783.7992    -1115.7025
         5.1428                  0.2652             325.9           8647.4796     9923.0292    -1275.5496
         5.2500                  0.2710             314.1           8129.4748     9657.4212    -1527.9464
         5.3775                  0.2778             325.9           8662.6240     9923.0292    -1260.4052
         5.5048                  0.2847             329.9           8929.7688    10011.7080    -1081.9392
         5.6324                  0.2916             338.8           9263.8485    10212.1992     -948.3507
         5.7599                  0.2985             320.5           8502.9277     9800.0784    -1297.1507
         5.8872                  0.3053             321.5           8594.9824     9823.6404    -1228.6580
         6.0149                  0.3122             330.3           8771.6101    10021.5612    -1249.9511
         6.1422                  0.3191             337.4           9083.9274    10180.9260    -1096.9986
         6.2500                  0.3249             336.3           8802.3446    10156.5072    -1354.1626
         6.3775                  0.3317             335.4           8928.5121    10135.9440    -1207.4319
         6.5047                  0.3386             326.6           8725.4092     9937.5948    -1212.1856
