     collisions(billions)   time(microsecond)   temperature(K)   Etotal(kJ/mol)   KE(kJ/mol)   PE(kJ/mol)
===============================================================================================================
         0.0000                  0.0000            1028.4          25703.9280    25704.0000       -0.0720
         0.1000                  0.0034            1032.0          25713.6857    25783.6824      -69.9967
         0.2000                  0.0069             920.5          23208.9308    23278.8276      -69.8968
         0.3000                  0.0107             780.2          20083.9636    20127.5172      -43.5536
         0.4000                  0.0148             676.6          17746.2425    17800.8768      -54.6343
         0.5000                  0.0191             584.4          15694.2884    15729.1344      -34.8460
         0.6445                  0.0257             527.5          14293.1774    14450.3604     -157.1830
         0.6500                  0.0259             527.1          14336.2618    14441.3640     -105.1022
         0.7907                  0.0325             475.3          13112.0612    13277.8296     -165.7684
         0.8000                  0.0329             492.6          13563.4031    13666.8168     -103.4137
         0.9367                  0.0396             436.2          12160.9280    12400.0380     -239.1100
         1.0000                  0.0427             441.1          12291.2301    12509.7084     -218.4783
         1.1327                  0.0494             382.3          10711.9192    11188.0944     -476.1752
         1.2500                  0.0554             387.4          10982.0177    11303.7624     -321.7447
         1.3777                  0.0623             328.6           9305.3843     9983.8620     -678.4777
         1.5053                  0.0692             324.4           8892.6903     9889.1856     -996.4953
         1.6327                  0.0760             326.0           9208.6468     9924.7428     -716.0960
         1.7601                  0.0829             328.6           9013.3036     9982.5768     -969.2732
         1.8876                  0.0898             323.5           8971.7050     9869.0508     -897.3458
         2.0154                  0.0966             340.9           9337.1879    10259.3232     -922.1353
         2.1428                  0.1035             328.3           8865.7722     9976.1508    -1110.3786
         2.2500                  0.1093             334.2           9064.2703    10108.0980    -1043.8277
         2.3773                  0.1162             339.8           9238.6342    10234.9044     -996.2702
         2.5050                  0.1230             317.8           8934.3243     9739.6740     -805.3497
         2.6324                  0.1299             327.4           9127.1777     9956.0160     -828.8383
         2.7600                  0.1368             329.4           8945.8831     9999.7128    -1053.8297
         2.8873                  0.1436             333.5           8900.1633    10093.1040    -1192.9407
         3.0150                  0.1505             330.9           9072.6910    10035.2700     -962.5790
         3.1427                  0.1574             326.3           8948.9250     9932.0256     -983.1006
         3.2500                  0.1632             329.5           9246.7008    10003.1400     -756.4392
         3.3773                  0.1701             328.2           9269.8372     9974.8656     -705.0284
         3.5048                  0.1769             334.6           9017.0265    10117.0944    -1100.0679
         3.6325                  0.1838             326.2           9170.4629     9927.7416     -757.2787
         3.7600                  0.1907             335.4           9104.5448    10136.3724    -1031.8276
         3.8873                  0.1976             339.1           9175.4910    10218.1968    -1042.7058
         4.0149                  0.2044             339.6           9097.8823    10228.9068    -1131.0245
         4.1428                  0.2113             321.9           9015.8213     9833.0652     -817.2439
         4.2500                  0.2171             328.3           9158.9953     9975.7224     -816.7271
         4.3777                  0.2239             319.4           8765.5737     9776.5164    -1010.9427
         4.5054                  0.2308             325.4           8739.5137     9911.0340    -1171.5203
         4.6326                  0.2377             334.1           9165.2819    10106.3844     -941.1025
         4.7600                  0.2446             329.0           8770.3553     9992.0016    -1221.6463
         4.8875                  0.2514             338.2           9157.2618    10198.4904    -1041.2286
         5.0149                  0.2583             341.7           9422.4703    10277.7444     -855.2741
         5.1425                  0.2652             338.5           9147.4045    10204.0596    -1056.6551
         5.2500                  0.2710             331.1           8884.6027    10037.8404    -1153.2377
         5.3775                  0.2778             328.6           9197.2544     9983.0052     -785.7508
         5.5052                  0.2847             331.1           8879.1925    10037.8404    -1158.6479
         5.6326                  0.2916             333.3           9139.0793    10088.8200     -949.7407
         5.7604                  0.2984             331.6           9417.8800    10049.8356     -631.9556
         5.8879                  0.3053             326.7           9060.6545     9940.5936     -879.9391
         6.0151                  0.3122             325.6           8975.0666     9915.3180     -940.2514
         6.1425                  0.3191             322.1           9077.5376     9836.9208     -759.3832
         6.2500                  0.3249             336.2           9048.7576    10152.6516    -1103.8940
         6.3775                  0.3317             336.5           9066.4116    10160.7912    -1094.3796
         6.5048                  0.3386             328.8           8878.3622     9987.7176    -1109.3554
         6.6323                  0.3455             343.1           9262.5577    10309.4460    -1046.8883
         6.7597                  0.3524             333.8           9085.6933    10100.3868    -1014.6935
         6.8873                  0.3592             339.4           9221.1328    10224.6228    -1003.4900
         7.0148                  0.3661             322.0           8741.2356     9835.2072    -1093.9716
         7.1425                  0.3730             336.1           9178.3949    10151.3664     -972.9715
         7.2500                  0.3788             331.4           9253.6766    10045.5516     -791.8750
         7.3776                  0.3856             331.9           8885.3187    10056.6900    -1171.3713
         7.5054                  0.3925             330.4           9205.7697    10023.7032     -817.9335
         7.6329                  0.3994             327.1           8826.9137     9949.5900    -1122.6763
         7.7604                  0.4063             330.7           8634.8588    10029.7008    -1394.8420
         7.8881                  0.4131             329.2           9048.2617     9995.8572     -947.5955
         8.0156                  0.4200             323.8           8709.9561     9874.6200    -1164.6639
         8.1432                  0.4269             328.0           9013.8566     9969.7248     -955.8682
         8.2500                  0.4326             334.7           9159.4820    10119.6648     -960.1828
         8.3775                  0.4395             337.3           9158.6859    10177.0704    -1018.3845
         8.5052                  0.4464             321.7           8870.3565     9828.3528     -957.9963
         8.6329                  0.4533             322.1           8681.6821     9837.3492    -1155.6671
         8.7604                  0.4601             333.8           9122.9995    10100.3868     -977.3873
         8.8879                  0.4670             331.1           9050.7466    10037.8404     -987.0938
         9.0155                  0.4739             333.8           9430.5388    10099.1016     -668.5628
         9.1429                  0.4807             328.0           9036.7098     9969.7248     -933.0150
         9.2500                  0.4865             324.3           8993.6757     9885.7584     -892.0827
         9.3775                  0.4934             325.7           8706.2776     9918.3168    -1212.0392
         9.5050                  0.5003             324.6           9112.8121     9892.6128     -779.8007
         9.6326                  0.5071             315.5           8615.0085     9687.4092    -1072.4007
         9.7601                  0.5140             327.3           8714.4015     9953.4456    -1239.0441
         9.8873                  0.5209             325.3           8638.3193     9908.0352    -1269.7159
        10.0147                  0.5278             323.9           8813.1659     9877.6188    -1064.4529
        10.1423                  0.5346             330.2           9190.0059    10017.7056     -827.6997
        10.2500                  0.5404             324.0           8752.4772     9879.3324    -1126.8552
        10.3778                  0.5473             340.1           9147.2039    10240.4736    -1093.2697
        10.5052                  0.5542             329.8           8879.7756    10009.9944    -1130.2188
        10.6328                  0.5610             336.3           9041.9655    10156.5072    -1114.5417
        10.7603                  0.5679             319.6           8624.5627     9780.3720    -1155.8093
        10.8881                  0.5748             331.2           9054.1435    10040.8392     -986.6957
        11.0156                  0.5817             323.5           8812.4946     9867.3372    -1054.8426
        11.1431                  0.5885             324.4           8931.6539     9887.9004     -956.2465
        11.2500                  0.5943             328.5           9283.7781     9980.8632     -697.0851
        11.3772                  0.6012             330.6           9294.6912    10027.1304     -732.4392
        11.5048                  0.6080             327.6           8864.8347     9959.8716    -1095.0369
        11.6323                  0.6149             336.2           9343.8993    10153.9368     -810.0375
        11.7597                  0.6218             337.0           9380.8807    10171.9296     -791.0489
        11.8873                  0.6287             327.2           8851.5590     9952.1604    -1100.6014
        12.0150                  0.6355             335.8           8854.2528    10143.6552    -1289.4024
        12.1426                  0.6424             321.2           8628.2769     9816.7860    -1188.5091
        12.2500                  0.6482             328.8           8995.7981     9988.1460     -992.3479
        12.3779                  0.6551             331.6           8974.9425    10050.2640    -1075.3215
        12.5052                  0.6619             331.6           9102.4512    10050.2640     -947.8128
        12.6328                  0.6688             332.4           8989.8769    10067.4000    -1077.5231
        12.7604                  0.6757             326.9           9015.1575     9944.8776     -929.7201
        12.8880                  0.6825             332.2           9158.5603    10063.5444     -904.9841
        13.0156                  0.6894             333.9           9061.1279    10100.8152    -1039.6873
        13.1429                  0.6963             336.8           9199.5183    10167.6456     -968.1273
        13.2500                  0.7021             324.7           8939.0728     9895.6116     -956.5388
        13.3773                  0.7089             326.3           8926.1722     9930.3120    -1004.1398
        13.5047                  0.7158             328.4           8823.1256     9978.2928    -1155.1672
        13.6322                  0.7227             332.0           8974.5118    10058.8320    -1084.3202
        13.7597                  0.7295             328.0           8982.3860     9969.7248     -987.3388
        13.8870                  0.7364             320.6           8762.8530     9803.0772    -1040.2242
        14.0145                  0.7433             328.0           9113.2201     9968.4396     -855.2195
        14.1421                  0.7502             322.4           9066.3816     9843.3468     -776.9652
        14.2500                  0.7560             329.4           9053.3875    10000.9980     -947.6105
        14.3775                  0.7629             343.5           9439.9252    10318.4424     -878.5172
        14.5051                  0.7697             315.3           8563.3340     9684.4104    -1121.0764
        14.6326                  0.7766             336.6           9360.0773    10163.3616     -803.2843
        14.7600                  0.7835             339.4           9217.3225    10225.4796    -1008.1571
        14.8876                  0.7903             336.2           9280.6100    10153.9368     -873.3268
        15.0150                  0.7972             328.9           8934.1671     9989.0028    -1054.8357
        15.1424                  0.8041             318.3           8728.9435     9751.2408    -1022.2973
        15.2500                  0.8099             337.1           9345.9771    10173.2148     -827.2377
        15.3775                  0.8167             339.3           9337.9728    10224.1944     -886.2216
        15.5049                  0.8236             330.7           9267.8301    10028.8440     -761.0139
        15.6323                  0.8305             334.3           9445.4309    10111.0968     -665.6659
        15.7596                  0.8374             326.1           9129.0492     9926.4564     -797.4072
        15.8871                  0.8442             338.5           9200.5907    10205.3448    -1004.7541
        16.0145                  0.8511             341.6           8994.4629    10275.1740    -1280.7111
        16.1421                  0.8580             325.4           8926.0380     9910.1772     -984.1392
        16.2500                  0.8638             317.1           8433.4457     9725.1084    -1291.6627
        16.3778                  0.8707             328.5           9025.9735     9980.4348     -954.4613
        16.5052                  0.8775             332.4           9039.9978    10067.4000    -1027.4022
        16.6329                  0.8844             338.3           8950.7341    10200.2040    -1249.4699
        16.7605                  0.8913             332.4           8744.9565    10069.1136    -1324.1571
        16.8881                  0.8982             332.5           8932.9049    10070.8272    -1137.9223
        17.0156                  0.9050             327.0           8900.8271     9946.5912    -1045.7641
        17.1430                  0.9119             331.7           8914.9572    10051.5492    -1136.5920
        17.2500                  0.9177             318.0           8703.4427     9743.9580    -1040.5153
        17.3777                  0.9245             328.4           8940.7396     9979.1496    -1038.4100
        17.5051                  0.9314             328.6           9043.7967     9982.1484     -938.3517
        17.6328                  0.9383             339.1           8997.2368    10219.4820    -1222.2452
        17.7605                  0.9452             335.3           9216.9157    10133.3736     -916.4579
        17.8883                  0.9520             334.8           9227.4438    10122.6636     -895.2198
        18.0158                  0.9589             346.9           9227.0501    10394.2692    -1167.2191
        18.1433                  0.9658             326.8           8825.1814     9941.8788    -1116.6974
        18.2500                  0.9715             330.3           9095.4224    10020.7044     -925.2820
        18.3775                  0.9784             339.1           9175.4861    10217.7684    -1042.2823
        18.5049                  0.9853             323.3           8868.3159     9863.0532     -994.7373
        18.6322                  0.9921             340.9           9249.3811    10259.7516    -1010.3705
        18.7598                  0.9990             337.5           9148.9671    10181.7828    -1032.8157
        18.8875                  1.0059             327.0           8584.6000     9945.7344    -1361.1344
        19.0151                  1.0128             333.6           8960.6943    10095.6744    -1134.9801
        19.1428                  1.0196             329.4           8898.0782    10000.1412    -1102.0630
        19.2500                  1.0254             322.9           9027.1890     9854.9136     -827.7246
        19.3776                  1.0323             327.2           8968.4563     9951.3036     -982.8473
        19.5053                  1.0391             320.7           8706.0793     9805.2192    -1099.1399
        19.6329                  1.0460             337.7           9244.8670    10187.3520     -942.4850
