     collisions(billions)   time(microsecond)   temperature(K)   Etotal(kJ/mol)   KE(kJ/mol)   PE(kJ/mol)
===============================================================================================================
         0.0000                  0.0000            1028.4          25704.0000    25704.0000        0.0000
         0.1000                  0.0034            1014.8          25369.5269    25396.8372      -27.3103
         0.2000                  0.0070             915.0          23107.8994    23156.3052      -48.4058
         0.3000                  0.0107             803.8          20609.6765    20658.3048      -48.6283
         0.4000                  0.0148             682.1          17841.1316    17922.9708      -81.8392
         0.5000                  0.0192             570.6          15359.6477    15418.1160      -58.4683
         0.6445                  0.0257             530.8          14380.6795    14525.3304     -144.6509
         0.6500                  0.0259             502.9          13778.6525    13898.5812     -119.9287
         0.7906                  0.0325             481.7          13302.7022    13421.7720     -119.0698
         0.8000                  0.0330             478.0          13103.2173    13337.8056     -234.5883
         0.9366                  0.0396             432.8          12114.9143    12322.4976     -207.5833
         1.0000                  0.0427             415.3          11622.0018    11930.9400     -308.9382
         1.1325                  0.0495             378.9          10656.4768    11111.8392     -455.3624
         1.2500                  0.0555             384.7          10864.5277    11242.5012     -377.9735
         1.3776                  0.0623             344.0           9393.2046    10329.1524     -935.9478
         1.5049                  0.0692             328.1           8955.7056     9971.8668    -1016.1612
         1.6324                  0.0761             325.0           9126.8251     9901.6092     -774.7841
         1.7599                  0.0829             321.0           8849.9292     9811.2168     -961.2876
         1.8874                  0.0898             326.4           8837.7790     9934.1676    -1096.3886
         2.0153                  0.0967             322.8           8870.2903     9851.4864     -981.1961
         2.1429                  0.1036             332.1           8659.4633    10062.2592    -1402.7959
         2.2500                  0.1093             324.1           8521.0646     9880.6176    -1359.5530
         2.3775                  0.1162             322.1           8622.5196     9836.9208    -1214.4012
         2.5051                  0.1231             327.4           8650.6359     9956.8728    -1306.2369
         2.6326                  0.1299             339.3           9138.5288    10223.3376    -1084.8088
         2.7603                  0.1368             322.7           8861.3528     9850.2012     -988.8484
         2.8880                  0.1437             316.1           8770.1111     9701.5464     -931.4353
         3.0153                  0.1506             321.7           8789.3311     9828.3528    -1039.0217
         3.1428                  0.1574             331.1           8973.2113    10037.8404    -1064.6291
         3.2500                  0.1632             319.0           8454.2870     9767.5200    -1313.2330
         3.3774                  0.1701             330.2           9078.0525    10018.1340     -940.0815
         3.5049                  0.1770             331.0           8993.0468    10036.5552    -1043.5084
         3.6322                  0.1838             336.6           9240.3028    10162.9332     -922.6304
         3.7599                  0.1907             327.4           8642.8349     9955.1592    -1312.3243
         3.8873                  0.1976             318.9           8870.3857     9764.0928     -893.7071
         4.0150                  0.2044             336.0           9014.3128    10147.9392    -1133.6264
         4.1425                  0.2113             329.9           9078.8523    10010.8512     -931.9989
         4.2500                  0.2171             337.9           9027.8778    10192.4928    -1164.6150
         4.3776                  0.2240             328.3           9173.5811     9977.0076     -803.4265
         4.5049                  0.2309             326.5           8874.9800     9935.8812    -1060.9012
         4.6323                  0.2377             337.4           9137.4714    10180.9260    -1043.4546
         4.7597                  0.2446             336.7           9375.4498    10165.0752     -789.6254
         4.8875                  0.2515             325.3           8894.3625     9908.4636    -1014.1011
         5.0151                  0.2583             325.7           8669.2196     9917.0316    -1247.8120
         5.1429                  0.2652             324.2           8791.8429     9884.0448    -1092.2019
         5.2500                  0.2710             323.0           8979.7166     9856.6272     -876.9106
         5.3776                  0.2779             323.0           8764.9950     9856.6272    -1091.6322
         5.5052                  0.2847             311.5           8449.0833     9599.5872    -1150.5039
         5.6327                  0.2916             338.2           8965.9967    10199.3472    -1233.3505
         5.7602                  0.2985             336.7           9212.2598    10164.2184     -951.9586
         5.8874                  0.3053             329.4           8959.8632    10001.4264    -1041.5632
         6.0149                  0.3122             335.2           8889.9681    10130.8032    -1240.8351
         6.1425                  0.3191             332.1           9100.2332    10061.4024     -961.1692
         6.2500                  0.3249             335.2           9280.9713    10132.0884     -851.1171
         6.3775                  0.3318             332.2           9341.5579    10062.6876     -721.1297
         6.5051                  0.3386             338.1           9185.2304    10196.3484    -1011.1180
         6.6326                  0.3455             324.0           8652.1442     9878.4756    -1226.3314
         6.7600                  0.3524             338.9           9079.8176    10213.9128    -1134.0952
         6.8876                  0.3592             330.9           8502.1470    10033.9848    -1531.8378
         7.0152                  0.3661             329.3           8899.8050     9998.8560    -1099.0510
         7.1428                  0.3730             335.1           9062.2479    10129.0896    -1066.8417
         7.2500                  0.3788             329.9           9194.5558    10011.2796     -816.7238
         7.3773                  0.3856             330.3           8854.6099    10021.9896    -1167.3797
         7.5050                  0.3925             333.9           9176.6853    10101.2436     -924.5583
         7.6326                  0.3994             332.8           9154.2790    10076.3964     -922.1174
         7.7599                  0.4063             325.5           9170.1457     9912.7476     -742.6019
         7.8875                  0.4131             333.9           8977.0779    10101.2436    -1124.1657
         8.0151                  0.4200             348.3           9055.2534    10425.9708    -1370.7174
         8.1426                  0.4269             329.5           8834.2198    10002.7116    -1168.4918
         8.2500                  0.4327             336.4           9325.9437    10158.2208     -832.2771
         8.3775                  0.4395             341.7           9288.0067    10276.8876     -988.8809
         8.5051                  0.4464             334.0           9287.7722    10103.3856     -815.6134
         8.6328                  0.4533             332.1           9010.9022    10060.5456    -1049.6434
         8.7602                  0.4602             324.5           9053.0972     9890.8992     -837.8020
         8.8882                  0.4670             320.3           8510.0388     9796.6512    -1286.6124
