     collisions(billions)   time(microsecond)   temperature(K)   Etotal(kJ/mol)   KE(kJ/mol)   PE(kJ/mol)
===============================================================================================================
         0.0000                  0.0000            1028.4          25704.0000    25704.0000        0.0000
         0.1000                  0.0034            1022.5          25528.2201    25570.7676      -42.5475
         0.2000                  0.0070             921.6          23245.1866    23304.5316      -59.3450
         0.3000                  0.0107             780.3          20077.2505    20130.5160      -53.2655
         0.4000                  0.0148             668.4          17569.7430    17615.8080      -46.0650
         0.5000                  0.0192             585.5          15673.5657    15754.4100      -80.8443
         0.6444                  0.0257             531.9          14415.2459    14549.7492     -134.5033
         0.6500                  0.0259             521.7          14183.2661    14321.4120     -138.1459
         0.7907                  0.0325             478.6          13256.0648    13352.7996      -96.7348
         0.8000                  0.0330             477.6          13128.5083    13330.0944     -201.5861
         0.9368                  0.0396             429.1          12035.2323    12239.3880     -204.1557
         1.0000                  0.0427             421.4          11701.7615    12067.5996     -365.8381
         1.1328                  0.0495             387.3          11049.9247    11302.0488     -252.1241
         1.2500                  0.0554             382.9          10812.0884    11202.6600     -390.5716
         1.3776                  0.0623             328.5           9040.2710     9980.8632     -940.5922
         1.5052                  0.0692             330.9           8927.5032    10034.4132    -1106.9100
         1.6330                  0.0761             331.7           9231.3307    10051.5492     -820.2185
         1.7603                  0.0829             332.7           8977.0470    10073.8260    -1096.7790
         1.8882                  0.0898             325.9           9045.9169     9922.1724     -876.2555
         2.0158                  0.0967             330.3           9149.6239    10019.8476     -870.2237
         2.1435                  0.1035             335.8           9384.0013    10144.5120     -760.5107
         2.2500                  0.1093             326.2           8883.5280     9928.5984    -1045.0704
         2.3775                  0.1162             334.3           9384.7137    10110.2400     -725.5263
         2.5050                  0.1230             338.5           9320.0395    10204.0596     -884.0201
         2.6326                  0.1299             320.0           8821.1634     9790.6536     -969.4902
         2.7601                  0.1368             332.6           8979.5694    10072.5408    -1092.9714
         2.8875                  0.1436             338.5           9434.2296    10204.0596     -769.8300
         3.0149                  0.1505             335.9           9266.3337    10146.2256     -879.8919
         3.1423                  0.1574             330.0           8851.5967    10014.7068    -1163.1101
         3.2500                  0.1632             324.7           8943.0735     9896.0400     -952.9665
         3.3775                  0.1701             328.7           9112.6912     9985.1472     -872.4560
         3.5050                  0.1769             339.6           9298.5176    10230.6204     -932.1028
         3.6325                  0.1838             325.3           8959.4036     9908.0352     -948.6316
         3.7599                  0.1907             334.1           9079.8830    10105.9560    -1026.0730
         3.8873                  0.1975             324.3           8864.9716     9885.7584    -1020.7868
         4.0148                  0.2044             335.3           9108.1937    10133.3736    -1025.1799
         4.1422                  0.2113             340.4           9200.5333    10247.3280    -1046.7947
         4.2500                  0.2171             341.4           9239.7014    10270.0332    -1030.3318
         4.3775                  0.2240             326.7           8858.1628     9939.3084    -1081.1456
         4.5052                  0.2309             333.6           9407.9994    10093.9608     -685.9614
         4.6326                  0.2377             334.3           8994.0883    10109.8116    -1115.7233
         4.7601                  0.2446             330.8           9315.8336    10032.6996     -716.8660
         4.8875                  0.2515             323.7           8742.9575     9873.7632    -1130.8057
         5.0148                  0.2583             329.9           9075.2520    10010.8512     -935.5992
         5.1422                  0.2652             329.9           9096.2069    10011.7080     -915.5011
         5.2500                  0.2710             326.8           9017.1903     9942.7356     -925.5453
         5.3776                  0.2779             315.2           8664.6737     9681.8400    -1017.1663
         5.5054                  0.2848             322.9           8995.6714     9853.6284     -857.9570
         5.6330                  0.2916             336.8           9353.8846    10166.3604     -812.4758
         5.7606                  0.2985             330.5           9027.3498    10026.2736     -998.9238
         5.8879                  0.3054             320.4           8778.9403     9799.6500    -1020.7097
         6.0155                  0.3123             328.8           8830.9764     9986.8608    -1155.8844
         6.1433                  0.3191             323.6           8879.7342     9870.7644     -991.0302
         6.2500                  0.3249             334.8           9307.8049    10122.2352     -814.4303
         6.3773                  0.3318             320.9           8750.0471     9809.0748    -1059.0277
         6.5048                  0.3386             330.0           9187.4401    10014.7068     -827.2667
         6.6323                  0.3455             336.2           8797.9547    10152.6516    -1354.6969
         6.7600                  0.3524             320.6           8813.3554     9803.9340     -990.5786
         6.8877                  0.3592             334.1           9050.6838    10107.2412    -1056.5574
         7.0153                  0.3661             338.1           9270.8797    10196.7768     -925.8971
         7.1431                  0.3730             343.8           9265.6893    10324.0116    -1058.3223
         7.2500                  0.3787             337.4           9170.9619    10181.3544    -1010.3925
         7.3775                  0.3856             327.9           8999.3823     9966.7260     -967.3437
         7.5054                  0.3925             339.2           9655.6085    10221.6240     -566.0155
         7.6330                  0.3994             336.1           8938.7709    10150.9380    -1212.1671
         7.7603                  0.4062             331.1           9216.6653    10039.1256     -822.4603
         7.8878                  0.4131             326.9           8728.7025     9944.0208    -1215.3183
         8.0152                  0.4200             329.5           9276.2773    10003.1400     -726.8627
         8.1427                  0.4268             329.5           9245.1775    10001.8548     -756.6773
         8.2500                  0.4326             329.2           9083.0900     9995.4288     -912.3388
         8.3777                  0.4395             332.8           8826.3157    10078.1100    -1251.7943
         8.5052                  0.4464             326.0           8662.9062     9924.7428    -1261.8366
         8.6326                  0.4532             340.8           9411.9851    10255.8960     -843.9109
         8.7600                  0.4601             335.6           9251.5938    10139.3712     -887.7774
         8.8875                  0.4670             323.0           8923.8170     9857.9124     -934.0954
