     collisions(billions)   time(microsecond)   temperature(K)   Etotal(kJ/mol)   KE(kJ/mol)   PE(kJ/mol)
===============================================================================================================
         0.0000                  0.0000            1028.4          25704.3600    25704.0000        0.3600
         0.1000                  0.0034            1040.7          25918.4273    25978.6044      -60.1771
         0.2000                  0.0070             912.9          23076.8132    23107.8960      -31.0828
         0.3000                  0.0108             798.2          20489.5026    20532.3552      -42.8526
         0.4000                  0.0148             672.2          17669.0445    17702.3448      -33.3003
         0.5000                  0.0192             554.1          14977.8893    15048.4068      -70.5175
         0.6438                  0.0258             538.5          14544.2648    14697.1188     -152.8540
         0.6500                  0.0260             531.7          14410.8934    14545.0368     -134.1434
         0.7901                  0.0326             487.0          13371.4867    13540.0104     -168.5237
         0.8000                  0.0331             489.0          13393.7543    13586.7060     -192.9517
         0.9361                  0.0398             430.1          12062.1865    12263.8068     -201.6203
         1.0000                  0.0429             432.7          12060.7690    12320.7840     -260.0150
         1.1319                  0.0497             384.1          10837.0928    11229.6492     -392.5564
         1.2500                  0.0557             393.2          11074.6520    11434.8528     -360.2008
         1.3769                  0.0626             328.4           9103.6853     9977.8644     -874.1791
         1.5038                  0.0695             339.8           9314.7422    10234.4760     -919.7338
         1.6305                  0.0763             341.5           9062.6635    10273.4604    -1210.7969
         1.7573                  0.0832             334.4           9139.9449    10113.2388     -973.2939
         1.8841                  0.0901             340.3           8961.6691    10245.1860    -1283.5169
         2.0109                  0.0969             329.9           9037.8542    10012.5648     -974.7106
         2.1374                  0.1038             321.8           9105.9294     9829.6380     -723.7086
         2.2500                  0.1099             315.6           8854.2535     9691.6932     -837.4397
         2.3767                  0.1168             328.3           8916.4283     9976.1508    -1059.7225
         2.5035                  0.1237             330.1           8854.7551    10015.5636    -1160.8085
         2.6303                  0.1305             330.7           9238.4987    10030.5576     -792.0589
         2.7573                  0.1374             337.4           9293.7137    10180.9260     -887.2123
         2.8844                  0.1443             327.3           8907.1509     9953.0172    -1045.8663
         3.0115                  0.1512             338.3           9226.8167    10201.0608     -974.2441
         3.1385                  0.1580             317.0           8889.6114     9721.2528     -831.6414
         3.2500                  0.1641             317.5           8688.0931     9732.8196    -1044.7265
         3.3767                  0.1709             329.6           8725.7730    10005.2820    -1279.5090
         3.5035                  0.1778             324.3           8503.7863     9886.1868    -1382.4005
         3.6302                  0.1847             317.5           8803.0860     9734.1048     -931.0188
         3.7573                  0.1916             345.1           9481.4432    10353.9996     -872.5564
         3.8840                  0.1984             326.7           9231.7426     9940.1652     -708.4226
         4.0109                  0.2053             323.7           8754.6662     9872.4780    -1117.8118
         4.1376                  0.2122             332.0           9307.7703    10058.8320     -751.0617
         4.2500                  0.2183             339.4           9532.1586    10225.0512     -692.8926
         4.3769                  0.2252             334.2           9118.1168    10108.0980     -989.9812
         4.5035                  0.2320             335.1           9186.5865    10127.8044     -941.2179
         4.6306                  0.2389             332.2           8861.6301    10063.1160    -1201.4859
         4.7575                  0.2458             329.2           8985.1898     9997.1424    -1011.9526
         4.8843                  0.2526             327.7           8773.5742     9961.5852    -1188.0110
         5.0109                  0.2595             330.3           9029.1491    10020.7044     -991.5553
         5.1376                  0.2664             326.6           8901.6766     9936.7380    -1035.0614
         5.2500                  0.2725             329.2           9118.9670     9996.2856     -877.3186
         5.3767                  0.2794             327.1           8734.5120     9949.5900    -1215.0780
         5.5035                  0.2862             340.2           8984.4747    10243.9008    -1259.4261
         5.6305                  0.2931             321.2           8338.9667     9817.6428    -1478.6761
         5.7576                  0.3000             336.9           8966.8170    10170.2160    -1203.3990
         5.8847                  0.3068             340.9           9385.3020    10258.0380     -872.7360
         6.0114                  0.3137             327.9           8933.2425     9966.2976    -1033.0551
         6.1384                  0.3206             331.3           8694.4147    10042.9812    -1348.5665
         6.2500                  0.3266             321.3           8332.1850     9819.7848    -1487.5998
         6.3771                  0.3335             332.3           8699.1294    10066.1148    -1366.9854
         6.5036                  0.3404             346.4           9285.1676    10383.1308    -1097.9632
         6.6307                  0.3473             329.3           8996.2526     9998.4276    -1002.1750
         6.7574                  0.3541             330.8           8672.1231    10032.2712    -1360.1481
         6.8844                  0.3610             333.0           8733.3086    10081.1088    -1347.8002
         7.0112                  0.3679             328.3           8738.3747     9976.5792    -1238.2045
         7.1380                  0.3747             336.3           9167.3690    10155.2220     -987.8530
         7.2500                  0.3808             319.7           8214.4812     9783.7992    -1569.3180
         7.3769                  0.3877             336.2           8862.7449    10152.6516    -1289.9067
         7.5035                  0.3946             308.1           8274.5220     9522.4752    -1247.9532
         7.6306                  0.4014             332.0           8699.6606    10059.6888    -1360.0282
         7.7572                  0.4083             329.4           8622.9097     9999.7128    -1376.8031
         7.8839                  0.4152             324.4           8787.0982     9887.9004    -1100.8022
         8.0106                  0.4221             324.0           8731.0284     9880.1892    -1149.1608
         8.1374                  0.4289             323.4           8703.4739     9866.4804    -1163.0065
         8.2500                  0.4350             322.9           8584.6139     9855.3420    -1270.7281
         8.3768                  0.4419             322.5           8656.9056     9846.3456    -1189.4400
         8.5036                  0.4488             318.1           8673.9881     9747.8136    -1073.8255
         8.6303                  0.4557             319.3           8807.4226     9773.9460     -966.5234
         8.7570                  0.4625             333.4           8864.2715    10089.6768    -1225.4053
         8.8835                  0.4694             338.5           9166.8551    10204.9164    -1038.0613
         9.0104                  0.4763             326.9           8865.1883     9944.8776    -1079.6893
         9.1369                  0.4831             330.0           8994.1920    10014.7068    -1020.5148
         9.2500                  0.4893             325.9           9008.0786     9923.0292     -914.9506
         9.3768                  0.4961             330.6           9222.1729    10028.4156     -806.2427
         9.5037                  0.5030             332.7           8977.5071    10075.5396    -1098.0325
         9.6306                  0.5099             328.2           9038.3186     9973.5804     -935.2618
         9.7571                  0.5168             321.8           8872.4683     9830.0664     -957.5981
         9.8839                  0.5236             341.8           9099.6678    10278.1728    -1178.5050
        10.0104                  0.5305             331.4           8909.8385    10045.9800    -1136.1415
        10.1372                  0.5374             328.7           8579.4784     9985.1472    -1405.6688
        10.2500                  0.5435             332.0           8897.5746    10059.2604    -1161.6858
        10.3768                  0.5504             329.4           8859.5903    10001.4264    -1141.8361
        10.5034                  0.5572             326.6           9003.5735     9938.4516     -934.8781
        10.6301                  0.5641             326.1           8423.6713     9926.4564    -1502.7851
        10.7569                  0.5710             329.8           8806.6289    10009.1376    -1202.5087
        10.8835                  0.5778             335.5           9158.7306    10137.2292     -978.4986
        11.0102                  0.5847             330.7           8926.0710    10029.7008    -1103.6298
        11.1369                  0.5916             335.0           9202.0544    10126.9476     -924.8932
        11.2500                  0.5977             322.0           8768.2049     9835.2072    -1067.0023
        11.3770                  0.6046             337.8           8842.5057    10189.0656    -1346.5599
        11.5036                  0.6115             324.6           8796.8189     9892.1844    -1095.3655
        11.6307                  0.6183             313.8           8814.9322     9650.1384     -835.2062
        11.7574                  0.6252             329.0           9045.1131     9992.0016     -946.8885
        11.8845                  0.6321             327.6           8783.2437     9960.7284    -1177.4847
        12.0112                  0.6389             309.3           8358.4736     9548.1792    -1189.7056
        12.1382                  0.6458             320.6           8112.6078     9803.9340    -1691.3262
        12.2500                  0.6519             332.2           9303.8714    10062.6876     -758.8162
        12.3768                  0.6588             321.4           8799.0035     9820.6416    -1021.6381
        12.5038                  0.6656             323.9           8823.4894     9878.0472    -1054.5578
        12.6307                  0.6725             335.0           9279.7907    10127.3760     -847.5853
        12.7575                  0.6794             343.4           9259.9114    10315.8720    -1055.9606
        12.8843                  0.6862             327.6           9056.4661     9960.3000     -903.8339
        13.0112                  0.6931             343.8           9318.9127    10324.8684    -1005.9557
        13.1380                  0.7000             324.3           9154.9031     9887.0436     -732.1405
        13.2500                  0.7061             332.2           9115.4434    10064.4012     -948.9578
        13.3769                  0.7129             334.1           8854.6156    10105.5276    -1250.9120
        13.5039                  0.7198             328.0           9161.0814     9969.2964     -808.2150
        13.6307                  0.7267             325.8           9170.5211     9919.6020     -749.0809
        13.7576                  0.7335             334.4           9037.4369    10113.2388    -1075.8019
        13.8843                  0.7404             325.1           8954.0019     9904.6080     -950.6061
        14.0111                  0.7473             337.1           8911.7620    10173.6432    -1261.8812
        14.1376                  0.7542             334.6           8863.5780    10116.6660    -1253.0880
        14.2500                  0.7602             338.9           9217.8056    10214.3412     -996.5356
        14.3767                  0.7671             328.4           9010.9194     9979.1496     -968.2302
        14.5034                  0.7740             335.1           8913.2121    10128.2328    -1215.0207
        14.6300                  0.7809             316.5           8755.4488     9710.5428     -955.0940
        14.7568                  0.7877             344.0           9223.5592    10329.1524    -1105.5932
        14.8835                  0.7946             326.4           9088.6238     9933.3108     -844.6870
        15.0102                  0.8015             321.1           8977.8096     9814.6440     -836.8344
        15.1372                  0.8083             328.0           8907.9512     9969.2964    -1061.3452
        15.2500                  0.8145             331.1           9015.3548    10038.6972    -1023.3424
        15.3767                  0.8213             328.6           8745.6521     9983.0052    -1237.3531
        15.5038                  0.8282             313.7           8207.4264     9647.5680    -1440.1416
        15.6309                  0.8351             323.8           8635.7453     9874.6200    -1238.8747
        15.7575                  0.8420             327.5           8684.8225     9957.3012    -1272.4787
        15.8845                  0.8488             316.6           8545.5958     9712.2564    -1166.6606
        16.0112                  0.8557             325.8           8922.6057     9919.1736     -996.5679
        16.1382                  0.8626             321.9           8674.6129     9833.0652    -1158.4523
        16.2500                  0.8686             331.8           9033.0894    10053.6912    -1020.6018
        16.3768                  0.8755             333.0           9025.3942    10081.1088    -1055.7146
        16.5036                  0.8824             328.7           8935.9226     9984.7188    -1048.7962
        16.6305                  0.8893             333.8           9502.8562    10098.6732     -595.8170
        16.7570                  0.8961             330.7           8815.3007    10030.9860    -1215.6853
        16.8840                  0.9030             327.4           8714.0590     9956.4444    -1242.3854
        17.0108                  0.9099             333.8           9071.3996    10099.5300    -1028.1304
        17.1376                  0.9167             329.8           8621.5556    10009.9944    -1388.4388
        17.2500                  0.9228             328.4           8916.8422     9979.1496    -1062.3074
        17.3767                  0.9297             319.4           8687.4954     9776.9448    -1089.4494
        17.5032                  0.9366             321.2           8694.3223     9817.6428    -1123.3205
        17.6301                  0.9434             326.1           9041.9851     9925.5996     -883.6145
        17.7567                  0.9503             321.6           8913.3958     9825.3540     -911.9582
        17.8837                  0.9572             316.8           8978.3384     9716.9688     -738.6304
        18.0102                  0.9641             329.3           9114.3217     9997.5708     -883.2491
        18.1369                  0.9709             330.3           9060.0109    10021.1328     -961.1219
        18.2500                  0.9771             327.8           9037.8373     9964.5840     -926.7467
        18.3768                  0.9839             331.7           8940.0522    10051.9776    -1111.9254
        18.5035                  0.9908             336.3           9055.0775    10155.6504    -1100.5729
        18.6303                  0.9977             333.8           8888.8181    10100.3868    -1211.5687
        18.7570                  1.0046             340.4           9343.5256    10247.3280     -903.8024
        18.8840                  1.0114             322.9           8535.5123     9855.3420    -1319.8297
        19.0111                  1.0183             331.2           8727.7085    10040.4108    -1312.7023
        19.1379                  1.0252             331.2           8725.4554    10041.2676    -1315.8122
        19.2500                  1.0313             331.1           8928.7379    10039.9824    -1111.2445
        19.3768                  1.0381             338.3           8881.3249    10201.4892    -1320.1643
        19.5036                  1.0450             331.9           9016.7397    10057.9752    -1041.2355
        19.6305                  1.0519             329.1           8887.7949     9993.2868    -1105.4919
        19.7572                  1.0587             335.9           9109.7441    10147.5108    -1037.7667
        19.8841                  1.0656             331.3           8808.9807    10043.4096    -1234.4289
        20.0108                  1.0725             331.2           9263.6440    10041.6960     -778.0520
        20.1377                  1.0794             328.8           9070.8118     9987.7176     -916.9058
        20.2500                  1.0855             319.3           8875.6527     9774.8028     -899.1501
        20.3769                  1.0923             332.7           9240.7050    10074.2544     -833.5494
        20.5033                  1.0992             328.5           9205.4563     9979.5780     -774.1217
        20.6299                  1.1061             340.5           9340.6309    10251.1836     -910.5527
        20.7566                  1.1130             322.2           8687.5261     9839.0628    -1151.5367
        20.8833                  1.1198             331.3           8935.2636    10043.8380    -1108.5744
        21.0101                  1.1267             331.8           8914.2556    10054.5480    -1140.2924
        21.1367                  1.1336             328.4           8956.9111     9977.8644    -1020.9533
        21.2500                  1.1397             320.5           8818.3130     9800.9352     -982.6222
        21.3768                  1.1466             328.8           8856.5166     9988.1460    -1131.6294
        21.5036                  1.1535             335.1           9007.3214    10129.5180    -1122.1966
        21.6307                  1.1603             315.2           8663.9445     9680.9832    -1017.0387
        21.7573                  1.1672             327.4           8809.5965     9956.4444    -1146.8479
        21.8843                  1.1741             334.6           8991.2083    10116.6660    -1125.4577
        22.0110                  1.1809             333.6           8804.2613    10094.8176    -1290.5563
        22.1379                  1.1878             327.0           9026.0274     9946.1628     -920.1354
        22.2500                  1.1939             332.0           8929.9187    10059.2604    -1129.3417
        22.3768                  1.2008             324.1           8590.8193     9882.7596    -1291.9403
        22.5037                  1.2076             331.6           8856.3826    10050.6924    -1194.3098
        22.6307                  1.2145             319.4           8517.8851     9776.0880    -1258.2029
        22.7573                  1.2214             322.4           8881.1523     9844.2036     -963.0513
        22.8842                  1.2283             321.6           8662.6440     9825.3540    -1162.7100
        23.0108                  1.2351             334.6           9237.6630    10116.6660     -879.0030
        23.1375                  1.2420             322.6           8907.9765     9847.2024     -939.2259
        23.2500                  1.2481             337.8           9371.4709    10189.4940     -818.0231
        23.3769                  1.2550             338.9           9433.3681    10214.3412     -780.9731
        23.5037                  1.2618             337.4           9350.9326    10181.3544     -830.4218
        23.6304                  1.2687             325.5           8717.8369     9913.1760    -1195.3391
        23.7570                  1.2756             326.8           9120.7340     9943.1640     -822.4300
        23.8839                  1.2825             326.0           8747.6067     9923.8860    -1176.2793
        24.0108                  1.2893             326.4           8670.4438     9933.7392    -1263.2954
        24.1377                  1.2962             320.0           8761.8809     9788.9400    -1027.0591
        24.2500                  1.3023             320.2           9048.4703     9793.2240     -744.7537
        24.3768                  1.3092             336.1           9141.8618    10150.5096    -1008.6478
        24.5035                  1.3160             325.6           8730.6507     9915.3180    -1184.6673
        24.6303                  1.3229             334.5           9189.1086    10114.9524     -925.8438
        24.7572                  1.3298             334.0           9008.2940    10102.9572    -1094.6632
        24.8839                  1.3367             336.3           9153.6362    10156.5072    -1002.8710
        25.0107                  1.3435             336.4           8910.1126    10157.7924    -1247.6798
        25.1373                  1.3504             327.5           8807.3562     9957.3012    -1149.9450
        25.2500                  1.3565             325.3           8713.7217     9908.4636    -1194.7419
        25.3769                  1.3634             326.2           8817.1009     9929.8836    -1112.7827
        25.5038                  1.3703             337.2           9152.0499    10176.6420    -1024.5921
        25.6308                  1.3771             335.1           8925.1144    10127.8044    -1202.6900
        25.7578                  1.3840             334.2           8973.1857    10108.0980    -1134.9123
        25.8845                  1.3909             331.3           9295.8861    10043.8380     -747.9519
        26.0116                  1.3977             332.2           8963.2363    10063.5444    -1100.3081
        26.1386                  1.4046             327.7           8757.6082     9962.8704    -1205.2622
        26.2500                  1.4107             329.3           8945.2719     9999.2844    -1054.0125
        26.3765                  1.4175             336.6           9155.0559    10162.5048    -1007.4489
        26.5030                  1.4244             336.3           9366.0576    10155.6504     -789.5928
