     collisions(billions)   time(microsecond)   temperature(K)   Etotal(kJ/mol)   KE(kJ/mol)   PE(kJ/mol)
===============================================================================================================
         0.0000                  0.0000            1028.4          25704.0000    25704.0000        0.0000
         0.1000                  0.0034            1013.1          25327.1326    25358.7096      -31.5770
         0.2000                  0.0070             913.3          23076.2926    23118.1776      -41.8850
         0.3000                  0.0108             816.1          20911.6462    20934.1944      -22.5482
         0.4000                  0.0149             672.1          17620.4074    17698.9176      -78.5102
         0.5000                  0.0192             581.9          15591.6350    15672.5856      -80.9506
         0.6439                  0.0258             517.0          14100.4412    14215.1688     -114.7276
         0.6500                  0.0261             510.9          13890.5457    14078.0808     -187.5351
         0.7899                  0.0327             469.0          13036.0607    13136.0292      -99.9685
         0.8000                  0.0331             472.3          13137.2187    13210.1424      -72.9237
         0.9360                  0.0398             430.4          12002.0337    12269.8044     -267.7707
         1.0000                  0.0429             429.8          12049.2229    12255.2388     -206.0159
         1.1319                  0.0497             394.6          11119.1953    11465.2692     -346.0739
         1.2500                  0.0557             399.7          11237.0904    11579.6520     -342.5616
         1.3766                  0.0626             332.7           9046.9203    10074.2544    -1027.3341
         1.5032                  0.0695             332.7           8889.7468    10075.5396    -1185.7928
         1.6298                  0.0764             336.4           9120.3416    10158.2208    -1037.8792
         1.7562                  0.0832             324.9           8810.2968     9899.4672    -1089.1704
         1.8829                  0.0901             331.3           8696.2343    10044.2664    -1348.0321
         2.0098                  0.0970             329.6           8595.4777    10005.2820    -1409.8043
         2.1367                  0.1038             321.6           8690.2484     9824.9256    -1134.6772
         2.2500                  0.1100             326.0           9064.4607     9923.8860     -859.4253
         2.3767                  0.1169             331.9           9031.7902    10055.8332    -1024.0430
         2.5035                  0.1237             323.6           8728.3537     9870.7644    -1142.4107
         2.6302                  0.1306             328.1           8826.0091     9971.4384    -1145.4293
         2.7573                  0.1375             321.3           8509.2179     9818.9280    -1309.7101
         2.8843                  0.1444             315.7           8357.8311     9693.8352    -1336.0041
         3.0110                  0.1512             342.8           8903.1871    10301.3064    -1398.1193
         3.1377                  0.1581             320.1           8624.1642     9792.7956    -1168.6314
         3.2500                  0.1642             330.4           8931.0328    10024.1316    -1093.0988
         3.3770                  0.1711             325.0           8454.8048     9902.4660    -1447.6612
         3.5040                  0.1779             333.6           9249.1251    10094.8176     -845.6925
         3.6308                  0.1848             327.9           8679.0311     9966.7260    -1287.6949
         3.7576                  0.1917             329.7           8961.9035    10006.5672    -1044.6637
         3.8843                  0.1985             337.4           9012.4402    10181.3544    -1168.9142
         4.0111                  0.2054             328.5           8785.5705     9979.5780    -1194.0075
         4.1381                  0.2123             330.4           8890.8629    10022.4180    -1131.5551
         4.2500                  0.2184             323.8           8624.3680     9875.4768    -1251.1088
         4.3768                  0.2252             329.5           8703.6684    10003.1400    -1299.4716
         4.5036                  0.2321             325.4           8830.8303     9911.4624    -1080.6321
         4.6307                  0.2390             332.2           8832.5772    10063.9728    -1231.3956
         4.7576                  0.2458             336.8           9209.1878    10165.9320     -956.7442
         4.8844                  0.2527             335.3           9047.7845    10133.8020    -1086.0175
         5.0113                  0.2596             326.6           8850.8980     9936.7380    -1085.8400
         5.1382                  0.2665             334.4           8861.3605    10111.9536    -1250.5931
         5.2500                  0.2725             327.6           8908.9646     9959.8716    -1050.9070
         5.3767                  0.2794             333.1           9110.7795    10083.2508     -972.4713
         5.5037                  0.2863             334.6           9407.3615    10117.0944     -709.7329
         5.6304                  0.2931             327.9           9099.0696     9966.7260     -867.6564
         5.7574                  0.3000             331.9           9009.0308    10057.9752    -1048.9444
         5.8840                  0.3069             331.8           8621.4208    10055.4048    -1433.9840
         6.0104                  0.3138             324.5           9107.4451     9891.3276     -783.8825
         6.1374                  0.3206             320.8           8845.9346     9806.9328     -960.9982
         6.2500                  0.3267             333.8           9024.2514    10100.3868    -1076.1354
         6.3768                  0.3336             321.6           8964.8102     9825.7824     -860.9722
         6.5033                  0.3405             328.0           8850.7010     9968.8680    -1118.1670
         6.6301                  0.3473             340.6           9089.1520    10252.8972    -1163.7452
         6.7567                  0.3542             329.8           9098.3835    10008.7092     -910.3257
         6.8831                  0.3611             332.7           9130.3062    10074.6828     -944.3766
         7.0099                  0.3680             339.3           9331.4054    10224.1944     -892.7890
         7.1369                  0.3748             321.9           8679.7626     9831.7800    -1152.0174
         7.2500                  0.3810             330.3           9195.1755    10019.8476     -824.6721
         7.3769                  0.3878             342.6           9149.7875    10298.3076    -1148.5201
         7.5036                  0.3947             330.9           8983.6894    10034.4132    -1050.7238
         7.6307                  0.4016             332.2           9317.8445    10064.4012     -746.5567
         7.7576                  0.4084             337.4           9229.2179    10180.4976     -951.2797
         7.8844                  0.4153             328.2           9040.1907     9973.1520     -932.9613
         8.0113                  0.4222             313.8           8373.1720     9649.7100    -1276.5380
         8.1383                  0.4291             331.6           8441.0238    10049.8356    -1608.8118
         8.2500                  0.4351             331.8           8724.4492    10054.1196    -1329.6704
         8.3770                  0.4420             340.8           9166.0064    10257.1812    -1091.1748
         8.5037                  0.4488             324.6           8837.1507     9893.4696    -1056.3189
         8.6305                  0.4557             332.7           9244.6726    10075.5396     -830.8670
         8.7574                  0.4626             327.6           8851.0550     9961.1568    -1110.1018
         8.8842                  0.4695             326.4           8842.6380     9932.8824    -1090.2444
