     collisions(billions)   time(microsecond)   temperature(K)   Etotal(kJ/mol)   KE(kJ/mol)   PE(kJ/mol)
===============================================================================================================
         0.0000                  0.0000            1028.4          25704.0000    25704.0000        0.0000
         0.1000                  0.0034            1034.8          25829.4164    25847.0856      -17.6692
         0.2000                  0.0070             909.1          22985.1792    23023.5012      -38.3220
         0.3000                  0.0108             801.4          20554.1819    20603.4696      -49.2877
         0.4000                  0.0148             666.0          17506.8491    17561.4012      -54.5521
         0.5000                  0.0192             561.2          15041.1813    15208.6284     -167.4471
         0.6438                  0.0258             505.6          13866.1559    13958.5572      -92.4013
         0.6500                  0.0260             524.5          14299.3489    14383.9584      -84.6095
         0.7898                  0.0326             475.4          13118.9214    13281.2568     -162.3354
         0.8000                  0.0331             475.9          13154.9587    13291.5384     -136.5797
         0.9358                  0.0398             460.4          12707.3280    12942.3924     -235.0644
         1.0000                  0.0429             437.2          12107.0355    12422.7432     -315.7077
         1.1320                  0.0497             374.8          10616.3996    11021.0184     -404.6188
         1.2500                  0.0557             386.3          10752.6557    11278.4868     -525.8311
         1.3771                  0.0626             329.6           9098.8532    10004.4252     -905.5720
         1.5038                  0.0695             324.4           9022.1135     9887.9004     -865.7869
         1.6309                  0.0764             324.1           8780.6600     9881.9028    -1101.2428
         1.7576                  0.0832             326.6           9055.7274     9938.8800     -883.1526
         1.8843                  0.0901             322.6           8939.8668     9847.2024     -907.3356
         2.0111                  0.0970             318.4           8878.9392     9752.5260     -873.5868
         2.1379                  0.1038             331.7           9144.6359    10052.4060     -907.7701
         2.2500                  0.1099             328.1           9103.6480     9971.4384     -867.7904
         2.3769                  0.1168             326.7           8941.9044     9940.1652     -998.2608
         2.5036                  0.1236             329.3           9179.2386     9999.2844     -820.0458
         2.6304                  0.1305             322.1           8859.4445     9836.4924     -977.0479
         2.7570                  0.1374             336.5           9295.8648    10160.7912     -864.9264
         2.8838                  0.1443             333.2           9326.0444    10084.9644     -758.9200
         3.0109                  0.1511             331.1           9108.6877    10039.9824     -931.2947
         3.1376                  0.1580             328.4           8811.1476     9978.7212    -1167.5736
         3.2500                  0.1641             339.9           9464.0422    10237.4748     -773.4326
         3.3767                  0.1710             333.6           9274.9880    10095.6744     -820.6864
         3.5036                  0.1778             318.8           8929.1158     9761.9508     -832.8350
         3.6305                  0.1847             329.5           9057.3606    10003.1400     -945.7794
         3.7573                  0.1916             321.3           8841.2497     9819.7848     -978.5351
         3.8840                  0.1985             338.9           9048.9466    10214.3412    -1165.3946
         4.0105                  0.2053             338.3           9220.4467    10201.0608     -980.6141
         4.1374                  0.2122             334.5           9165.4127    10116.2376     -950.8249
         4.2500                  0.2183             332.1           9264.7146    10060.5456     -795.8310
         4.3769                  0.2252             325.5           8901.9541     9912.7476    -1010.7935
         4.5033                  0.2321             327.4           9105.1606     9955.1592     -849.9986
         4.6301                  0.2389             336.8           8958.4971    10166.3604    -1207.8633
         4.7570                  0.2458             335.7           8925.6081    10141.5132    -1215.9051
         4.8839                  0.2527             333.9           8975.7663    10101.6720    -1125.9057
         5.0108                  0.2595             335.3           8796.3938    10134.2304    -1337.8366
         5.1377                  0.2664             333.6           9058.8851    10096.1028    -1037.2177
         5.2500                  0.2725             324.8           8500.7737     9898.1820    -1397.4083
         5.3770                  0.2794             329.1           9151.7947     9993.2868     -841.4921
         5.5040                  0.2862             330.1           8689.7083    10016.4204    -1326.7121
         5.6311                  0.2931             331.9           8794.0638    10056.6900    -1262.6262
         5.7580                  0.3000             338.2           9268.4500    10198.4904     -930.0404
         5.8847                  0.3068             324.2           8755.5353     9883.1880    -1127.6527
         6.0115                  0.3137             331.4           8965.1356    10044.6948    -1079.5592
         6.1383                  0.3206             323.1           9007.0415     9859.6260     -852.5845
         6.2500                  0.3267             335.6           9016.1814    10139.3712    -1123.1898
         6.3769                  0.3335             329.8           8946.8475    10009.5660    -1062.7185
         6.5037                  0.3404             328.7           9060.5594     9984.7188     -924.1594
         6.6304                  0.3473             324.4           9093.8079     9888.7572     -794.9493
         6.7573                  0.3542             332.7           8822.1292    10074.2544    -1252.1252
         6.8841                  0.3610             330.3           8997.7504    10020.2760    -1022.5256
         7.0110                  0.3679             325.3           8983.3258     9907.6068     -924.2810
         7.1378                  0.3748             331.1           9212.5244    10039.9824     -827.4580
         7.2500                  0.3809             328.7           8964.9719     9984.7188    -1019.7469
         7.3769                  0.3877             319.0           8726.9184     9767.9484    -1041.0300
         7.5037                  0.3946             325.4           8829.2014     9910.6056    -1081.4042
         7.6306                  0.4015             334.6           9104.1957    10116.6660    -1012.4703
         7.7575                  0.4084             320.6           8361.0318     9803.5056    -1442.4738
         7.8843                  0.4152             337.4           9183.2151    10180.0692     -996.8541
         8.0114                  0.4221             342.9           9082.3867    10303.0200    -1220.6333
         8.1383                  0.4290             330.4           8837.2633    10022.8464    -1185.5831
         8.2500                  0.4350             330.6           8953.0233    10027.5588    -1074.5355
         8.3770                  0.4419             329.3           8822.9702     9998.4276    -1175.4574
         8.5038                  0.4488             324.6           8795.0145     9892.1844    -1097.1699
         8.6308                  0.4556             333.4           8800.9356    10090.9620    -1290.0264
         8.7580                  0.4625             335.0           9118.5552    10126.5192    -1007.9640
         8.8849                  0.4694             334.9           9033.8487    10124.3772    -1090.5285
