     collisions(billions)   time(microsecond)   temperature(K)   Etotal(kJ/mol)   KE(kJ/mol)   PE(kJ/mol)
===============================================================================================================
         0.0000                  0.0000            1028.4          25704.7200    25704.0000        0.7200
         0.1000                  0.0034            1001.5          25042.7884    25098.2424      -55.4540
         0.2000                  0.0070             902.1          22830.9031    22865.8500      -34.9469
         0.3000                  0.0108             791.1          20282.6547    20372.5620      -89.9073
         0.4000                  0.0149             691.6          18083.2693    18137.1708      -53.9015
         0.5000                  0.0193             588.4          15722.9689    15818.2416      -95.2727
         0.6435                  0.0258             507.0          13877.9310    13991.1156     -113.1846
         0.6500                  0.0261             539.4          14602.0420    14717.6820     -115.6400
         0.7897                  0.0327             485.1          13385.0108    13497.5988     -112.5880
         0.8000                  0.0332             485.9          13382.0218    13516.4484     -134.4266
         0.9360                  0.0398             439.8          12300.8598    12480.5772     -179.7174
         1.0000                  0.0430             437.9          12251.7352    12439.0224     -187.2872
         1.1318                  0.0497             376.0          10687.2171    11046.7224     -359.5053
         1.2500                  0.0558             381.0          10843.1967    11159.8200     -316.6233
         1.3769                  0.0626             337.0           9233.5681    10170.6444     -937.0763
         1.5035                  0.0695             315.6           8608.2475     9691.2648    -1083.0173
         1.6304                  0.0764             331.0           9171.7412    10036.9836     -865.2424
         1.7572                  0.0833             326.3           8645.1576     9931.1688    -1286.0112
         1.8839                  0.0901             330.1           9081.9098    10015.9920     -934.0822
         2.0108                  0.0970             327.9           9009.4699     9966.7260     -957.2561
         2.1376                  0.1039             328.5           8879.8932     9980.4348    -1100.5416
         2.2500                  0.1100             335.5           9070.1357    10138.5144    -1068.3787
         2.3768                  0.1169             339.6           9348.6467    10230.6204     -881.9737
         2.5034                  0.1237             335.2           9061.0000    10132.0884    -1071.0884
         2.6303                  0.1306             343.4           9493.8112    10315.4436     -821.6324
         2.7573                  0.1375             324.9           8784.2313     9898.6104    -1114.3791
         2.8842                  0.1443             335.6           9176.5058    10140.2280     -963.7222
         3.0112                  0.1512             333.4           8848.5991    10090.9620    -1242.3629
         3.1382                  0.1581             335.2           8907.8385    10130.8032    -1222.9647
         3.2500                  0.1641             329.2           8476.1555     9996.7140    -1520.5585
         3.3768                  0.1710             330.2           8865.5030    10018.1340    -1152.6310
         3.5036                  0.1779             335.2           8663.0254    10130.8032    -1467.7778
         3.6303                  0.1848             330.7           8757.1846    10030.5576    -1273.3730
         3.7570                  0.1916             332.0           9082.3523    10058.8320     -976.4797
         3.8837                  0.1985             333.3           8918.5858    10088.8200    -1170.2342
         4.0104                  0.2054             339.4           9083.6253    10225.9080    -1142.2827
         4.1370                  0.2123             333.2           8900.9952    10086.6780    -1185.6828
         4.2500                  0.2184             321.2           8869.6284     9816.3576     -946.7292
         4.3768                  0.2253             313.9           8794.3882     9652.2804     -857.8922
         4.5037                  0.2321             337.2           8886.7696    10175.7852    -1289.0156
         4.6306                  0.2390             324.4           8845.5456     9888.7572    -1043.2116
         4.7575                  0.2459             322.3           8821.1657     9840.7764    -1019.6107
         4.8844                  0.2527             317.3           8542.6995     9729.8208    -1187.1213
         5.0111                  0.2596             329.1           9040.1815     9994.1436     -953.9621
         5.1377                  0.2665             314.0           8713.0168     9653.9940     -940.9772
         5.2500                  0.2726             332.9           9152.7721    10078.5384     -925.7663
         5.3768                  0.2795             336.3           8923.3830    10154.7936    -1231.4106
         5.5035                  0.2863             322.2           8740.3730     9839.0628    -1098.6898
         5.6301                  0.2932             328.2           8978.8697     9974.4372     -995.5675
         5.7568                  0.3001             336.4           9019.1019    10157.7924    -1138.6905
         5.8838                  0.3070             322.2           8746.8741     9839.0628    -1092.1887
         6.0107                  0.3138             335.6           9277.0265    10138.9428     -861.9163
         6.1374                  0.3207             328.1           8689.0148     9972.2952    -1283.2804
         6.2500                  0.3268             329.9           8851.3988    10012.1364    -1160.7376
         6.3768                  0.3337             329.7           8934.7873    10006.5672    -1071.7799
         6.5034                  0.3405             333.2           9075.7508    10084.9644    -1009.2136
         6.6305                  0.3474             334.3           9116.9561    10110.2400     -993.2839
         6.7570                  0.3543             327.0           8923.3393     9947.0196    -1023.6803
         6.8840                  0.3612             328.5           8781.4724     9979.5780    -1198.1056
         7.0112                  0.3680             333.9           8935.1882    10100.8152    -1165.6270
         7.1380                  0.3749             330.0           9102.1959    10013.8500     -911.6541
         7.2500                  0.3810             339.7           9156.1283    10233.1908    -1077.0625
         7.3769                  0.3878             326.0           8981.5094     9925.1712     -943.6618
         7.5035                  0.3947             330.9           8979.5024    10034.4132    -1054.9108
         7.6302                  0.4016             334.8           9321.3613    10121.3784     -800.0171
         7.7568                  0.4085             340.9           9417.4889    10259.3232     -841.8343
         7.8835                  0.4153             329.7           8750.4444    10006.9956    -1256.5512
         8.0103                  0.4222             332.1           8910.0871    10060.5456    -1150.4585
         8.1373                  0.4291             334.6           9101.7745    10117.0944    -1015.3199
         8.2500                  0.4352             336.2           8868.5086    10153.5084    -1284.9998
         8.3768                  0.4420             335.8           9033.7240    10143.6552    -1109.9312
         8.5037                  0.4489             323.6           8770.0412     9871.1928    -1101.1516
         8.6306                  0.4558             337.7           9079.4159    10186.0668    -1106.6509
         8.7574                  0.4627             332.2           8855.8194    10063.1160    -1207.2966
         8.8844                  0.4695             330.8           8618.9536    10031.4144    -1412.4608
         9.0114                  0.4764             331.8           9039.8327    10054.1196    -1014.2869
         9.1383                  0.4833             336.8           9137.1281    10166.3604    -1029.2323
         9.2500                  0.4893             329.4           8715.4499    10000.1412    -1284.6913
         9.3767                  0.4962             326.2           8668.6483     9927.7416    -1259.0933
         9.5035                  0.5031             327.6           9058.8088     9961.1568     -902.3480
         9.6305                  0.5099             335.3           8859.5613    10133.8020    -1274.2407
         9.7574                  0.5168             334.7           8952.2055    10119.6648    -1167.4593
         9.8842                  0.5237             334.5           9269.6108    10115.8092     -846.1984
        10.0109                  0.5306             330.3           9372.9674    10020.7044     -647.7370
        10.1378                  0.5374             329.8           9033.4861    10010.4228     -976.9367
        10.2500                  0.5435             337.9           9143.4129    10192.4928    -1049.0799
        10.3770                  0.5504             333.2           9178.9703    10086.2496     -907.2793
        10.5041                  0.5573             331.5           9283.6867    10048.9788     -765.2921
        10.6312                  0.5641             337.5           8988.1712    10183.4964    -1195.3252
        10.7581                  0.5710             330.3           8798.1014    10019.8476    -1221.7462
        10.8849                  0.5779             326.5           8929.9151     9935.4528    -1005.5377
        11.0119                  0.5848             328.0           8751.9628     9968.8680    -1216.9052
        11.1389                  0.5916             325.9           8805.6469     9923.0292    -1117.3823
        11.2500                  0.5976             332.9           8667.9209    10078.5384    -1410.6175
        11.3767                  0.6045             336.0           8916.2155    10147.9392    -1231.7237
        11.5036                  0.6114             336.8           8750.8290    10167.2172    -1416.3882
        11.6305                  0.6183             330.4           9038.8595    10022.4180     -983.5585
        11.7574                  0.6251             321.1           8490.8657     9814.2156    -1323.3499
        11.8841                  0.6320             326.9           8889.3789     9943.5924    -1054.2135
        12.0110                  0.6389             322.6           8722.8678     9848.4876    -1125.6198
        12.1378                  0.6458             315.3           8497.8498     9683.1252    -1185.2754
        12.2500                  0.6518             334.4           9014.9916    10113.6672    -1098.6756
        12.3770                  0.6587             315.7           8708.2528     9693.8352     -985.5824
        12.5039                  0.6656             337.9           9081.7703    10191.2076    -1109.4373
        12.6309                  0.6725             334.0           9008.2375    10104.6708    -1096.4333
        12.7581                  0.6793             326.4           8959.6073     9934.1676     -974.5603
        12.8849                  0.6862             328.5           8505.7017     9979.5780    -1473.8763
        13.0118                  0.6931             336.6           8948.2295    10161.6480    -1213.4185
        13.1386                  0.6999             334.6           8555.8950    10117.5228    -1561.6278
        13.2500                  0.7060             332.1           8485.6130    10061.4024    -1575.7894
        13.3771                  0.7128             326.1           8209.9926     9925.5996    -1715.6070
        13.5037                  0.7197             334.0           8893.7037    10104.2424    -1210.5387
        13.6308                  0.7266             326.4           8609.5559     9932.4540    -1322.8981
        13.7574                  0.7335             327.5           8759.9964     9958.1580    -1198.1616
        13.8842                  0.7403             332.9           8977.3339    10078.9668    -1101.6329
        14.0109                  0.7472             323.4           8759.5512     9866.0520    -1106.5008
        14.1376                  0.7541             329.2           9011.3767     9995.8572     -984.4805
        14.2500                  0.7602             331.4           8843.9585    10046.4084    -1202.4499
        14.3767                  0.7670             326.4           8448.4643     9933.3108    -1484.8465
        14.5037                  0.7739             344.8           9268.2670    10346.2884    -1078.0214
        14.6306                  0.7808             322.1           8849.2525     9836.4924     -987.2399
        14.7575                  0.7877             331.9           9076.2850    10057.9752     -981.6902
        14.8846                  0.7945             326.9           8475.5175     9944.4492    -1468.9317
        15.0115                  0.8014             324.7           8465.1928     9895.6116    -1430.4188
        15.1386                  0.8083             327.1           8761.5928     9949.1616    -1187.5688
        15.2500                  0.8143             330.8           9054.0497    10032.2712     -978.2215
        15.3770                  0.8212             329.9           9051.8558    10012.9932     -961.1374
        15.5038                  0.8281             331.1           9149.1044    10038.6972     -889.5928
        15.6305                  0.8349             320.6           8907.6901     9802.2204     -894.5303
        15.7573                  0.8418             337.3           9057.3182    10178.7840    -1121.4658
        15.8838                  0.8487             332.3           8781.3929    10065.6864    -1284.2935
        16.0106                  0.8556             334.8           9372.8538    10122.2352     -749.3814
        16.1375                  0.8624             341.0           9021.7161    10261.4652    -1239.7491
        16.2500                  0.8685             329.1           8896.9639     9995.0004    -1098.0365
        16.3769                  0.8754             339.5           9136.8072    10227.6216    -1090.8144
        16.5036                  0.8823             335.2           9157.8450    10131.6600     -973.8150
        16.6304                  0.8891             332.6           8528.0596    10072.1124    -1544.0528
        16.7572                  0.8960             318.3           8720.4670     9750.3840    -1029.9170
        16.8841                  0.9029             330.6           8872.8655    10027.9872    -1155.1217
        17.0110                  0.9098             331.5           8923.9957    10048.5504    -1124.5547
        17.1375                  0.9166             316.3           8837.5784     9705.4020     -867.8236
        17.2500                  0.9227             314.7           8210.7207     9671.5584    -1460.8377
        17.3771                  0.9296             324.8           8784.9317     9897.3252    -1112.3935
        17.5042                  0.9365             322.8           8500.6518     9851.9148    -1351.2630
        17.6311                  0.9434             325.7           8589.0549     9918.3168    -1329.2619
        17.7582                  0.9502             328.6           8638.0854     9982.1484    -1344.0630
        17.8849                  0.9571             328.6           8656.7673     9983.0052    -1326.2379
        18.0116                  0.9640             328.8           8840.1602     9987.7176    -1147.5574
        18.1384                  0.9708             316.4           8548.0914     9708.8292    -1160.7378
        18.2500                  0.9769             338.6           9254.7766    10207.9152     -953.1386
        18.3768                  0.9838             333.7           8949.3436    10098.2448    -1148.9012
        18.5035                  0.9906             327.7           8819.7521     9963.2988    -1143.5467
        18.6300                  0.9975             325.8           8802.2743     9919.6020    -1117.3277
        18.7566                  1.0044             328.5           9002.4927     9980.8632     -978.3705
        18.8834                  1.0113             334.6           9214.3719    10118.3796     -904.0077
        19.0102                  1.0181             342.3           9193.1085    10291.4532    -1098.3447
        19.1370                  1.0250             338.2           9011.4004    10197.6336    -1186.2332
        19.2500                  1.0311             328.4           8879.5098     9978.7212    -1099.2114
        19.3767                  1.0380             342.1           9309.1614    10286.3124     -977.1510
        19.5035                  1.0449             337.3           9157.6195    10177.0704    -1019.4509
        19.6307                  1.0517             325.3           8754.0416     9908.8920    -1154.8504
        19.7573                  1.0586             329.9           8640.5780    10011.7080    -1371.1300
