     collisions(billions)   time(microsecond)   temperature(K)   Etotal(kJ/mol)   KE(kJ/mol)   PE(kJ/mol)
===============================================================================================================
         0.0000                  0.0000            1028.4          25704.0000    25704.0000        0.0000
         0.1000                  0.0034            1011.7          25278.8157    25327.0080      -48.1923
         0.2000                  0.0070             922.1          23274.7200    23316.0984      -41.3784
         0.3000                  0.0108             776.7          19969.3728    20048.6916      -79.3188
         0.4000                  0.0149             669.0          17494.2516    17629.0884     -134.8368
         0.5000                  0.0192             560.2          15041.1329    15186.3516     -145.2187
         0.6436                  0.0258             511.4          13968.4929    14088.3624     -119.8695
         0.6500                  0.0261             533.2          14460.6143    14578.4520     -117.8377
         0.7898                  0.0327             488.0          13406.2652    13563.5724     -157.3072
         0.8000                  0.0331             484.6          13342.2094    13488.1740     -145.9646
         0.9358                  0.0398             436.4          12178.4782    12403.4652     -224.9870
         1.0000                  0.0430             425.8          11896.1418    12166.1316     -269.9898
         1.1321                  0.0497             387.3          10925.8634    11301.1920     -375.3286
         1.2500                  0.0557             397.4          11231.2644    11527.3872     -296.1228
         1.3768                  0.0626             337.9           9096.6203    10190.7792    -1094.1589
         1.5038                  0.0695             335.1           8969.1801    10128.2328    -1159.0527
         1.6306                  0.0764             321.9           8872.6603     9832.6368     -959.9765
         1.7574                  0.0832             330.9           9051.5251    10034.4132     -982.8881
         1.8840                  0.0901             325.9           8818.1123     9921.7440    -1103.6317
         2.0106                  0.0970             327.3           8754.1120     9954.3024    -1200.1904
         2.1377                  0.1038             341.7           9084.0785    10276.0308    -1191.9523
         2.2500                  0.1099             323.1           8668.3418     9859.6260    -1191.2842
         2.3770                  0.1168             324.8           8736.6395     9896.8968    -1160.2573
         2.5036                  0.1237             329.5           8617.9244    10002.7116    -1384.7872
         2.6303                  0.1305             328.2           8918.8981     9973.1520    -1054.2539
         2.7572                  0.1374             332.9           9045.0412    10079.8236    -1034.7824
         2.8837                  0.1443             318.4           8548.0769     9754.6680    -1206.5911
         3.0104                  0.1511             331.8           9233.7697    10055.4048     -821.6351
         3.1371                  0.1580             329.0           8786.6623     9990.7164    -1204.0541
         3.2500                  0.1641             315.8           8270.4259     9695.9772    -1425.5513
         3.3770                  0.1710             326.6           8512.4421     9937.1664    -1424.7243
         3.5040                  0.1779             313.9           8482.6198     9651.4236    -1168.8038
         3.6307                  0.1847             319.3           8460.6901     9773.0892    -1312.3991
         3.7573                  0.1916             330.7           8963.9447    10030.9860    -1067.0413
         3.8844                  0.1985             332.1           9156.9923    10061.8308     -904.8385
         4.0108                  0.2054             338.5           9215.0426    10205.7732     -990.7306
         4.1378                  0.2122             333.8           9441.4638    10098.6732     -657.2094
         4.2500                  0.2183             317.5           8545.5422     9734.1048    -1188.5626
         4.3767                  0.2252             323.1           8831.8920     9859.6260    -1027.7340
         4.5034                  0.2321             331.7           8839.8774    10051.5492    -1211.6718
         4.6303                  0.2389             336.4           9335.8507    10156.9356     -821.0849
         4.7571                  0.2458             328.9           9104.2257     9990.2880     -886.0623
         4.8840                  0.2527             330.2           8815.4105    10017.7056    -1202.2951
         5.0110                  0.2596             325.2           8833.3982     9905.4648    -1072.0666
         5.1378                  0.2664             334.4           9216.8800    10111.9536     -895.0736
         5.2500                  0.2725             328.6           9190.4159     9981.7200     -791.3041
         5.3768                  0.2794             329.6           9014.0047    10004.8536     -990.8489
         5.5037                  0.2862             326.2           8673.9208     9929.8836    -1255.9628
         5.6304                  0.2931             325.1           8651.5812     9905.0364    -1253.4552
         5.7571                  0.3000             320.8           8859.7274     9806.9328     -947.2054
         5.8840                  0.3069             328.1           8989.2631     9971.8668     -982.6037
         6.0109                  0.3137             328.7           8673.9803     9985.1472    -1311.1669
         6.1376                  0.3206             322.1           8608.9757     9837.3492    -1228.3735
         6.2500                  0.3267             328.3           8527.8559     9977.0076    -1449.1517
         6.3768                  0.3336             324.2           8599.0798     9884.0448    -1284.9650
         6.5037                  0.3404             326.8           8679.3320     9942.7356    -1263.4036
         6.6305                  0.3473             330.4           8987.5732    10023.2748    -1035.7016
         6.7574                  0.3542             325.1           8852.5382     9904.1796    -1051.6414
         6.8845                  0.3611             320.9           9004.8529     9809.9316     -805.0787
         7.0114                  0.3679             323.3           8526.3453     9863.9100    -1337.5647
         7.1381                  0.3748             333.6           9192.9954    10096.1028     -903.1074
         7.2500                  0.3809             336.7           8743.7600    10165.5036    -1421.7436
         7.3768                  0.3877             327.4           8845.0655     9954.7308    -1109.6653
         7.5036                  0.3946             322.2           8690.7242     9839.0628    -1148.3386
         7.6302                  0.4015             334.8           9137.8757    10123.0920     -985.2163
         7.7569                  0.4084             328.1           9010.4119     9971.4384     -961.0265
         7.8837                  0.4152             329.2           8788.6819     9995.4288    -1206.7469
         8.0105                  0.4221             337.1           9384.0363    10174.5000     -790.4637
         8.1374                  0.4290             322.3           8624.8322     9841.6332    -1216.8010
         8.2500                  0.4351             331.0           9120.6376    10036.5552     -915.9176
         8.3768                  0.4419             332.3           9267.3374    10066.1148     -798.7774
         8.5036                  0.4488             325.8           8926.3173     9920.4588     -994.1415
         8.6302                  0.4557             321.1           8955.6803     9815.0724     -859.3921
         8.7573                  0.4626             326.0           8917.1328     9925.1712    -1008.0384
         8.8838                  0.4694             332.3           8797.7653    10066.1148    -1268.3495
