     collisions(billions)   time(microsecond)   temperature(K)   Etotal(kJ/mol)   KE(kJ/mol)   PE(kJ/mol)
===============================================================================================================
         0.0000                  0.0000            1028.4          25699.0800    25704.0000       -4.9200
         0.1000                  0.0034             968.6          24313.3202    24360.5376      -47.2174
         0.2000                  0.0070             914.3          23040.1176    23139.5976      -99.4800
         0.3000                  0.0108             791.5          20359.1820    20381.9868      -22.8048
         0.4000                  0.0148             670.3          17610.3505    17659.5048      -49.1543
         0.5000                  0.0192             575.2          15452.6070    15522.2172      -69.6102
         0.6438                  0.0258             524.9          14316.3653    14392.0980      -75.7327
         0.6500                  0.0261             537.7          14603.0257    14679.1260      -76.1003
         0.7901                  0.0326             485.6          13360.9183    13510.0224     -149.1041
         0.8000                  0.0331             482.8          13319.9952    13447.4760     -127.4808
         0.9359                  0.0398             430.8          12069.1698    12279.6576     -210.4878
         1.0000                  0.0429             430.8          12063.6792    12279.2292     -215.5500
         1.1319                  0.0497             379.1          10837.6527    11117.8368     -280.1841
         1.2500                  0.0557             397.1          11249.7192    11520.5328     -270.8136
         1.3769                  0.0626             327.3           9054.6922     9954.3024     -899.6102
         1.5036                  0.0695             329.5           9175.6090    10002.7116     -827.1026
         1.6306                  0.0763             327.2           8776.9377     9952.1604    -1175.2227
         1.7574                  0.0832             332.4           9254.8511    10068.6852     -813.8341
         1.8842                  0.0901             321.9           8639.0198     9832.2084    -1193.1886
         2.0109                  0.0970             341.0           9119.3065    10260.6084    -1141.3019
         2.1375                  0.1038             324.1           8703.2696     9882.7596    -1179.4900
         2.2500                  0.1099             324.4           8698.4862     9889.1856    -1190.6994
         2.3768                  0.1168             317.6           8309.8016     9734.5332    -1424.7316
         2.5035                  0.1237             321.2           8638.0645     9817.2144    -1179.1499
         2.6303                  0.1306             326.1           8676.7201     9926.8848    -1250.1647
         2.7570                  0.1374             336.9           9030.2836    10169.7876    -1139.5040
         2.8839                  0.1443             337.4           9011.6341    10180.0692    -1168.4351
         3.0106                  0.1512             316.8           8365.0434     9717.3972    -1352.3538
         3.1374                  0.1580             326.3           8862.4763     9930.7404    -1068.2641
         3.2500                  0.1641             319.3           8522.7528     9774.3744    -1251.6216
