     collisions(billions)   time(microsecond)   temperature(K)   Etotal(kJ/mol)   KE(kJ/mol)   PE(kJ/mol)
===============================================================================================================
         0.0000                  0.0000            1028.4          11232.0000    11232.0000        0.0000
         0.0921                  0.0061            1022.6          11166.3131    11174.3424       -8.0293
         0.1000                  0.0066            1045.6          11394.0993    11400.8544       -6.7551
         0.1884                  0.0128             898.9           9929.3480     9959.9760      -30.6280
         0.2000                  0.0136             878.2           9746.2137     9757.0512      -10.8375
         0.2844                  0.0198             809.5           9052.0112     9082.5696      -30.5584
         0.3000                  0.0210             782.8           8770.2779     8821.0512      -50.7733
         0.3803                  0.0273             685.4           7822.8056     7864.8336      -42.0280
         0.4000                  0.0289             705.8           8008.7134     8064.7632      -56.0498
         0.4756                  0.0354             583.0           6831.1819     6859.3824      -28.2005
         0.5000                  0.0374             559.2           6560.4414     6625.3824      -64.9410
         0.5739                  0.0440             530.6           6316.2621     6345.3312      -29.0691
         0.6477                  0.0505             506.3           6021.4338     6106.4640      -85.0302
         0.6500                  0.0507             535.0           6323.7405     6388.3872      -64.6467
         0.7219                  0.0573             480.1           5746.9737     5848.8768     -101.9031
         0.7938                  0.0639             479.0           5757.8750     5838.7680      -80.8930
         0.8000                  0.0645             486.6           5884.7647     5912.7120      -27.9473
         0.8697                  0.0711             418.0           5061.3155     5239.9152     -178.5997
         0.9395                  0.0778             417.3           5106.0935     5232.8016     -126.7081
         1.0000                  0.0836             429.1           5248.9121     5348.8656      -99.9535
         1.0680                  0.0903             381.8           4785.5960     4884.0480      -98.4520
         1.1358                  0.0971             394.6           4783.0271     5009.6592     -226.6321
         1.2036                  0.1038             385.7           4753.0864     4922.2368     -169.1504
         1.2500                  0.1084             411.4           4942.5224     5174.9568     -232.4344
         1.3141                  0.1153             312.3           3724.8480     4201.8912     -477.0432
         1.3783                  0.1223             314.1           3576.5082     4219.8624     -643.3542
         1.4427                  0.1292             320.1           3561.4197     4278.4560     -717.0363
         1.5070                  0.1361             306.5           3270.6793     4144.9824     -874.3031
         1.5712                  0.1430             293.1           3099.8952     4013.7552     -913.8600
         1.6356                  0.1499             299.9           3061.7692     4080.0240    -1018.2548
         1.7001                  0.1569             320.9           3390.8699     4286.3184     -895.4485
         1.7647                  0.1638             320.0           3156.6733     4278.2688    -1121.5955
         1.8292                  0.1707             291.3           3172.8800     3996.1584     -823.2784
         1.8935                  0.1776             303.4           3195.2984     4114.4688     -919.1704
         1.9580                  0.1845             298.3           3057.1546     4065.2352    -1008.0806
         2.0224                  0.1915             297.9           2818.3801     4060.5552    -1242.1751
         2.0868                  0.1984             294.1           2949.0843     4023.3024    -1074.2181
         2.1514                  0.2053             300.2           2821.7694     4083.7680    -1261.9986
         2.2161                  0.2122             309.3           2906.7359     4172.3136    -1265.5777
         2.2500                  0.2159             300.6           2574.2083     4087.6992    -1513.4909
         2.3145                  0.2228             284.4           2499.2899     3928.3920    -1429.1021
         2.3791                  0.2297             312.7           2806.7258     4205.8224    -1399.0966
         2.4437                  0.2366             312.6           2643.7325     4205.0736    -1561.3411
         2.5083                  0.2435             314.9           2612.9729     4228.0992    -1615.1263
         2.5730                  0.2505             325.8           2806.0132     4334.6160    -1528.6028
         2.6377                  0.2574             293.8           2620.7338     4020.8688    -1400.1350
         2.7023                  0.2643             304.7           2674.1193     4127.7600    -1453.6407
         2.7671                  0.2712             318.5           2685.7913     4262.9184    -1577.1271
         2.8319                  0.2781             311.2           2393.7131     4191.7824    -1798.0693
         2.8966                  0.2851             305.4           2359.3079     4134.4992    -1775.1913
         2.9613                  0.2920             318.2           2131.8371     4259.7360    -2127.8989
         3.0259                  0.2989             295.8           1868.0004     4039.9632    -2171.9628
         3.0907                  0.3058             308.6           2153.7445     4165.9488    -2012.2043
         3.1555                  0.3127             305.4           2229.5418     4134.3120    -1904.7702
         3.2201                  0.3197             314.9           2221.0679     4227.9120    -2006.8441
         3.2500                  0.3228             325.8           2324.6165     4334.2416    -2009.6251
         3.3146                  0.3298             312.4           2040.4282     4203.5760    -2163.1478
         3.3792                  0.3367             307.5           1838.0363     4155.0912    -2317.0549
         3.4441                  0.3436             306.3           1603.3789     4143.4848    -2540.1059
         3.5088                  0.3505             317.8           1808.7332     4256.3664    -2447.6332
         3.5736                  0.3574             314.0           1734.7885     4218.9264    -2484.1379
         3.6383                  0.3644             307.8           1758.3312     4157.7120    -2399.3808
         3.7029                  0.3713             305.1           1758.3259     4131.3168    -2372.9909
         3.7675                  0.3782             312.4           1845.5309     4203.0144    -2357.4835
         3.8323                  0.3851             326.4           2006.4809     4340.2320    -2333.7511
         3.8969                  0.3921             307.9           1739.3705     4159.2096    -2419.8391
         3.9616                  0.3990             311.9           1769.3077     4198.1472    -2428.8395
         4.0264                  0.4059             317.6           2029.5300     4254.3072    -2224.7772
         4.0912                  0.4128             309.6           1909.3951     4175.6832    -2266.2881
         4.1557                  0.4197             322.2           1790.8415     4299.2352    -2508.3937
         4.2203                  0.4267             308.7           1807.5392     4166.6976    -2359.1584
         4.2500                  0.4298             304.4           1825.9799     4124.5776    -2298.5977
         4.3146                  0.4367             308.9           1675.8396     4168.9440    -2493.1044
         4.3795                  0.4437             294.6           1265.9058     4027.9824    -2762.0766
         4.4442                  0.4506             322.9           1808.9780     4306.7232    -2497.7452
         4.5091                  0.4575             306.0           1904.7955     4140.1152    -2235.3197
         4.5740                  0.4644             305.0           1891.5098     4130.9424    -2239.4326
         4.6388                  0.4713             320.8           2063.9095     4286.1312    -2222.2217
         4.7034                  0.4783             319.5           1794.9343     4272.4656    -2477.5313
         4.7683                  0.4852             310.4           2114.2779     4183.5456    -2069.2677
         4.8331                  0.4921             312.8           1926.6524     4207.1328    -2280.4804
         4.8980                  0.4990             311.5           2070.2361     4194.7776    -2124.5415
