     collisions(billions)   time(microsecond)   temperature(K)   Etotal(kJ/mol)   KE(kJ/mol)   PE(kJ/mol)
===============================================================================================================
         0.0000                  0.0000            1028.4          11232.0000    11232.0000        0.0000
         0.0920                  0.0061            1009.5          11040.8818    11046.2976       -5.4158
         0.1000                  0.0066            1011.3          11037.3361    11063.5200      -26.1839
         0.1885                  0.0128             910.5          10067.8005    10074.7296       -6.9291
         0.2000                  0.0136             907.5          10040.9687    10044.9648       -3.9961
         0.2842                  0.0198             810.5           9046.7468     9092.3040      -45.5572
         0.3000                  0.0210             789.1           8873.4980     8882.4528       -8.9548
         0.3801                  0.0273             700.4           7995.4525     8011.5984      -16.1459
         0.4000                  0.0289             684.2           7823.7163     7852.6656      -28.9493
         0.4758                  0.0354             592.7           6894.8792     6954.6672      -59.7880
         0.5000                  0.0375             555.1           6555.1965     6585.8832      -30.6867
         0.5740                  0.0440             534.1           6338.7559     6379.0272      -40.2713
         0.6480                  0.0505             519.9           6196.1457     6239.7504      -43.6047
         0.6500                  0.0507             526.2           6255.0091     6302.2752      -47.2661
         0.7220                  0.0573             480.5           5759.3119     5853.5568      -94.2449
         0.7938                  0.0639             479.2           5752.3144     5840.4528      -88.1384
         0.8000                  0.0644             483.5           5827.0971     5882.9472      -55.8501
         0.8699                  0.0711             442.1           5393.7066     5476.5360      -82.8294
         0.9398                  0.0778             420.3           5086.3387     5262.1920     -175.8533
         1.0000                  0.0835             425.4           5201.7927     5312.5488     -110.7561
         1.0680                  0.0903             381.2           4638.4412     4878.6192     -240.1780
         1.1359                  0.0970             383.7           4747.7297     4903.1424     -155.4127
         1.2037                  0.1038             381.6           4702.4168     4881.9888     -179.5720
         1.2500                  0.1084             402.3           4873.4476     5085.8496     -212.4020
         1.3143                  0.1153             309.3           3704.0041     4172.5008     -468.4967
         1.3784                  0.1222             306.9           3668.7173     4149.2880     -480.5707
         1.4428                  0.1291             311.7           3549.4454     4196.6496     -647.2042
         1.5070                  0.1361             287.4           3305.1346     3957.7824     -652.6478
         1.5713                  0.1430             334.5           3791.9992     4420.5408     -628.5416
         1.6356                  0.1499             319.0           3544.3535     4267.9728     -723.6193
         1.7000                  0.1568             299.5           3168.3484     4076.2800     -907.9316
         1.7645                  0.1637             312.9           3272.1035     4207.6944     -935.5909
         1.8289                  0.1707             315.5           3201.2800     4233.7152    -1032.4352
         1.8933                  0.1776             320.0           3270.1383     4277.7072    -1007.5689
         1.9579                  0.1845             309.5           3046.4779     4175.1216    -1128.6437
         2.0225                  0.1914             312.6           3012.1436     4204.8864    -1192.7428
         2.0871                  0.1983             308.9           3088.9549     4169.1312    -1080.1763
         2.1516                  0.2053             319.0           2903.6215     4267.5984    -1363.9769
         2.2161                  0.2122             301.4           2797.3625     4095.3744    -1298.0119
         2.2500                  0.2158             305.5           2668.6821     4135.2480    -1466.5659
         2.3146                  0.2227             290.1           2742.1211     3983.9904    -1241.8693
         2.3792                  0.2297             314.4           2957.3036     4223.0448    -1265.7412
         2.4438                  0.2366             315.2           2943.1542     4230.9072    -1287.7530
         2.5085                  0.2435             311.6           2638.3192     4194.9648    -1556.6456
         2.5734                  0.2504             304.2           2592.3166     4122.8928    -1530.5762
         2.6380                  0.2573             315.5           2933.7068     4234.0896    -1300.3828
         2.7027                  0.2643             315.6           2673.4221     4234.2768    -1560.8547
         2.7671                  0.2712             319.7           2773.4946     4274.5248    -1501.0302
         2.8317                  0.2781             304.6           2583.4054     4126.4496    -1543.0442
         2.8962                  0.2850             309.3           2701.2706     4172.8752    -1471.6046
         2.9606                  0.2919             310.3           2918.5607     4182.2352    -1263.6745
         3.0253                  0.2989             294.5           2452.9540     4027.7952    -1574.8412
         3.0898                  0.3058             321.4           2879.1491     4291.9344    -1412.7853
         3.1544                  0.3127             314.6           2591.4934     4224.9168    -1633.4234
         3.2190                  0.3196             308.9           2337.0469     4168.7568    -1831.7099
         3.2500                  0.3229             322.9           2485.6413     4305.9744    -1820.3331
         3.3146                  0.3299             301.4           2181.1019     4095.5616    -1914.4597
         3.3794                  0.3368             307.7           2114.0983     4157.1504    -2043.0521
         3.4441                  0.3437             303.3           2275.0827     4114.2816    -1839.1989
         3.5089                  0.3506             309.6           2248.9540     4175.4960    -1926.5420
         3.5734                  0.3575             313.1           2451.4478     4209.7536    -1758.3058
         3.6381                  0.3645             321.9           2734.1781     4296.4272    -1562.2491
         3.7026                  0.3714             306.6           2627.8731     4146.4800    -1518.6069
         3.7672                  0.3783             294.7           2412.0710     4029.8544    -1617.7834
         3.8318                  0.3852             315.4           2579.3027     4232.5920    -1653.2893
         3.8964                  0.3922             326.7           2875.1007     4343.9760    -1468.8753
         3.9613                  0.3991             310.5           2609.0746     4184.1072    -1575.0326
         4.0260                  0.4060             299.1           2529.9841     4072.7232    -1542.7391
         4.0906                  0.4129             327.9           2464.1325     4355.5824    -1891.4499
         4.1554                  0.4198             324.0           2349.8759     4317.0192    -1967.1433
         4.2201                  0.4268             324.6           2299.7680     4323.3840    -2023.6160
         4.2500                  0.4299             282.0           1818.8123     3904.9920    -2086.1797
         4.3148                  0.4369             288.0           1502.4123     3963.2112    -2460.7989
         4.3796                  0.4438             298.8           1998.1933     4070.1024    -2071.9091
         4.4445                  0.4507             292.0           1800.9229     4002.7104    -2201.7875
         4.5094                  0.4576             313.3           2091.7596     4211.8128    -2120.0532
         4.5741                  0.4645             289.7           1718.9977     3980.8080    -2261.8103
         4.6388                  0.4715             309.6           1925.8580     4175.3088    -2249.4508
         4.7037                  0.4784             321.5           1949.6428     4292.1216    -2342.4788
         4.7685                  0.4853             313.9           2185.3472     4217.8032    -2032.4560
         4.8333                  0.4922             286.9           1801.1053     3953.2896    -2152.1843
         4.8981                  0.4991             330.0           2435.3776     4376.3616    -1940.9840
