     collisions(billions)   time(microsecond)   temperature(K)   Etotal(kJ/mol)   KE(kJ/mol)   PE(kJ/mol)
===============================================================================================================
         0.0000                  0.0000            1028.4          11232.0000    11232.0000        0.0000
         0.0954                  0.0061            1016.7          11093.5119    11116.3104      -22.7985
         0.1000                  0.0064            1005.6          11008.0657    11007.9216        0.1441
         0.1914                  0.0126             912.0          10051.3432    10089.1440      -37.8008
         0.2000                  0.0131             955.4          10493.3272    10515.0240      -21.6968
         0.2873                  0.0194             826.4           9248.2426     9248.9904       -0.7478
         0.3000                  0.0203             789.6           8870.4003     8887.3200      -16.9197
         0.3832                  0.0266             656.4           7560.4605     7579.5408      -19.0803
         0.4000                  0.0279             667.1           7663.6838     7684.9344      -21.2506
         0.4785                  0.0344             567.9           6622.4286     6710.9328      -88.5042
         0.5000                  0.0361             557.5           6557.4309     6609.2832      -51.8523
         0.5764                  0.0427             525.6           6204.3779     6296.2848      -91.9069
         0.6500                  0.0490             522.6           6224.9272     6266.3328      -41.4056
         0.7244                  0.0555             476.1           5712.5343     5810.1264      -97.5921
         0.7990                  0.0621             495.3           5908.2843     5998.6368      -90.3525
         0.8000                  0.0622             477.3           5743.6559     5822.2944      -78.6385
         0.8724                  0.0689             417.8           5085.3428     5238.0432     -152.7004
         0.9448                  0.0756             419.1           5129.1541     5250.5856     -121.4315
         1.0000                  0.0807             427.2           5254.1871     5330.1456      -75.9585
         1.0703                  0.0874             397.7           4821.4005     5040.3600     -218.9595
         1.1404                  0.0942             391.0           4792.3384     4974.4656     -182.1272
         1.2106                  0.1009             389.4           4682.9212     4959.3024     -276.3812
         1.2500                  0.1047             376.3           4608.2991     4830.6960     -222.3969
         1.3166                  0.1116             308.1           3706.1550     4160.7072     -454.5522
         1.3830                  0.1185             323.0           3804.4408     4306.9104     -502.4696
         1.4495                  0.1254             305.7           3768.9001     4137.6816     -368.7815
         1.5162                  0.1324             313.9           3639.6601     4218.1776     -578.5175
         1.5828                  0.1393             318.2           3954.7838     4260.1104     -305.3266
         1.6494                  0.1462             310.9           3674.6394     4188.4128     -513.7734
         1.7159                  0.1531             311.9           3683.2258     4197.9600     -514.7342
         1.7824                  0.1600             308.4           3796.6139     4163.5152     -366.9013
         1.8489                  0.1670             317.3           3847.2946     4251.1248     -403.8302
         1.9154                  0.1739             300.6           3490.9172     4087.1376     -596.2204
         1.9821                  0.1808             297.6           3348.7048     4058.3088     -709.6040
         2.0487                  0.1877             294.7           3431.8063     4029.2928     -597.4865
         2.1150                  0.1946             301.0           3658.4821     4091.6304     -433.1483
         2.1816                  0.2016             321.4           3651.7675     4291.3728     -639.6053
         2.2482                  0.2085             324.3           3771.2414     4319.6400     -548.3986
         2.2500                  0.2087             288.8           3527.7247     3972.0096     -444.2849
         2.3166                  0.2156             305.5           3609.4200     4135.4352     -526.0152
         2.3832                  0.2225             307.1           3451.2952     4150.9728     -699.6776
         2.4498                  0.2294             300.1           3447.3158     4082.2704     -634.9546
         2.5164                  0.2364             307.9           3712.0533     4159.0224     -446.9691
         2.5829                  0.2433             338.1           3986.4737     4455.5472     -469.0735
         2.6495                  0.2502             305.4           3796.4418     4134.1248     -337.6830
         2.7159                  0.2571             312.7           3818.0276     4206.1968     -388.1692
         2.7825                  0.2640             311.0           3636.2000     4189.5360     -553.3360
         2.8490                  0.2710             306.9           3488.9552     4149.4752     -660.5200
         2.9156                  0.2779             298.9           3607.6343     4070.2896     -462.6553
         2.9820                  0.2848             327.9           3819.7950     4355.5824     -535.7874
         3.0484                  0.2917             309.5           3735.9013     4174.9344     -439.0331
         3.1149                  0.2986             306.1           3658.4973     4140.8640     -482.3667
         3.1817                  0.3056             308.5           3628.0914     4165.3872     -537.2958
         3.2482                  0.3125             299.2           3530.5453     4073.4720     -542.9267
         3.2500                  0.3127             302.5           3550.3853     4105.8576     -555.4723
         3.3165                  0.3196             291.7           3475.3607     3999.5280     -524.1673
         3.3831                  0.3265             325.8           3666.3117     4335.1776     -668.8659
         3.4497                  0.3334             307.8           3694.0936     4158.4608     -464.3672
         3.5165                  0.3403             302.0           3489.9250     4101.1776     -611.2526
         3.5830                  0.3473             316.8           3730.8448     4246.4448     -515.6000
         3.6496                  0.3542             323.7           3606.8306     4313.6496     -706.8190
         3.7161                  0.3611             310.8           3402.7302     4187.2896     -784.5594
         3.7827                  0.3680             309.3           3462.4614     4172.3136     -709.8522
         3.8492                  0.3749             307.3           3358.4694     4153.0320     -794.5626
         3.9159                  0.3819             297.6           3497.8760     4057.7472     -559.8712
         3.9823                  0.3888             303.6           3520.2611     4116.9024     -596.6413
         4.0489                  0.3957             321.7           3521.7560     4294.9296     -773.1736
         4.1154                  0.4026             293.3           3554.6430     4016.1888     -461.5458
         4.1819                  0.4095             309.4           3802.2011     4173.8112     -371.6101
         4.2485                  0.4165             292.1           3390.5596     4004.3952     -613.8356
         4.2500                  0.4166             321.7           3524.4139     4294.1808     -769.7669
         4.3167                  0.4235             307.9           3607.7363     4159.3968     -551.6605
         4.3833                  0.4305             304.6           3409.5568     4126.8240     -717.2672
         4.4498                  0.4374             325.4           3635.6185     4331.0592     -695.4407
         4.5164                  0.4443             327.8           3537.2067     4354.0848     -816.8781
         4.5831                  0.4512             306.9           3388.6527     4148.7264     -760.0737
         4.6496                  0.4581             314.7           3589.2942     4225.2912     -635.9970
         4.7162                  0.4651             309.7           3291.9168     4176.6192     -884.7024
         4.7827                  0.4720             295.1           3342.4541     4033.7856     -691.3315
         4.8492                  0.4789             322.6           3561.0840     4303.5408     -742.4568
         4.9158                  0.4858             306.5           3282.3492     4145.3568     -863.0076
         4.9825                  0.4927             314.6           3145.5250     4224.9168    -1079.3918
         5.0490                  0.4997             287.8           2956.8347     3962.0880    -1005.2533
