     collisions(billions)   time(microsecond)   temperature(K)   Etotal(kJ/mol)   KE(kJ/mol)   PE(kJ/mol)
===============================================================================================================
         0.0000                  0.0000            1028.4          11232.0000    11232.0000        0.0000
         0.0952                  0.0061             992.9          10870.1538    10883.2464      -13.0926
         0.1000                  0.0064            1049.5          11428.1125    11438.2944      -10.1819
         0.1914                  0.0126             929.0          10234.6843    10255.7520      -21.0677
         0.2000                  0.0131             898.0           9925.2917     9951.5520      -26.2603
         0.2873                  0.0194             786.9           8824.2210     8860.7376      -36.5166
         0.3000                  0.0203             787.9           8833.3738     8870.8464      -37.4726
         0.3833                  0.0266             677.9           7755.0676     7790.7024      -35.6348
         0.4000                  0.0279             718.8           8155.5773     8192.6208      -37.0435
         0.4783                  0.0344             565.4           6640.9960     6687.1584      -46.1624
         0.5000                  0.0362             563.9           6614.0351     6671.8080      -57.7729
         0.5765                  0.0427             532.1           6297.7587     6359.9328      -62.1741
         0.6500                  0.0490             533.6           6302.5685     6374.3472      -71.7787
         0.7244                  0.0556             469.0           5705.7940     5740.4880      -34.6940
         0.7989                  0.0622             464.1           5565.7437     5692.5648     -126.8211
         0.8000                  0.0623             472.8           5650.4470     5778.1152     -127.6682
         0.8725                  0.0689             440.7           5365.7767     5462.3088      -96.5321
         0.9450                  0.0756             432.3           5272.9891     5379.9408     -106.9517
         1.0000                  0.0807             430.7           5282.4177     5364.0288      -81.6111
         1.0702                  0.0874             404.2           4895.1361     5104.0080     -208.8719
         1.1403                  0.0942             386.7           4773.0475     4932.7200     -159.6725
         1.2105                  0.1009             398.8           4899.8912     5051.7792     -151.8880
         1.2500                  0.1047             410.5           5022.2799     5165.7840     -143.5041
         1.3164                  0.1116             313.1           3794.1536     4210.3152     -416.1616
         1.3830                  0.1185             308.8           3631.9247     4167.6336     -535.7089
         1.4496                  0.1255             312.2           3649.2027     4201.1424     -551.9397
         1.5161                  0.1324             317.4           3813.6655     4251.8736     -438.2081
         1.5826                  0.1393             324.2           3706.7277     4319.4528     -612.7251
         1.6492                  0.1462             305.7           3533.9980     4137.4944     -603.4964
         1.7157                  0.1531             314.9           3761.7354     4227.9120     -466.1766
         1.7823                  0.1601             297.6           3520.8920     4057.7472     -536.8552
         1.8489                  0.1670             300.8           3640.6393     4089.5712     -448.9319
         1.9154                  0.1739             288.6           3279.9116     3969.2016     -689.2900
         1.9820                  0.1808             302.2           3376.2394     4102.6752     -726.4358
         2.0486                  0.1877             320.6           3890.2305     4284.0720     -393.8415
         2.1152                  0.1947             301.0           3448.0157     4091.4432     -643.4275
         2.1817                  0.2016             297.5           3197.8295     4056.8112     -858.9817
         2.2482                  0.2085             307.1           3439.5006     4150.7856     -711.2850
         2.2500                  0.2087             316.1           3575.4836     4239.7056     -664.2220
         2.3165                  0.2156             303.6           3414.8004     4116.3408     -701.5404
         2.3831                  0.2225             315.4           3663.5098     4232.4048     -568.8950
         2.4496                  0.2295             310.4           3578.4654     4183.1712     -604.7058
         2.5162                  0.2364             305.8           3594.1673     4138.0560     -543.8887
         2.5827                  0.2433             300.4           3450.5244     4085.4528     -634.9284
         2.6493                  0.2502             319.9           3696.6531     4276.3968     -579.7437
         2.7157                  0.2571             292.1           3376.2403     4003.4592     -627.2189
         2.7823                  0.2641             300.7           3677.1429     4087.8864     -410.7435
         2.8490                  0.2710             316.8           3766.5874     4246.0704     -479.4830
         2.9156                  0.2779             307.5           3519.9172     4155.2784     -635.3612
         2.9821                  0.2848             311.6           3776.6380     4194.9648     -418.3268
         3.0488                  0.2917             321.7           3819.3232     4294.5552     -475.2320
         3.1152                  0.2987             318.5           3683.9872     4263.4800     -579.4928
         3.1817                  0.3056             308.6           3817.0672     4165.7616     -348.6944
         3.2482                  0.3125             293.8           3715.9762     4020.3072     -304.3310
         3.2500                  0.3127             301.7           3797.7221     4097.8080     -300.0859
         3.3164                  0.3196             297.0           3550.8203     4051.7568     -500.9365
         3.3829                  0.3265             309.5           3444.5369     4174.7472     -730.2103
         3.4496                  0.3334             308.4           3387.4135     4163.5152     -776.1017
         3.5164                  0.3404             301.1           3397.2105     4092.3792     -695.1687
         3.5830                  0.3473             302.4           3611.1755     4105.4832     -494.3077
         3.6496                  0.3542             324.0           3818.8557     4317.2064     -498.3507
         3.7161                  0.3611             317.8           3816.1601     4256.1792     -440.0191
         3.7827                  0.3680             298.8           3365.2526     4069.3536     -704.1010
         3.8494                  0.3750             329.5           3563.3025     4371.4944     -808.1919
         3.9159                  0.3819             306.9           3323.1579     4148.9136     -825.7557
         3.9825                  0.3888             305.7           3468.5890     4137.8688     -669.2798
         4.0491                  0.3957             303.5           3364.8841     4115.4048     -750.5207
         4.1158                  0.4026             307.4           3440.3579     4154.3424     -713.9845
         4.1823                  0.4096             312.1           3266.2690     4200.2064     -933.9374
         4.2489                  0.4165             301.5           3073.9416     4095.9360    -1021.9944
         4.2500                  0.4166             313.7           3179.8930     4215.7440    -1035.8510
         4.3168                  0.4235             320.3           3359.6343     4281.0768     -921.4425
         4.3834                  0.4304             309.9           3087.2092     4178.6784    -1091.4692
         4.4501                  0.4374             304.0           2981.5259     4120.6464    -1139.1205
         4.5166                  0.4443             316.8           3085.7637     4246.2576    -1160.4939
         4.5833                  0.4512             312.4           3002.5113     4203.3888    -1200.8775
         4.6499                  0.4581             318.0           2899.8750     4258.4256    -1358.5506
         4.7166                  0.4650             315.2           3092.2205     4230.3456    -1138.1251
         4.7832                  0.4720             320.5           3108.1886     4282.5744    -1174.3858
         4.8498                  0.4789             316.9           2975.3560     4247.3808    -1272.0248
         4.9165                  0.4858             304.4           2746.0568     4124.3904    -1378.3336
         4.9832                  0.4927             303.9           2827.7896     4119.3360    -1291.5464
         5.0500                  0.4996             308.6           2607.6170     4165.5744    -1557.9574
