     collisions(billions)   time(microsecond)   temperature(K)   Etotal(kJ/mol)   KE(kJ/mol)   PE(kJ/mol)
===============================================================================================================
         0.0000                  0.0000            1028.4          25701.0840    25704.0000       -2.9160
         0.1000                  0.0034            1021.8          25525.3976    25554.0600      -28.6624
         0.2000                  0.0070             924.2          23329.4163    23361.9372      -32.5209
         0.3000                  0.0107             782.4          20140.6347    20176.7832      -36.1485
         0.4000                  0.0148             678.5          17796.4867    17842.4316      -45.9449
         0.5000                  0.0192             577.1          15476.7102    15565.0572      -88.3470
         0.6444                  0.0257             530.8          14411.1740    14524.0452     -112.8712
         0.6500                  0.0259             526.3          14298.6994    14423.7996     -125.1002
         0.7904                  0.0325             466.8          12905.2858    13088.0484     -182.7626
         0.8000                  0.0330             476.0          13142.8522    13293.2520     -150.3998
         0.9366                  0.0397             425.3          11865.7125    12155.8500     -290.1375
         1.0000                  0.0428             437.2          12255.5023    12421.8864     -166.3841
         1.1324                  0.0495             387.0          10894.5280    11295.1944     -400.6664
         1.2500                  0.0555             386.9          10994.7967    11292.6240     -297.8273
         1.3773                  0.0624             337.3           9383.3826    10177.0704     -793.6878
         1.5045                  0.0693             321.1           8944.9027     9813.7872     -868.8845
         1.6317                  0.0761             322.2           8934.3836     9838.6344     -904.2508
         1.7587                  0.0830             343.5           9326.0483    10318.0140     -991.9657
         1.8859                  0.0899             329.5           9066.2260    10003.9968     -937.7708
         2.0131                  0.0967             334.7           9151.1356    10120.0932     -968.9576
         2.1405                  0.1036             326.9           9071.9064     9945.3060     -873.3996
         2.2500                  0.1095             321.2           8844.7607     9816.7860     -972.0253
         2.3770                  0.1164             329.2           8872.8185     9995.4288    -1122.6103
         2.5045                  0.1233             326.3           9020.6865     9930.3120     -909.6255
         2.6319                  0.1302             330.2           9080.5687    10019.4192     -938.8505
         2.7592                  0.1370             332.7           9144.9741    10074.6828     -929.7087
         2.8866                  0.1439             330.7           9192.7278    10029.7008     -836.9730
         3.0139                  0.1508             329.5           9224.9652    10003.1400     -778.1748
         3.1411                  0.1576             327.4           8835.6612     9955.5876    -1119.9264
         3.2500                  0.1635             329.9           8852.4136    10012.9932    -1160.5796
         3.3773                  0.1704             336.4           9073.9555    10157.7924    -1083.8369
         3.5045                  0.1773             330.1           9325.7327    10016.4204     -690.6877
         3.6316                  0.1841             327.4           9104.6294     9955.1592     -850.5298
         3.7589                  0.1910             329.5           8905.5140    10003.5684    -1098.0544
         3.8859                  0.1979             321.2           8853.0348     9816.7860     -963.7512
         4.0133                  0.2048             321.0           8819.9660     9812.9304     -992.9644
         4.1402                  0.2116             323.7           9046.1882     9871.6212     -825.4330
         4.2500                  0.2176             327.5           9037.5847     9957.7296     -920.1449
         4.3775                  0.2244             330.7           9102.5875    10030.9860     -928.3985
         4.5048                  0.2313             333.5           9135.9480    10092.6756     -956.7276
         4.6320                  0.2382             341.4           9633.0842    10269.1764     -636.0922
         4.7593                  0.2450             337.0           8854.3410    10170.6444    -1316.3034
         4.8865                  0.2519             337.0           9257.9611    10170.6444     -912.6833
         5.0140                  0.2588             328.6           9112.5908     9983.8620     -871.2712
         5.1412                  0.2657             321.8           8869.8559     9830.4948     -960.6389
         5.2500                  0.2715             331.8           9066.9839    10055.4048     -988.4209
         5.3772                  0.2784             340.8           9275.9491    10256.3244     -980.3753
         5.5046                  0.2853             325.5           8842.2639     9912.3192    -1070.0553
         5.6317                  0.2921             322.0           9111.0982     9835.2072     -724.1090
         5.7590                  0.2990             331.2           9122.2857    10041.2676     -918.9819
         5.8863                  0.3059             334.1           9049.1282    10106.3844    -1057.2562
         6.0135                  0.3128             334.9           9168.2916    10124.8056     -956.5140
         6.1408                  0.3196             324.8           8907.8442     9897.3252     -989.4810
         6.2500                  0.3255             330.1           9156.5449    10016.8488     -860.3039
         6.3772                  0.3324             331.1           9222.6185    10039.1256     -816.5071
         6.5047                  0.3393             327.2           9209.6355     9950.4468     -740.8113
         6.6318                  0.3462             332.2           8975.0569    10063.1160    -1088.0591
         6.7590                  0.3530             327.2           8955.6303     9952.1604     -996.5301
         6.8864                  0.3599             322.4           8884.7312     9842.4900     -957.7588
         7.0136                  0.3668             336.3           9162.1412    10156.5072     -994.3660
         7.1409                  0.3736             328.4           8581.0795     9978.7212    -1397.6417
         7.2500                  0.3795             326.4           8852.0972     9932.8824    -1080.7852
         7.3775                  0.3864             331.9           9163.4092    10057.9752     -894.5660
         7.5048                  0.3933             324.1           8737.3910     9881.9028    -1144.5118
         7.6317                  0.4001             338.4           9285.8981    10203.2028     -917.3047
         7.7590                  0.4070             336.0           9221.4157    10150.0812     -928.6655
         7.8860                  0.4139             329.3           8994.8806     9999.2844    -1004.4038
         8.0134                  0.4208             328.7           9018.2323     9985.1472     -966.9149
         8.1405                  0.4276             322.9           9046.5308     9855.3420     -808.8112
