     collisions(billions)   time(microsecond)   temperature(K)   Etotal(kJ/mol)   KE(kJ/mol)   PE(kJ/mol)
===============================================================================================================
         0.0000                  0.0000            1028.4          25698.9960    25704.0000       -5.0040
         0.1000                  0.0034            1036.4          25838.6860    25883.0712      -44.3852
         0.2000                  0.0070             934.9          23577.7141    23603.1264      -25.4123
         0.3000                  0.0108             805.5          20627.4297    20695.5756      -68.1459
         0.4000                  0.0148             690.5          18012.1138    18111.8952      -99.7814
         0.5000                  0.0192             566.5          15244.8176    15327.2952      -82.4776
         0.6441                  0.0257             514.3          14029.8796    14154.7644     -124.8848
         0.6500                  0.0260             533.5          14456.3892    14586.1632     -129.7740
         0.7904                  0.0326             475.8          13181.1334    13288.9680     -107.8346
         0.8000                  0.0330             453.1          12695.5712    12780.0288      -84.4576
         0.9365                  0.0397             434.5          12186.9695    12361.9104     -174.9409
         1.0000                  0.0428             441.8          12344.7376    12526.4160     -181.6784
         1.1323                  0.0495             386.9          10951.8876    11292.1956     -340.3080
         1.2500                  0.0556             391.2          10916.8835    11389.4424     -472.5589
         1.3776                  0.0624             333.0           9185.8845    10082.3940     -896.5095
         1.5047                  0.0693             315.1           8674.4294     9679.2696    -1004.8402
         1.6319                  0.0762             332.9           8924.5802    10078.5384    -1153.9582
         1.7590                  0.0830             321.3           9038.3985     9818.9280     -780.5295
         1.8862                  0.0899             335.8           9247.5773    10144.0836     -896.5063
         2.0136                  0.0968             340.4           9262.5016    10247.3280     -984.8264
         2.1409                  0.1037             327.3           9002.5281     9953.8740     -951.3459
         2.2500                  0.1095             327.9           9229.1439     9967.5828     -738.4389
         2.3771                  0.1164             327.8           9033.1998     9965.8692     -932.6694
         2.5044                  0.1233             332.2           9210.5744    10064.4012     -853.8268
         2.6317                  0.1302             331.9           9004.3643    10056.2616    -1051.8973
         2.7589                  0.1370             320.9           8588.3555     9810.7884    -1222.4329
         2.8863                  0.1439             332.0           9043.6398    10059.6888    -1016.0490
         3.0135                  0.1508             331.7           9061.8181    10052.8344     -991.0163
         3.1407                  0.1576             328.6           9057.7133     9981.7200     -924.0067
         3.2500                  0.1636             332.8           9212.1077    10077.2532     -865.1455
         3.3772                  0.1704             327.0           8829.6500     9946.5912    -1116.9412
         3.5046                  0.1773             318.6           8828.9120     9757.2384     -928.3264
         3.6318                  0.1842             333.6           9351.6982    10095.6744     -743.9762
         3.7588                  0.1911             318.0           8763.9558     9745.6716     -981.7158
         3.8861                  0.1979             324.4           8890.0822     9888.7572     -998.6750
         4.0135                  0.2048             336.9           9142.6865    10169.7876    -1027.1011
         4.1410                  0.2117             327.9           8834.3314     9966.2976    -1131.9662
         4.2500                  0.2175             328.3           8882.6275     9976.5792    -1093.9517
         4.3774                  0.2244             338.3           9231.9635    10199.7756     -967.8121
         4.5045                  0.2313             327.9           9009.3210     9967.1544     -957.8334
         4.6321                  0.2382             334.2           9059.6715    10108.9548    -1049.2833
         4.7590                  0.2450             339.8           9283.5261    10233.6192     -950.0931
         4.8863                  0.2519             324.9           8861.8296     9900.7524    -1038.9228
         5.0133                  0.2588             331.7           9006.6271    10051.9776    -1045.3505
         5.1404                  0.2657             328.3           8742.1840     9976.1508    -1233.9668
         5.2500                  0.2716             330.9           9358.8753    10033.5564     -674.6811
         5.3774                  0.2784             328.5           9011.3850     9980.4348     -969.0498
         5.5046                  0.2853             325.1           8645.2860     9903.7512    -1258.4652
         5.6319                  0.2922             322.6           9126.0606     9848.9160     -722.8554
         5.7594                  0.2991             336.7           9496.7905    10163.7900     -666.9995
         5.8867                  0.3059             315.6           8676.3998     9690.4080    -1014.0082
         6.0139                  0.3128             332.5           9062.7855    10071.2556    -1008.4701
         6.1413                  0.3197             323.8           8920.7702     9875.4768     -954.7066
         6.2500                  0.3256             335.9           9395.0675    10146.6540     -751.5865
         6.3770                  0.3324             330.9           9347.3841    10033.5564     -686.1723
         6.5044                  0.3393             323.0           9119.0593     9856.1988     -737.1395
         6.6317                  0.3462             327.9           8657.3410     9968.0112    -1310.6702
         6.7589                  0.3530             319.6           8761.3481     9779.9436    -1018.5955
         6.8863                  0.3599             319.8           8959.3899     9784.6560     -825.2661
         7.0134                  0.3668             323.7           8889.3684     9873.3348     -983.9664
         7.1406                  0.3737             328.7           8738.6139     9986.0040    -1247.3901
         7.2500                  0.3796             349.8           9364.6696    10458.1008    -1093.4312
         7.3774                  0.3865             339.6           9275.8058    10229.7636     -953.9578
         7.5048                  0.3933             324.4           8896.4906     9887.4720     -990.9814
         7.6318                  0.4002             323.0           9079.8760     9857.4840     -777.6080
         7.7589                  0.4071             322.8           8963.6756     9851.9148     -888.2392
         7.8860                  0.4139             316.2           8752.1552     9704.5452     -952.3900
         8.0130                  0.4208             325.6           9101.7941     9915.3180     -813.5239
         8.1401                  0.4277             324.0           8711.1196     9879.7608    -1168.6412
         8.2500                  0.4336             325.7           8787.3839     9916.6032    -1129.2193
         8.3772                  0.4405             333.7           9364.6118    10097.8164     -733.2046
         8.5045                  0.4474             326.5           9127.2367     9934.5960     -807.3593
         8.6318                  0.4542             344.6           9479.5740    10342.4328     -862.8588
         8.7587                  0.4611             333.5           9019.8220    10092.6756    -1072.8536
         8.8860                  0.4680             338.0           9180.7302    10194.2064    -1013.4762
         9.0133                  0.4749             325.1           8984.2923     9903.3228     -919.0305
         9.1407                  0.4817             337.7           9268.5614    10186.4952     -917.9338
         9.2500                  0.4876             323.4           8867.7368     9865.1952     -997.4584
         9.3770                  0.4945             347.5           9328.4120    10407.1212    -1078.7092
         9.5044                  0.5014             325.0           8914.1931     9901.6092     -987.4161
         9.6318                  0.5083             325.4           8895.7293     9909.7488    -1014.0195
         9.7590                  0.5151             340.5           9341.3426    10250.3268     -908.9842
         9.8862                  0.5220             338.0           9213.7554    10193.7780     -980.0226
        10.0134                  0.5289             337.6           9266.8992    10184.7816     -917.8824
        10.1406                  0.5357             332.5           9145.2577    10070.8272     -925.5695
        10.2500                  0.5416             345.0           9318.8510    10351.0008    -1032.1498
        10.3773                  0.5485             337.9           9142.4617    10190.7792    -1048.3175
