     collisions(billions)   time(microsecond)   temperature(K)   Etotal(kJ/mol)   KE(kJ/mol)   PE(kJ/mol)
===============================================================================================================
         0.0000                  0.0000            1028.4          25705.5840    25704.0000        1.5840
         0.1000                  0.0034            1043.0          26004.1396    26031.7260      -27.5864
         0.2000                  0.0070             919.2          23170.8604    23248.8396      -77.9792
         0.3000                  0.0108             827.3          21130.1114    21185.2368      -55.1254
         0.4000                  0.0148             684.1          17925.7583    17968.3812      -42.6229
         0.5000                  0.0192             550.5          14843.3607    14966.5824     -123.2217
         0.6444                  0.0257             520.8          14155.8024    14300.4204     -144.6180
         0.6500                  0.0260             530.5          14376.6624    14518.9044     -142.2420
         0.7906                  0.0325             473.8          13088.9663    13244.4144     -155.4481
         0.8000                  0.0330             472.1          13031.3991    13206.7152     -175.3161
         0.9365                  0.0397             439.3          12296.0473    12469.0104     -172.9631
         1.0000                  0.0428             433.3          12105.3271    12335.3496     -230.0225
         1.1322                  0.0495             378.1          10681.2639    11095.5600     -414.2961
         1.2500                  0.0555             395.6          11163.8210    11488.8312     -325.0102
         1.3772                  0.0624             330.0           9074.3587    10015.1352     -940.7765
         1.5044                  0.0693             326.7           9104.7708     9940.1652     -835.3944
         1.6317                  0.0761             333.1           9168.1619    10083.6792     -915.5173
         1.7590                  0.0830             330.7           9310.7831    10028.8440     -718.0609
         1.8863                  0.0899             347.2           9768.5706    10399.8384     -631.2678
         2.0136                  0.0968             331.9           9245.4679    10056.2616     -810.7937
         2.1411                  0.1036             315.5           8576.0864     9687.4092    -1111.3228
         2.2500                  0.1095             323.6           9074.2995     9871.1928     -796.8933
         2.3771                  0.1164             338.7           9363.0920    10210.0572     -846.9652
         2.5044                  0.1233             337.8           9068.5375    10190.3508    -1121.8133
         2.6317                  0.1301             332.3           9220.1563    10066.1148     -845.9585
         2.7591                  0.1370             330.9           9157.3582    10034.4132     -877.0550
         2.8863                  0.1439             336.3           9255.8162    10155.6504     -899.8342
         3.0136                  0.1508             336.5           9243.2397    10161.2196     -917.9799
         3.1411                  0.1576             326.9           9139.7532     9943.5924     -803.8392
         3.2500                  0.1635             328.7           9081.0435     9984.7188     -903.6753
         3.3774                  0.1704             331.1           9189.0581    10038.6972     -849.6391
         3.5047                  0.1773             329.4           9323.9265    10000.1412     -676.2147
         3.6319                  0.1841             326.3           8924.0803     9932.0256    -1007.9453
         3.7594                  0.1910             335.2           9206.3276    10130.3748     -924.0472
         3.8863                  0.1979             319.6           8901.7932     9780.8004     -879.0072
         4.0132                  0.2048             323.7           8942.8022     9871.6212     -928.8190
         4.1406                  0.2116             331.4           8681.4836    10045.5516    -1364.0680
         4.2500                  0.2175             327.6           8716.5774     9960.7284    -1244.1510
         4.3773                  0.2244             322.4           8681.8323     9842.9184    -1161.0861
         4.5045                  0.2313             326.6           8942.1237     9938.0232     -995.8995
         4.6316                  0.2382             335.7           9336.6101    10141.5132     -804.9031
         4.7589                  0.2450             337.8           9328.6916    10190.3508     -861.6592
         4.8861                  0.2519             319.7           8903.5310     9783.7992     -880.2682
         5.0131                  0.2588             331.5           9332.4310    10048.5504     -716.1194
         5.1401                  0.2657             334.2           9239.7669    10109.3832     -869.6163
         5.2500                  0.2716             327.8           9024.9605     9965.8692     -940.9087
         5.3773                  0.2785             342.2           9309.2008    10287.5976     -978.3968
         5.5044                  0.2853             336.1           9441.0835    10150.5096     -709.4261
         5.6315                  0.2922             329.0           9110.7768     9990.7164     -879.9396
         5.7589                  0.2991             331.2           9270.6052    10041.6960     -771.0908
         5.8862                  0.3060             337.0           9432.7939    10171.9296     -739.1357
         6.0133                  0.3128             332.1           9018.1309    10060.9740    -1042.8431
         6.1404                  0.3197             317.8           9140.6685     9740.5308     -599.8623
         6.2500                  0.3256             334.5           9483.2801    10114.5240     -631.2439
         6.3774                  0.3325             322.0           8706.8537     9834.3504    -1127.4967
         6.5047                  0.3394             318.3           8657.2535     9750.3840    -1093.1305
         6.6319                  0.3462             325.0           8953.3123     9902.8944     -949.5821
         6.7592                  0.3531             337.4           8996.8307    10180.4976    -1183.6669
         6.8861                  0.3600             333.0           9249.1179    10081.1088     -831.9909
         7.0132                  0.3669             322.8           8998.5796     9853.2000     -854.6204
         7.1404                  0.3737             335.9           9080.0196    10147.0824    -1067.0628
         7.2500                  0.3796             334.4           8981.4124    10111.9536    -1130.5412
         7.3773                  0.3865             328.8           9162.7923     9986.8608     -824.0685
         7.5047                  0.3934             327.2           8980.8452     9952.1604     -971.3152
         7.6319                  0.4003             319.2           8703.0091     9772.6608    -1069.6517
         7.7592                  0.4071             324.1           8884.8546     9882.7596     -997.9050
         7.8865                  0.4140             329.3           9103.3265     9998.8560     -895.5295
         8.0136                  0.4209             311.8           8455.4645     9605.5848    -1150.1203
         8.1409                  0.4277             327.3           8721.1847     9952.5888    -1231.4041
         8.2500                  0.4336             333.1           8972.1365    10084.1076    -1111.9711
         8.3774                  0.4405             333.1           9206.4922    10084.1076     -877.6154
         8.5047                  0.4474             333.8           9150.2657    10099.9584     -949.6927
         8.6320                  0.4542             333.0           9101.5540    10081.1088     -979.5548
         8.7591                  0.4611             334.3           9175.6722    10110.6684     -934.9962
         8.8864                  0.4680             327.7           8706.7536     9961.5852    -1254.8316
         9.0137                  0.4749             333.4           8897.2399    10090.5336    -1193.2937
         9.1407                  0.4817             342.2           9376.4197    10287.1692     -910.7495
