     collisions(billions)   time(microsecond)   temperature(K)   Etotal(kJ/mol)   KE(kJ/mol)   PE(kJ/mol)
===============================================================================================================
         0.0000                  0.0000            1028.4          18144.0000    18144.0000        0.0000
         0.1000                  0.0048            1003.4          17701.4998    17746.9488      -45.4490
         0.2000                  0.0099             924.6          16472.7940    16498.0368      -25.2428
         0.3000                  0.0153             797.9          14426.4218    14487.6816      -61.2598
         0.4000                  0.0211             694.1          12795.7922    12841.7184      -45.9262
         0.5000                  0.0273             579.4          10952.1894    11024.2944      -72.1050
         0.6010                  0.0339             532.2          10162.3042    10274.9472     -112.6430
         0.6500                  0.0370             516.8           9973.7135    10030.6080      -56.8945
         0.7484                  0.0436             480.6           9344.3781     9456.3504     -111.9723
         0.8000                  0.0471             471.3           9156.5405     9309.9888     -153.4483
         0.8957                  0.0537             448.0           8736.8617     8940.1536     -203.2919
         0.9911                  0.0604             437.9           8586.6842     8780.4864     -193.8022
         1.0000                  0.0610             436.0           8534.6673     8749.6416     -214.9743
         1.0928                  0.0678             383.3           7472.2333     7914.4128     -442.1795
         1.1855                  0.0745             390.6           7733.7910     8030.5344     -296.7434
         1.2500                  0.0792             399.2           7674.0553     8166.9168     -492.8615
         1.3391                  0.0861             338.4           6588.2415     7202.5632     -614.3217
         1.4285                  0.0930             333.2           6436.2571     7118.7984     -682.5413
         1.5178                  0.0998             311.3           6125.7847     6771.6432     -645.8585
         1.6071                  0.1067             314.4           5901.5325     6821.5392     -920.0067
         1.6965                  0.1136             334.4           6216.7850     7137.8496     -921.0646
         1.7857                  0.1205             323.3           5959.0462     6962.4576    -1003.4114
         1.8750                  0.1273             318.7           6091.5686     6890.1840     -798.6154
         1.9641                  0.1342             334.7           6449.8524     7143.2928     -693.4404
         2.0535                  0.1411             337.3           6381.0326     7185.3264     -804.2938
         2.1430                  0.1479             327.9           6000.3824     7036.2432    -1035.8608
         2.2324                  0.1548             330.7           6209.8557     7079.1840     -869.3283
         2.2500                  0.1562             331.2           6348.6487     7088.2560     -739.6073
         2.3393                  0.1630             319.9           6116.7760     6908.6304     -791.8544
         2.4284                  0.1699             331.9           6308.3242     7099.1424     -790.8182
         2.5179                  0.1768             344.5           6666.8311     7298.4240     -631.5929
         2.6071                  0.1837             323.5           6189.1160     6965.1792     -776.0632
         2.6961                  0.1905             322.1           5941.5896     6943.4064    -1001.8168
         2.7856                  0.1974             314.5           6145.4700     6822.4464     -676.9764
         2.8748                  0.2043             329.8           6121.5201     7065.2736     -943.7535
         2.9641                  0.2112             333.3           6067.0636     7121.2176    -1054.1540
         3.0535                  0.2180             325.4           5956.6701     6996.6288    -1039.9587
         3.1427                  0.2249             337.2           6075.9363     7183.2096    -1107.2733
         3.2320                  0.2318             320.3           5830.1912     6914.9808    -1084.7896
         3.2500                  0.2332             318.6           6105.6603     6888.3696     -782.7093
         3.3393                  0.2400             329.9           6063.6062     7066.7856    -1003.1794
         3.4285                  0.2469             328.8           5890.6320     7050.4560    -1159.8240
         3.5177                  0.2538             341.3           6330.9739     7248.5280     -917.5541
         3.6070                  0.2606             319.9           6222.6003     6908.3280     -685.7277
         3.6963                  0.2675             335.5           6167.1095     7155.6912     -988.5817
         3.7855                  0.2744             330.7           6174.8294     7079.1840     -904.3546
         3.8748                  0.2813             331.5           6166.5740     7092.1872     -925.6132
         3.9641                  0.2881             344.0           6265.0941     7290.5616    -1025.4675
         4.0532                  0.2950             329.6           6402.7558     7062.8544     -660.0986
         4.1423                  0.3019             338.5           6688.1371     7204.3776     -516.2405
         4.2314                  0.3087             319.1           5955.6144     6895.9296     -940.3152
         4.2500                  0.3102             321.0           6090.8191     6925.8672     -835.0481
         4.3394                  0.3170             324.8           6038.7434     6985.7424     -946.9990
         4.4287                  0.3239             329.4           6070.6886     7059.5280     -988.8394
         4.5179                  0.3308             332.6           5939.7233     7110.6336    -1170.9103
         4.6072                  0.3377             337.0           6327.6009     7179.5808     -851.9799
         4.6967                  0.3445             321.4           6134.5669     6932.8224     -798.2555
         4.7860                  0.3514             326.5           6138.1514     7013.8656     -875.7142
         4.8755                  0.3583             338.9           6210.1733     7209.8208     -999.6475
         4.9648                  0.3651             334.9           6248.1853     7146.3168     -898.1315
         5.0543                  0.3720             353.5           6738.4825     7440.8544     -702.3719
         5.1438                  0.3789             320.5           5939.7549     6917.7024     -977.9475
         5.2332                  0.3858             347.1           6417.1053     7340.4576     -923.3523
         5.2500                  0.3871             331.3           6259.1781     7090.0704     -830.8923
         5.3392                  0.3939             332.4           6105.4118     7107.0048    -1001.5930
         5.4283                  0.4008             333.8           6572.4617     7128.7776     -556.3159
         5.5175                  0.4077             325.1           6212.3971     6991.1856     -778.7885
         5.6067                  0.4145             329.4           6342.5620     7059.5280     -716.9660
         5.6959                  0.4214             335.1           6447.2006     7149.0384     -701.8378
         5.7851                  0.4283             332.0           6382.6183     7100.6544     -718.0361
         5.8744                  0.4352             317.5           5949.9253     6870.8304     -920.9051
         5.9639                  0.4420             335.7           6139.7612     7159.9248    -1020.1636
         6.0531                  0.4489             329.0           6213.6724     7052.2704     -838.5980
         6.1425                  0.4558             323.4           6306.5752     6964.5744     -657.9992
         6.2317                  0.4626             313.5           6135.9053     6807.3264     -671.4211
         6.2500                  0.4641             330.0           6230.9431     7069.5072     -838.5641
         6.3393                  0.4709             344.3           6419.8690     7296.3072     -876.4382
         6.4286                  0.4778             328.6           6434.3776     7046.2224     -611.8448
         6.5179                  0.4847             327.2           6293.6080     7025.0544     -731.4464
         6.6073                  0.4915             328.2           6130.2385     7040.4768     -910.2383
         6.6965                  0.4984             323.1           6136.5287     6959.1312     -822.6025
         6.7858                  0.5053             338.4           6339.9871     7201.3536     -861.3665
         6.8753                  0.5122             337.5           6303.8545     7187.7456     -883.8911
         6.9647                  0.5190             334.5           6185.7295     7140.5712     -954.8417
         7.0540                  0.5259             334.8           6214.1766     7145.4096     -931.2330
         7.1433                  0.5328             336.7           6325.7341     7175.0448     -849.3107
         7.2327                  0.5397             314.1           6113.3775     6816.3984     -703.0209
         7.2500                  0.5410             324.5           5816.4667     6981.5088    -1165.0421
         7.3394                  0.5479             331.4           6023.6563     7091.5824    -1067.9261
         7.4287                  0.5547             331.1           5952.9417     7087.0464    -1134.1047
         7.5180                  0.5616             317.6           5746.9362     6872.9472    -1126.0110
         7.6074                  0.5685             340.8           6292.2015     7239.4560     -947.2545
         7.6967                  0.5753             323.2           5936.4844     6961.2480    -1024.7636
         7.7860                  0.5822             337.8           6458.1026     7192.5840     -734.4814
         7.8753                  0.5891             343.9           6579.6687     7289.3520     -709.6833
         7.9644                  0.5960             331.9           6327.7017     7099.4448     -771.7431
         8.0537                  0.6028             339.1           6138.5191     7213.7520    -1075.2329
         8.1432                  0.6097             339.0           6300.4778     7211.0304     -910.5526
         8.2326                  0.6166             321.8           6181.1888     6939.4752     -758.2864
         8.2500                  0.6179             329.6           6214.5797     7062.8544     -848.2747
         8.3394                  0.6248             323.3           5982.3736     6962.4576     -980.0840
         8.4285                  0.6317             318.3           6329.9997     6883.8336     -553.8339
         8.5176                  0.6385             315.9           5868.7578     6844.5216     -975.7638
         8.6068                  0.6454             324.8           5904.6016     6986.6496    -1082.0480
         8.6960                  0.6523             331.8           5971.2487     7096.7232    -1125.4745
         8.7854                  0.6592             338.3           6080.1538     7199.8416    -1119.6878
         8.8748                  0.6660             322.5           5806.3417     6950.6640    -1144.3223
         8.9641                  0.6729             326.2           5819.4578     7008.7248    -1189.2670
         9.0533                  0.6798             326.2           6061.1924     7007.8176     -946.6252
         9.1427                  0.6866             324.2           6115.0849     6977.5776     -862.4927
         9.2322                  0.6935             341.3           6428.3360     7248.5280     -820.1920
         9.2500                  0.6949             330.8           6347.0220     7081.6032     -734.5812
         9.3392                  0.7018             339.7           6245.5962     7223.4288     -977.8326
         9.4286                  0.7086             315.1           5768.5554     6831.8208    -1063.2654
         9.5177                  0.7155             329.1           6145.6309     7054.3872     -908.7563
         9.6071                  0.7224             340.7           6249.7600     7239.1536     -989.3936
         9.6962                  0.7292             348.3           6367.2808     7358.9040     -991.6232
         9.7855                  0.7361             327.3           6065.9594     7025.6592     -959.6998
         9.8749                  0.7430             331.1           5948.3562     7086.1392    -1137.7830
         9.9643                  0.7499             315.6           5942.9668     6840.5904     -897.6236
        10.0535                  0.7567             336.3           5990.8511     7169.2992    -1178.4481
        10.1427                  0.7636             306.5           5516.0907     6696.6480    -1180.5573
        10.2320                  0.7705             333.6           6118.4933     7126.6608    -1008.1675
        10.2500                  0.7719             329.7           5850.5943     7064.6688    -1214.0745
        10.3394                  0.7787             327.0           5595.1653     7020.5184    -1425.3531
        10.4288                  0.7856             322.8           5597.2259     6954.2928    -1357.0669
        10.5181                  0.7925             332.5           5986.6808     7107.9120    -1121.2312
        10.6074                  0.7994             324.4           6061.4438     6979.9968     -918.5530
        10.6969                  0.8062             335.6           6451.7733     7157.2032     -705.4299
        10.7862                  0.8131             329.2           6297.4788     7056.8064     -759.3276
        10.8754                  0.8200             333.3           6031.6984     7121.5200    -1089.8216
        10.9647                  0.8268             338.2           6237.2725     7198.9344     -961.6619
        11.0539                  0.8337             329.4           6141.9331     7059.2256     -917.2925
        11.1433                  0.8406             337.3           6171.2606     7184.1168    -1012.8562
        11.2324                  0.8475             327.0           5937.7602     7022.0304    -1084.2702
        11.2500                  0.8488             322.7           5852.3267     6953.6880    -1101.3613
        11.3392                  0.8557             333.2           6003.7305     7119.7056    -1115.9751
        11.4286                  0.8626             319.5           5539.0646     6902.2800    -1363.2154
        11.5178                  0.8694             321.9           5749.8138     6940.0800    -1190.2662
        11.6072                  0.8763             318.9           5712.5722     6892.9056    -1180.3334
        11.6966                  0.8832             319.3           5348.0380     6899.2560    -1551.2180
        11.7863                  0.8900             341.7           5961.7385     7254.5760    -1292.8375
        11.8756                  0.8969             321.0           5843.8054     6926.4720    -1082.6666
        11.9649                  0.9038             319.2           5784.1804     6898.3488    -1114.1684
        12.0541                  0.9107             333.3           5953.7389     7121.8224    -1168.0835
        12.1435                  0.9175             327.8           6115.5533     7034.7312     -919.1779
        12.2328                  0.9244             334.9           5979.2083     7146.3168    -1167.1085
        12.2500                  0.9257             334.7           6001.7541     7143.5952    -1141.8411
        12.3393                  0.9326             331.8           5710.1844     7097.0256    -1386.8412
        12.4286                  0.9395             333.2           6390.7127     7119.4032     -728.6905
        12.5178                  0.9463             331.2           6231.7533     7088.2560     -856.5027
        12.6072                  0.9532             326.0           6289.6644     7005.0960     -715.4316
        12.6966                  0.9601             341.1           6054.2464     7245.5040    -1191.2576
