     collisions(billions)   time(microsecond)   temperature(K)   Etotal(kJ/mol)   KE(kJ/mol)   PE(kJ/mol)
===============================================================================================================
         0.0000                  0.0000            1028.4          18144.0000    18144.0000        0.0000
         0.1000                  0.0048            1067.2          18719.9911    18758.7792      -38.7881
         0.2000                  0.0099             879.8          15726.3299    15786.7920      -60.4621
         0.3000                  0.0154             789.1          14313.1496    14348.8800      -35.7304
         0.4000                  0.0211             703.7          12907.4839    12993.8256      -86.3417
         0.5000                  0.0274             586.9          11008.9602    11141.9280     -132.9678
         0.6012                  0.0339             515.2           9867.4283    10005.2064     -137.7781
         0.6500                  0.0371             522.2          10050.0686    10116.1872      -66.1186
         0.7486                  0.0436             473.5           9206.5226     9343.5552     -137.0326
         0.8000                  0.0471             479.6           9303.1791     9441.5328     -138.3537
         0.8957                  0.0538             443.5           8674.7889     8867.8800     -193.0911
         0.9914                  0.0604             434.1           8381.7861     8719.4016     -337.6155
         1.0000                  0.0610             425.0           8260.5440     8575.7616     -315.2176
         1.0927                  0.0678             387.8           7670.7959     7986.0816     -315.2857
         1.1856                  0.0745             389.6           7749.6652     8014.5072     -264.8420
         1.2500                  0.0792             398.0           8036.6718     8146.3536     -109.6818
         1.3393                  0.0861             327.5           6364.6285     7029.8928     -665.2643
         1.4285                  0.0929             338.2           6531.1319     7199.2368     -668.1049
         1.5177                  0.0998             336.9           6243.4137     7178.9760     -935.5623
         1.6071                  0.1067             330.4           6305.3123     7074.6480     -769.3357
         1.6963                  0.1136             313.1           5754.5825     6801.2784    -1046.6959
         1.7855                  0.1204             329.3           6175.1910     7058.3184     -883.1274
         1.8748                  0.1273             335.0           6308.4632     7148.4336     -839.9704
         1.9641                  0.1342             337.8           6251.6174     7191.9792     -940.3618
         2.0536                  0.1410             342.0           6191.1534     7259.4144    -1068.2610
         2.1430                  0.1479             326.4           6116.4881     7012.3536     -895.8655
         2.2323                  0.1548             324.8           5959.5467     6986.3472    -1026.8005
         2.2500                  0.1562             315.9           5683.3774     6846.0336    -1162.6562
         2.3393                  0.1630             316.8           6016.0438     6859.6416     -843.5978
         2.4287                  0.1699             332.2           6342.8499     7103.9808     -761.1309
         2.5180                  0.1768             323.2           5912.2004     6961.5504    -1049.3500
         2.6072                  0.1836             337.3           6311.3556     7185.0240     -873.6684
         2.6965                  0.1905             331.1           6380.4130     7085.8368     -705.4238
         2.7859                  0.1974             334.4           6410.6513     7138.7568     -728.1055
         2.8752                  0.2043             340.3           6251.9502     7232.8032     -980.8530
         2.9644                  0.2111             320.2           5952.0397     6912.8640     -960.8243
         3.0539                  0.2180             339.6           6461.7049     7220.4048     -758.6999
         3.1433                  0.2249             341.2           6448.9589     7246.1088     -797.1499
         3.2326                  0.2317             312.1           5912.1107     6784.9488     -872.8381
         3.2500                  0.2331             327.3           6167.0945     7025.6592     -858.5647
         3.3394                  0.2400             324.4           5995.9176     6980.2992     -984.3816
         3.4285                  0.2468             327.1           6211.3577     7023.5424     -812.1847
         3.5178                  0.2537             321.1           5977.4428     6927.3792     -949.9364
         3.6072                  0.2606             338.7           6444.7320     7206.1920     -761.4600
         3.6962                  0.2674             331.5           6296.2136     7092.4896     -796.2760
         3.7854                  0.2743             324.6           6174.0523     6982.7184     -808.6661
         3.8748                  0.2812             340.5           6190.3047     7235.8272    -1045.5225
         3.9640                  0.2881             332.3           6356.1157     7106.0976     -749.9819
         4.0535                  0.2949             335.2           6189.2029     7152.0624     -962.8595
         4.1430                  0.3018             336.6           6202.1221     7174.1376     -972.0155
         4.2324                  0.3087             340.9           6359.1659     7242.4800     -883.3141
         4.2500                  0.3100             320.3           5854.3901     6914.3760    -1059.9859
         4.3393                  0.3169             328.2           6396.4424     7039.8720     -643.4296
         4.4285                  0.3238             322.5           6013.8269     6950.6640     -936.8371
         4.5176                  0.3306             335.0           6336.2212     7147.8288     -811.6076
         4.6068                  0.3375             326.2           6240.2255     7008.1200     -767.8945
         4.6961                  0.3444             324.3           6313.0726     6979.0896     -666.0170
         4.7854                  0.3513             338.7           6416.5751     7206.1920     -789.6169
         4.8748                  0.3581             325.8           6127.8340     7002.9792     -875.1452
         4.9638                  0.3650             331.1           6168.0251     7086.1392     -918.1141
         5.0532                  0.3719             326.9           6170.8913     7019.3088     -848.4175
         5.1424                  0.3787             324.1           6287.7727     6974.8560     -687.0833
         5.2318                  0.3856             325.4           6152.7470     6996.3264     -843.5794
         5.2500                  0.3870             327.4           6432.3076     7027.1712     -594.8636
         5.3393                  0.3939             322.1           6223.5142     6943.1040     -719.5898
         5.4287                  0.4008             324.5           6193.7708     6981.5088     -787.7380
         5.5177                  0.4076             335.9           6344.5628     7162.3440     -817.7812
         5.6069                  0.4145             331.9           6163.7034     7098.2352     -934.5318
         5.6963                  0.4214             329.2           5829.0901     7055.5968    -1226.5067
         5.7857                  0.4283             342.7           6277.0537     7270.6032     -993.5495
         5.8750                  0.4351             341.9           6262.3494     7257.9024     -995.5530
         5.9645                  0.4420             326.1           6125.8593     7007.5152     -881.6559
         6.0539                  0.4489             334.3           6219.0983     7137.2448     -918.1465
         6.1433                  0.4557             337.3           6204.3781     7183.8144     -979.4363
         6.2328                  0.4626             323.5           5933.7912     6966.0864    -1032.2952
         6.2500                  0.4639             323.5           5873.3306     6965.7840    -1092.4534
         6.3394                  0.4708             322.1           5940.6857     6942.8016    -1002.1159
         6.4288                  0.4777             328.3           6263.7692     7041.9888     -778.2196
         6.5181                  0.4846             321.8           5993.0273     6939.4752     -946.4479
         6.6073                  0.4914             338.0           6195.6875     7195.6080     -999.9205
         6.6968                  0.4983             332.3           5967.5806     7105.7952    -1138.2146
         6.7861                  0.5052             316.1           5876.7520     6848.4528     -971.7008
         6.8756                  0.5120             349.8           6567.2755     7383.3984     -816.1229
         6.9649                  0.5189             331.2           6153.2235     7087.3488     -934.1253
         7.0540                  0.5258             330.2           6021.9538     7071.6240    -1049.6702
         7.1433                  0.5327             339.5           6429.0650     7219.4976     -790.4326
         7.2325                  0.5395             320.4           6132.4343     6916.7952     -784.3609
         7.2500                  0.5409             318.0           6177.2050     6878.9952     -701.7902
         7.3393                  0.5477             341.1           6168.2212     7244.5968    -1076.3756
         7.4287                  0.5546             339.2           6189.6310     7214.9616    -1025.3306
         7.5179                  0.5615             325.1           5969.4882     6990.8832    -1021.3950
         7.6072                  0.5684             334.4           6207.2398     7137.8496     -930.6098
         7.6965                  0.5752             329.2           5943.3501     7055.8992    -1112.5491
         7.7858                  0.5821             324.4           6091.1253     6980.2992     -889.1739
         7.8751                  0.5890             335.6           6167.6747     7158.4128     -990.7381
         7.9645                  0.5958             343.7           5955.8220     7286.3280    -1330.5060
         8.0539                  0.6027             324.2           5871.8756     6977.5776    -1105.7020
         8.1432                  0.6096             330.3           5742.8213     7073.1360    -1330.3147
         8.2326                  0.6165             330.0           6056.3733     7068.6000    -1012.2267
         8.2500                  0.6178             335.6           6205.5648     7156.9008     -951.3360
         8.3394                  0.6247             322.6           5918.5669     6951.5712    -1033.0043
         8.4286                  0.6315             328.5           6464.5583     7044.7104     -580.1521
         8.5181                  0.6384             341.7           6397.8063     7254.8784     -857.0721
         8.6073                  0.6453             316.9           6021.4736     6861.1536     -839.6800
         8.6966                  0.6522             323.5           6192.6812     6965.4816     -772.8004
         8.7859                  0.6590             325.3           6140.9022     6993.9072     -853.0050
         8.8750                  0.6659             331.9           6277.4088     7098.5376     -821.1288
         8.9644                  0.6728             328.2           6293.4065     7040.7792     -747.3727
         9.0539                  0.6797             345.9           6501.2905     7321.4064     -820.1159
         9.1432                  0.6865             329.6           6141.7576     7063.1568     -921.3992
         9.2326                  0.6934             326.1           6205.4689     7007.5152     -802.0463
         9.2500                  0.6947             327.5           6447.5971     7028.6832     -581.0861
         9.3392                  0.7016             327.8           6092.6017     7034.1264     -941.5247
         9.4286                  0.7085             315.5           5951.3953     6839.3808     -887.9855
         9.5178                  0.7154             320.4           6207.8618     6915.8880     -708.0262
         9.6071                  0.7222             320.8           6194.1862     6923.1456     -728.9594
         9.6963                  0.7291             347.2           6593.0615     7342.2720     -749.2105
         9.7855                  0.7360             351.3           6670.8620     7406.6832     -735.8212
         9.8748                  0.7428             331.3           6243.3952     7089.7680     -846.3728
         9.9642                  0.7497             339.5           6363.3445     7220.1024     -856.7579
        10.0536                  0.7566             334.9           6369.7060     7147.2240     -777.5180
        10.1430                  0.7635             331.1           6214.8520     7085.5344     -870.6824
        10.2325                  0.7703             331.2           6205.2247     7087.9536     -882.7289
        10.2500                  0.7717             315.8           6125.0482     6844.2192     -719.1710
        10.3393                  0.7786             335.2           6297.8286     7150.8528     -853.0242
        10.4284                  0.7854             328.0           6080.1781     7037.4528     -957.2747
        10.5177                  0.7923             327.5           5877.9667     7029.5904    -1151.6237
        10.6070                  0.7992             313.6           5703.6090     6808.8384    -1105.2294
        10.6960                  0.8060             316.6           5838.2728     6856.9200    -1018.6472
        10.7853                  0.8129             333.6           6403.9218     7126.6608     -722.7390
        10.8743                  0.8198             321.1           5998.7168     6927.3792     -928.6624
        10.9635                  0.8267             321.0           5957.1792     6926.4720     -969.2928
        11.0528                  0.8335             340.7           6295.7908     7238.2464     -942.4556
        11.1420                  0.8404             333.6           6155.1635     7125.4512     -970.2877
        11.2314                  0.8473             335.6           6205.5327     7158.4128     -952.8801
        11.2500                  0.8487             327.1           6164.6896     7022.9376     -858.2480
        11.3393                  0.8556             330.8           6293.6084     7080.9984     -787.3900
        11.4287                  0.8625             330.3           6189.3222     7072.8336     -883.5114
        11.5179                  0.8693             325.2           6162.6580     6992.3952     -829.7372
        11.6074                  0.8762             318.8           5873.4425     6890.4864    -1017.0439
        11.6968                  0.8831             320.9           5861.1013     6924.9600    -1063.8587
        11.7860                  0.8900             343.1           6452.0441     7276.6512     -824.6071
        11.8752                  0.8968             337.1           6470.9687     7180.7904     -709.8217
        11.9644                  0.9037             335.0           6339.3240     7148.7360     -809.4120
        12.0537                  0.9106             322.3           6201.9670     6947.0352     -745.0682
        12.1431                  0.9174             324.6           6367.4376     6982.7184     -615.2808
        12.2326                  0.9243             336.1           6322.1502     7165.6704     -843.5202
        12.2500                  0.9257             330.0           6247.2685     7068.6000     -821.3315
        12.3393                  0.9325             334.3           6393.2720     7136.6400     -743.3680
        12.4285                  0.9394             334.5           6528.0276     7140.5712     -612.5436
        12.5178                  0.9463             339.8           6489.1547     7223.7312     -734.5765
        12.6071                  0.9531             344.2           6590.4258     7294.7952     -704.3694
        12.6965                  0.9600             327.4           6352.0820     7026.8688     -674.7868
        12.7859                  0.9669             333.0           6436.7209     7116.6816     -679.9607
