     collisions(billions)   time(microsecond)   temperature(K)   Etotal(kJ/mol)   KE(kJ/mol)   PE(kJ/mol)
===============================================================================================================
         0.0000                  0.0000            1028.4          18144.3600    18144.0000        0.3600
         0.1000                  0.0048            1028.9          18133.0009    18151.8624      -18.8615
         0.2000                  0.0099             940.2          16694.7881    16744.7952      -50.0071
         0.3000                  0.0153             795.4          14413.7229    14448.9744      -35.2515
         0.4000                  0.0211             686.1          12675.3268    12715.6176      -40.2908
         0.5000                  0.0274             595.0          11250.3627    11271.3552      -20.9925
         0.6013                  0.0339             538.0          10285.0300    10366.8768      -81.8468
         0.6500                  0.0370             528.4          10133.4037    10214.1648      -80.7611
         0.7485                  0.0436             465.7           9059.5816     9220.4784     -160.8968
         0.8000                  0.0471             460.8           9076.7557     9143.6688      -66.9131
         0.8957                  0.0537             423.8           8428.5251     8557.0128     -128.4877
         0.9912                  0.0604             428.2           8479.8409     8626.5648     -146.7239
         1.0000                  0.0610             441.8           8635.6631     8840.9664     -205.3033
         1.0928                  0.0678             380.8           7516.7935     7873.5888     -356.7953
         1.1855                  0.0745             397.1           7779.4635     8132.1408     -352.6773
         1.2500                  0.0792             380.0           7590.3297     7862.0976     -271.7679
         1.3391                  0.0861             326.0           6194.1525     7004.7936     -810.6411
         1.4284                  0.0929             323.3           6471.5657     6961.8528     -490.2871
         1.5175                  0.0998             332.1           6286.6534     7102.1664     -815.5130
         1.6066                  0.1067             325.9           6307.6028     7003.5840     -695.9812
         1.6957                  0.1136             318.5           6202.8394     6887.1600     -684.3206
         1.7849                  0.1204             320.0           5862.8389     6909.8400    -1047.0011
         1.8743                  0.1273             326.4           6363.6920     7011.7488     -648.0568
         1.9635                  0.1342             322.9           5859.3164     6955.8048    -1096.4884
         2.0527                  0.1411             309.8           5964.2863     6748.6608     -784.3745
         2.1418                  0.1479             327.5           6326.9610     7029.8928     -702.9318
         2.2309                  0.1548             339.4           6386.6336     7218.2880     -831.6544
         2.2500                  0.1563             321.2           6220.7870     6929.1936     -708.4066
         2.3392                  0.1631             325.1           6238.7517     6991.7904     -753.0387
         2.4284                  0.1700             330.4           6348.5037     7074.6480     -726.1443
         2.5178                  0.1769             317.4           5902.2839     6869.3184     -967.0345
         2.6071                  0.1838             343.0           6405.5630     7274.8368     -869.2738
         2.6963                  0.1906             328.6           5995.6868     7046.2224    -1050.5356
         2.7858                  0.1975             318.9           5683.6460     6893.5104    -1209.8644
         2.8753                  0.2044             328.3           6570.0274     7042.2912     -472.2638
         2.9645                  0.2112             327.7           6076.1358     7032.9168     -956.7810
         3.0539                  0.2181             325.0           6165.0082     6989.0688     -824.0606
         3.1433                  0.2250             329.8           5974.6888     7065.8784    -1091.1896
         3.2327                  0.2319             336.1           6307.4272     7166.2752     -858.8480
