     collisions(billions)   time(microsecond)   temperature(K)   Etotal(kJ/mol)   KE(kJ/mol)   PE(kJ/mol)
===============================================================================================================
         0.0000                  0.0000            1028.4          18144.0360    18144.0000        0.0360
         0.1000                  0.0048            1029.1          18110.2349    18153.6768      -43.4419
         0.2000                  0.0099             908.3          16200.7358    16238.8800      -38.1442
         0.3000                  0.0153             780.3          14183.3853    14209.1712      -25.7859
         0.4000                  0.0211             678.6          12549.8031    12595.8672      -46.0641
         0.5000                  0.0273             574.2          10905.7680    10941.1344      -35.3664
         0.6016                  0.0338             511.3           9756.3234     9943.2144     -186.8910
         0.6500                  0.0369             525.2          10055.1938    10164.2688     -109.0750
         0.7487                  0.0435             478.4           9336.3842     9421.5744      -85.1902
         0.8000                  0.0469             482.5           9336.8736     9487.1952     -150.3216
         0.8958                  0.0536             437.7           8532.5542     8775.9504     -243.3962
         0.9915                  0.0602             419.7           8294.1800     8491.9968     -197.8168
         1.0000                  0.0608             428.7           8440.7356     8633.8224     -193.0868
         1.0931                  0.0676             391.2           7794.0138     8039.0016     -244.9878
         1.1861                  0.0743             394.8           7726.5955     8097.0624     -370.4669
         1.2500                  0.0790             395.7           7795.9963     8110.9728     -314.9765
         1.3395                  0.0858             328.6           6329.7086     7047.4320     -717.7234
         1.4291                  0.0927             330.3           6205.3687     7072.8336     -867.4649
         1.5184                  0.0996             332.2           6316.2795     7104.2832     -788.0037
         1.6079                  0.1065             332.3           6383.7758     7104.5856     -720.8098
         1.6974                  0.1133             329.2           6229.3791     7056.8064     -827.4273
         1.7870                  0.1202             341.4           6566.6290     7250.3424     -683.7134
         1.8766                  0.1271             330.0           6518.8073     7068.9024     -550.0951
         1.9662                  0.1339             339.3           6583.6258     7215.8688     -632.2430
         2.0556                  0.1408             316.5           6039.3349     6854.5008     -815.1659
         2.1450                  0.1477             309.4           5690.0089     6742.6128    -1052.6039
         2.2346                  0.1546             322.5           6010.4674     6950.0592     -939.5918
         2.2500                  0.1557             323.6           5963.2347     6967.9008    -1004.6661
         2.3396                  0.1626             325.1           5917.6155     6990.5808    -1072.9653
         2.4292                  0.1695             329.2           5998.3546     7055.8992    -1057.5446
         2.5187                  0.1764             330.0           6144.8179     7068.6000     -923.7821
         2.6083                  0.1832             321.4           5786.0807     6932.5200    -1146.4393
