     collisions(billions)   time(microsecond)   temperature(K)   Etotal(kJ/mol)   KE(kJ/mol)   PE(kJ/mol)
===============================================================================================================
         0.0000                  0.0000            1028.4          18136.7160    18144.0000       -7.2840
         0.1000                  0.0048            1052.9          18475.2476    18531.9792      -56.7316
         0.2000                  0.0099             928.3          16506.5961    16556.4000      -49.8039
         0.3000                  0.0153             781.3          14192.1446    14224.5936      -32.4490
         0.4000                  0.0211             686.0          12695.8724    12714.4080      -18.5356
         0.5000                  0.0273             581.5          10978.3147    11057.5584      -79.2437
         0.6014                  0.0338             526.5          10086.0791    10184.2272      -98.1481
         0.6500                  0.0369             526.2          10087.9484    10179.9936      -92.0452
         0.7487                  0.0435             482.2           9332.7634     9482.3568     -149.5934
         0.8000                  0.0470             483.9           9384.4311     9509.8752     -125.4441
         0.8961                  0.0536             460.8           8897.1224     9142.1568     -245.0344
         0.9920                  0.0603             434.5           8617.6658     8726.0544     -108.3886
         1.0000                  0.0608             446.3           8714.0578     8913.2400     -199.1822
         1.0931                  0.0676             396.3           7764.3900     8120.6496     -356.2596
         1.1862                  0.0743             392.1           7759.6389     8052.9120     -293.2731
         1.2500                  0.0790             374.6           7487.3557     7775.6112     -288.2555
         1.3394                  0.0858             327.5           6199.7415     7028.6832     -828.9417
         1.4290                  0.0927             337.7           6458.0063     7190.1648     -732.1585
         1.5185                  0.0996             354.7           6489.2454     7460.5104     -971.2650
         1.6081                  0.1065             319.2           5843.2678     6898.0464    -1054.7786
         1.6974                  0.1133             324.1           6008.7088     6975.1584     -966.4496
         1.7870                  0.1202             326.2           6305.8982     7008.4224     -702.5242
         1.8765                  0.1271             322.1           6120.5592     6943.4064     -822.8472
         1.9662                  0.1339             331.1           6448.0922     7085.5344     -637.4422
         2.0555                  0.1408             326.9           6329.9874     7019.3088     -689.3214
         2.1453                  0.1477             322.3           6213.1611     6946.1280     -732.9669
         2.2349                  0.1546             329.0           6070.5569     7052.2704     -981.7135
         2.2500                  0.1557             340.2           6177.9464     7230.6864    -1052.7400
         2.3396                  0.1626             329.5           6210.5303     7060.1328     -849.6025
         2.4292                  0.1695             338.2           6364.4290     7199.5392     -835.1102
         2.5186                  0.1763             340.4           6271.8401     7233.1056     -961.2655
         2.6082                  0.1832             322.0           5835.6834     6941.2896    -1105.6062
         2.6979                  0.1901             341.1           6455.3667     7244.2944     -788.9277
         2.7874                  0.1970             329.9           6197.3358     7067.3904     -870.0546
         2.8773                  0.2038             322.0           5832.8990     6941.8944    -1108.9954
         2.9671                  0.2107             334.9           6310.3878     7146.0144     -835.6266
         3.0567                  0.2176             330.7           6220.0017     7079.4864     -859.4847
         3.1461                  0.2244             319.0           6095.3542     6894.1152     -798.7610
         3.2357                  0.2313             315.9           5929.1269     6845.1264     -915.9995
         3.2500                  0.2324             322.9           6207.4958     6956.1072     -748.6114
         3.3396                  0.2393             324.3           6136.0412     6978.4848     -842.4436
         3.4292                  0.2462             337.0           6193.4828     7179.8832     -986.4004
         3.5187                  0.2530             337.8           6182.7508     7191.9792    -1009.2284
         3.6081                  0.2599             322.1           6185.7408     6942.8016     -757.0608
         3.6977                  0.2668             335.9           5971.0176     7162.9488    -1191.9312
         3.7873                  0.2736             331.9           6402.7046     7098.5376     -695.8330
         3.8769                  0.2805             346.6           6492.3953     7332.2928     -839.8975
         3.9663                  0.2874             340.7           6323.1190     7238.2464     -915.1274
         4.0557                  0.2943             323.9           6197.7681     6972.1344     -774.3663
         4.1449                  0.3011             331.7           6190.6131     7096.1184     -905.5053
         4.2344                  0.3080             325.1           6393.9879     6991.7904     -597.8025
         4.2500                  0.3092             332.1           6497.8964     7102.4688     -604.5724
         4.3395                  0.3161             341.9           6373.1763     7258.2048     -885.0285
         4.4290                  0.3229             325.9           6165.5012     7003.8864     -838.3852
         4.5184                  0.3298             332.1           6304.1534     7102.7712     -798.6178
         4.6080                  0.3367             319.1           5815.2216     6895.6272    -1080.4056
         4.6976                  0.3436             326.6           5897.4677     7014.1680    -1116.7003
         4.7874                  0.3504             333.9           6228.2773     7129.9872     -901.7099
         4.8770                  0.3573             325.8           6237.3592     7002.0720     -764.7128
         4.9664                  0.3642             319.9           6295.2245     6908.9328     -613.7083
         5.0558                  0.3710             316.4           5914.8728     6852.6864     -937.8136
         5.1454                  0.3779             319.9           5821.0120     6909.2352    -1088.2232
         5.2350                  0.3848             336.4           6064.2163     7171.1136    -1106.8973
         5.2500                  0.3859             323.7           5709.4736     6968.5056    -1259.0320
         5.3399                  0.3928             340.7           5885.8673     7238.2464    -1352.3791
         5.4295                  0.3997             331.7           6145.2029     7095.5136     -950.3107
         5.5191                  0.4066             335.4           5996.1055     7153.8768    -1157.7713
         5.6087                  0.4134             320.8           6112.8348     6922.8432     -810.0084
         5.6982                  0.4203             327.9           6130.8162     7035.0336     -904.2174
         5.7878                  0.4272             327.4           5571.7089     7026.8688    -1455.1599
         5.8774                  0.4340             335.8           5838.5018     7161.1344    -1322.6326
         5.9672                  0.4409             317.6           5807.1982     6872.3424    -1065.1442
         6.0568                  0.4478             320.8           6011.7362     6923.4480     -911.7118
         6.1465                  0.4547             330.2           6309.9110     7071.6240     -761.7130
         6.2361                  0.4615             338.1           6333.2442     7197.4224     -864.1782
         6.2500                  0.4626             319.9           6093.8226     6909.2352     -815.4126
         6.3395                  0.4695             326.9           6254.4724     7019.3088     -764.8364
         6.4289                  0.4763             331.1           6010.4944     7087.0464    -1076.5520
         6.5183                  0.4832             335.3           6131.8241     7153.5744    -1021.7503
         6.6078                  0.4901             333.2           6521.6756     7119.7056     -598.0300
         6.6974                  0.4970             330.7           6331.4097     7080.0912     -748.6815
         6.7870                  0.5038             329.8           6371.4635     7065.2736     -693.8101
         6.8766                  0.5107             332.9           6306.8080     7115.4720     -808.6640
         6.9660                  0.5176             332.1           6306.6180     7102.1664     -795.5484
         7.0555                  0.5245             327.1           6285.7799     7023.2400     -737.4601
         7.1451                  0.5313             321.9           6237.6472     6939.7776     -702.1304
         7.2347                  0.5382             329.8           6511.7969     7065.2736     -553.4767
         7.2500                  0.5394             325.7           6143.7445     7001.1648     -857.4203
         7.3397                  0.5462             326.8           6269.9855     7018.0992     -748.1137
         7.4293                  0.5531             336.4           6460.3786     7170.5088     -710.1302
         7.5190                  0.5600             325.8           5734.7158     7001.4672    -1266.7514
         7.6086                  0.5669             328.7           5577.7632     7048.9440    -1471.1808
         7.6983                  0.5737             322.3           5985.9504     6946.7328     -960.7824
         7.7879                  0.5806             328.9           6274.2087     7051.0608     -776.8521
         7.8773                  0.5875             311.0           5923.4514     6768.0144     -844.5630
         7.9669                  0.5943             321.1           6218.6843     6927.3792     -708.6949
         8.0564                  0.6012             332.8           6314.5337     7113.3552     -798.8215
         8.1458                  0.6081             327.9           6398.9873     7035.3360     -636.3487
         8.2355                  0.6150             333.1           6270.8066     7117.5888     -846.7822
         8.2500                  0.6161             327.8           6126.8014     7034.1264     -907.3250
         8.3396                  0.6229             325.4           5979.8021     6995.7216    -1015.9195
         8.4294                  0.6298             336.8           6365.8401     7175.9520     -810.1119
         8.5188                  0.6367             337.7           6449.4390     7191.3744     -741.9354
         8.6084                  0.6436             322.9           6124.8954     6955.5024     -830.6070
         8.6979                  0.6504             326.4           6417.2820     7012.0512     -594.7692
         8.7874                  0.6573             336.3           6277.1862     7168.9968     -891.8106
         8.8768                  0.6642             333.8           6260.5810     7129.3824     -868.8014
