     collisions(billions)   time(microsecond)   temperature(K)   Etotal(kJ/mol)   KE(kJ/mol)   PE(kJ/mol)
===============================================================================================================
         0.0000                  0.0000            1028.4          18136.7160    18144.0000       -7.2840
         0.1000                  0.0049            1036.6          18243.2799    18273.7296      -30.4497
         0.2000                  0.0100             917.9          16348.6848    16391.5920      -42.9072
         0.3000                  0.0154             803.9          14558.4405    14583.8448      -25.4043
         0.4000                  0.0212             675.6          12480.0334    12549.2976      -69.2642
         0.5000                  0.0275             597.1          11203.8655    11304.6192     -100.7537
         0.6005                  0.0340             527.2          10018.3375    10195.1136     -176.7761
         0.6500                  0.0372             519.7           9923.7709    10077.1776     -153.4067
         0.7481                  0.0438             458.4           8976.6494     9105.2640     -128.6146
         0.8000                  0.0473             487.2           9446.6872     9560.9808     -114.2936
         0.8952                  0.0540             445.0           8756.6970     8892.3744     -135.6774
         0.9902                  0.0607             432.0           8506.0581     8686.4400     -180.3819
         1.0000                  0.0614             435.4           8526.2098     8740.5696     -214.3598
         1.0923                  0.0681             389.7           7620.7095     8015.7168     -395.0073
         1.1848                  0.0749             395.3           7803.4350     8104.9248     -301.4898
         1.2500                  0.0796             375.7           7447.9178     7792.8480     -344.9302
         1.3387                  0.0865             318.0           6086.9808     6878.3904     -791.4096
         1.4276                  0.0934             325.2           6128.4391     6993.0000     -864.5609
         1.5167                  0.1002             327.6           6463.7531     7030.8000     -567.0469
         1.6054                  0.1071             329.8           6062.6291     7065.5760    -1002.9469
         1.6943                  0.1140             334.6           6206.4466     7141.1760     -934.7294
         1.7833                  0.1209             331.7           6194.4511     7095.5136     -901.0625
         1.8722                  0.1277             324.7           5850.9562     6984.2304    -1133.2742
         1.9612                  0.1346             321.0           5630.9988     6925.5648    -1294.5660
         2.0499                  0.1415             334.9           6401.8712     7146.0144     -744.1432
         2.1388                  0.1483             318.6           5800.8806     6888.3696    -1087.4890
         2.2277                  0.1552             339.2           5864.6331     7214.9616    -1350.3285
         2.2500                  0.1569             327.1           5821.2614     7022.3328    -1201.0714
         2.3390                  0.1638             318.0           5448.5714     6878.6928    -1430.1214
         2.4279                  0.1707             319.5           5562.1455     6902.2800    -1340.1345
         2.5169                  0.1775             322.4           5515.9837     6948.8496    -1432.8659
         2.6058                  0.1844             326.3           5758.3659     7009.9344    -1251.5685
         2.6945                  0.1913             315.5           5667.9480     6838.7760    -1170.8280
         2.7834                  0.1982             329.6           6000.5986     7062.2496    -1061.6510
         2.8723                  0.2050             315.4           5950.6174     6836.6592     -886.0418
         2.9612                  0.2119             314.3           5843.1613     6819.7248     -976.5635
         3.0502                  0.2188             329.1           6132.9722     7054.9920     -922.0198
         3.1389                  0.2256             325.3           6204.5459     6994.8144     -790.2685
         3.2276                  0.2325             327.2           6198.1822     7025.0544     -826.8722
         3.2500                  0.2342             323.7           5847.2722     6968.2032    -1120.9310
         3.3390                  0.2411             319.6           5897.4880     6904.6992    -1007.2112
         3.4281                  0.2480             345.4           6553.3807     7313.5440     -760.1633
         3.5169                  0.2549             331.5           6060.1408     7093.3968    -1033.2560
         3.6057                  0.2617             328.6           5955.9164     7046.5248    -1090.6084
         3.6945                  0.2686             339.3           6204.4221     7216.4736    -1012.0515
         3.7833                  0.2755             342.1           6366.8677     7261.2288     -894.3611
         3.8722                  0.2824             333.6           6127.1993     7126.6608     -999.4615
         3.9608                  0.2892             332.2           6179.9390     7103.0736     -923.1346
         4.0497                  0.2961             345.5           6203.3979     7315.0560    -1111.6581
         4.1385                  0.3030             324.0           5770.5332     6973.6464    -1203.1132
         4.2273                  0.3098             331.8           5796.2899     7097.6304    -1301.3405
         4.2500                  0.3116             328.8           6022.6542     7049.5488    -1026.8946
         4.3390                  0.3185             329.2           6273.4547     7055.5968     -782.1421
         4.4278                  0.3253             343.5           6395.4539     7283.6064     -888.1525
         4.5167                  0.3322             320.4           5996.2527     6915.8880     -919.6353
         4.6053                  0.3391             325.9           6137.4659     7004.4912     -867.0253
         4.6937                  0.3460             340.1           6244.5342     7229.1744     -984.6402
         4.7828                  0.3528             335.6           6187.4560     7157.5056     -970.0496
         4.8716                  0.3597             340.2           6134.4590     7230.6864    -1096.2274
         4.9606                  0.3666             347.5           6139.3912     7347.1104    -1207.7192
         5.0497                  0.3734             331.9           6006.9822     7098.2352    -1091.2530
         5.1385                  0.3803             333.8           6033.1171     7128.4752    -1095.3581
         5.2275                  0.3872             334.7           6336.2467     7143.2928     -807.0461
         5.2500                  0.3889             329.3           6065.0745     7057.4112     -992.3367
         5.3389                  0.3958             330.8           6256.1103     7082.2080     -826.0977
         5.4276                  0.4027             340.4           6421.4958     7233.4080     -811.9122
         5.5165                  0.4095             327.3           6019.3894     7026.2640    -1006.8746
         5.6055                  0.4164             329.6           6093.5644     7062.2496     -968.6852
         5.6942                  0.4233             334.4           5977.6195     7139.3616    -1161.7421
         5.7831                  0.4302             317.6           5659.4551     6872.3424    -1212.8873
         5.8719                  0.4370             329.0           6084.2230     7052.5728     -968.3498
         5.9607                  0.4439             321.9           5880.6497     6940.9872    -1060.3375
         6.0497                  0.4508             327.3           5777.1375     7026.5664    -1249.4289
         6.1386                  0.4576             345.1           5911.9274     7307.7984    -1395.8710
         6.2277                  0.4645             322.5           5817.6258     6949.1520    -1131.5262
         6.2500                  0.4663             331.4           5932.3480     7090.9776    -1158.6296
         6.3388                  0.4731             323.7           5786.6131     6968.2032    -1181.5901
         6.4277                  0.4800             325.7           5826.1290     7001.1648    -1175.0358
         6.5167                  0.4869             321.9           5649.3229     6940.6848    -1291.3619
         6.6054                  0.4937             332.4           5803.0243     7106.4000    -1303.3757
         6.6944                  0.5006             325.9           5861.8993     7003.8864    -1141.9871
         6.7833                  0.5075             330.7           5602.8197     7080.0912    -1477.2715
         6.8724                  0.5144             328.7           5950.5226     7048.0368    -1097.5142
         6.9614                  0.5212             317.2           5667.6136     6865.3872    -1197.7736
         7.0503                  0.5281             328.3           5994.1451     7042.5936    -1048.4485
         7.1393                  0.5350             332.2           5755.8642     7103.9808    -1348.1166
         7.2284                  0.5418             322.5           5606.4526     6949.1520    -1342.6994
         7.2500                  0.5435             317.3           5534.1275     6867.5040    -1333.3765
         7.3391                  0.5504             320.1           5800.5747     6912.2592    -1111.6845
         7.4282                  0.5573             340.9           6268.5744     7240.9680     -972.3936
         7.5170                  0.5641             337.6           5960.3688     7188.6528    -1228.2840
         7.6060                  0.5710             327.0           5890.6354     7021.7280    -1131.0926
         7.6950                  0.5779             328.5           6176.5983     7044.7104     -868.1121
         7.7839                  0.5847             327.0           5990.2114     7020.8208    -1030.6094
         7.8730                  0.5916             328.2           5841.4013     7039.5696    -1198.1683
         7.9619                  0.5985             340.3           6253.2631     7232.1984     -978.9353
         8.0508                  0.6054             333.9           6183.0161     7130.8944     -947.8783
         8.1398                  0.6122             332.7           6156.2616     7111.2384     -954.9768
         8.2285                  0.6191             329.5           6302.3645     7060.7376     -758.3731
         8.2500                  0.6208             334.1           6251.4697     7133.3136     -881.8439
         8.3389                  0.6276             314.8           5681.1175     6827.8896    -1146.7721
         8.4275                  0.6345             345.7           6686.2992     7318.0800     -631.7808
         8.5163                  0.6414             328.4           6208.7035     7043.1984     -834.4949
         8.6052                  0.6483             326.3           5988.9427     7009.6320    -1020.6893
         8.6940                  0.6551             342.6           6051.9012     7269.0912    -1217.1900
         8.7829                  0.6620             341.2           5881.2107     7247.0160    -1365.8053
