     collisions(billions)   time(microsecond)   temperature(K)   Etotal(kJ/mol)   KE(kJ/mol)   PE(kJ/mol)
===============================================================================================================
         0.0000                  0.0000            1028.4          18144.0000    18144.0000        0.0000
         0.1000                  0.0049            1014.5          17883.2572    17922.6432      -39.3860
         0.2000                  0.0100             921.7          16416.3381    16451.4672      -35.1291
         0.3000                  0.0154             819.6          14796.3191    14832.4176      -36.0985
         0.4000                  0.0212             703.1          12925.7307    12985.6608      -59.9301
         0.5000                  0.0275             586.7          11070.0977    11139.2064      -69.1087
         0.6005                  0.0340             530.9          10149.7527    10254.6864     -104.9337
         0.6500                  0.0372             529.0          10080.0961    10223.8416     -143.7455
         0.7481                  0.0438             470.6           9095.3412     9297.5904     -202.2492
         0.8000                  0.0473             479.7           9384.9731     9442.1376      -57.1645
         0.8952                  0.0540             424.9           8412.9102     8573.3424     -160.4322
         0.9903                  0.0607             433.6           8561.8297     8711.8416     -150.0119
         1.0000                  0.0613             406.6           8029.9671     8283.0384     -253.0713
         1.0923                  0.0681             396.2           7702.4995     8118.8352     -416.3357
         1.1846                  0.0748             381.3           7653.8272     7882.0560     -228.2288
         1.2500                  0.0796             368.3           7419.2139     7676.4240     -257.2101
         1.3388                  0.0865             330.7           6223.5417     7079.7888     -856.2471
         1.4277                  0.0934             328.0           6145.4095     7036.8480     -891.4385
         1.5166                  0.1003             328.0           5957.5269     7037.7552    -1080.2283
         1.6054                  0.1071             319.0           5590.8190     6893.8128    -1302.9938
         1.6945                  0.1140             322.7           5607.6095     6953.6880    -1346.0785
         1.7836                  0.1209             322.4           5914.0931     6947.6400    -1033.5469
         1.8723                  0.1277             340.1           6233.0596     7229.4768     -996.4172
         1.9612                  0.1346             312.0           5772.8170     6783.7392    -1010.9222
         2.0501                  0.1415             328.9           5802.8639     7051.6656    -1248.8017
         2.1389                  0.1484             334.2           5961.0688     7136.0352    -1174.9664
         2.2278                  0.1552             332.1           5845.2064     7102.4688    -1257.2624
         2.2500                  0.1570             333.4           5748.5798     7122.4272    -1373.8474
         2.3388                  0.1638             346.0           6028.5366     7322.0112    -1293.4746
         2.4279                  0.1707             336.3           5923.4743     7168.9968    -1245.5225
         2.5170                  0.1776             333.9           6033.7358     7129.9872    -1096.2514
         2.6061                  0.1844             322.4           5940.3161     6948.2448    -1007.9287
         2.6949                  0.1913             327.8           6239.0116     7034.4288     -795.4172
         2.7837                  0.1982             328.0           5905.8735     7036.5456    -1130.6721
         2.8725                  0.2051             332.4           6025.4634     7107.0048    -1081.5414
         2.9613                  0.2119             318.0           5944.9537     6878.0880     -933.1343
         3.0500                  0.2188             332.3           6185.9866     7106.0976     -920.1110
         3.1390                  0.2257             326.7           5797.0754     7016.8896    -1219.8142
         3.2277                  0.2325             331.3           5832.6929     7088.8608    -1256.1679
         3.2500                  0.2343             348.9           6487.3398     7368.2784     -880.9386
         3.3388                  0.2411             326.8           6126.8449     7017.7968     -890.9519
         3.4275                  0.2480             345.2           5930.3004     7310.5200    -1380.2196
         3.5163                  0.2549             334.0           6059.2226     7132.7088    -1073.4862
         3.6051                  0.2618             327.4           5971.1862     7027.7760    -1056.5898
         3.6939                  0.2686             329.2           5884.8960     7055.8992    -1171.0032
         3.7829                  0.2755             325.8           5885.4162     7001.7696    -1116.3534
         3.8718                  0.2824             334.1           5732.0733     7133.3136    -1401.2403
         3.9610                  0.2893             320.5           5693.2880     6918.3072    -1225.0192
         4.0499                  0.2961             346.2           6006.7638     7325.9424    -1319.1786
         4.1389                  0.3030             324.3           5802.0396     6978.1824    -1176.1428
         4.2280                  0.3099             329.8           5787.4993     7065.2736    -1277.7743
         4.2500                  0.3116             340.4           5930.0005     7233.4080    -1303.4075
         4.3390                  0.3184             332.5           6056.6332     7109.1216    -1052.4884
         4.4280                  0.3253             332.1           5665.3867     7102.1664    -1436.7797
         4.5170                  0.3322             334.2           5900.8957     7134.8256    -1233.9299
         4.6063                  0.3391             343.8           6068.2227     7287.2352    -1219.0125
         4.6955                  0.3459             330.9           5895.2774     7082.8128    -1187.5354
         4.7842                  0.3528             322.3           5795.8279     6947.3376    -1151.5097
         4.8732                  0.3597             321.4           5826.4526     6931.9152    -1105.4626
         4.9620                  0.3665             332.5           6361.9360     7108.5168     -746.5808
         5.0510                  0.3734             331.9           6201.8940     7099.7472     -897.8532
         5.1398                  0.3803             323.5           6019.0573     6965.4816     -946.4243
         5.2287                  0.3872             323.7           5835.8716     6969.7152    -1133.8436
         5.2500                  0.3888             323.8           5720.5486     6970.3200    -1249.7714
         5.3389                  0.3957             332.6           5977.0484     7109.4240    -1132.3756
         5.4281                  0.4026             338.4           6291.9474     7201.6560     -909.7086
         5.5170                  0.4094             340.5           6007.5319     7235.2224    -1227.6905
         5.6060                  0.4163             328.3           5573.3231     7041.6864    -1468.3633
         5.6951                  0.4232             347.5           6137.1556     7346.5056    -1209.3500
         5.7840                  0.4300             330.8           5958.2500     7082.2080    -1123.9580
         5.8731                  0.4369             318.0           5957.4433     6878.0880     -920.6447
         5.9618                  0.4438             331.6           6041.9213     7094.3040    -1052.3827
         6.0508                  0.4507             316.9           5785.5173     6860.5488    -1075.0315
         6.1398                  0.4575             334.5           6333.4366     7139.6640     -806.2274
         6.2287                  0.4644             327.1           6029.7537     7023.2400     -993.4863
         6.2500                  0.4660             336.5           6223.3819     7172.0208     -948.6389
         6.3390                  0.4729             332.5           5840.9777     7109.1216    -1268.1439
         6.4280                  0.4798             336.1           5912.8130     7165.3680    -1252.5550
         6.5167                  0.4867             331.2           6158.3856     7087.6512     -929.2656
         6.6056                  0.4935             337.1           6258.3285     7182.0000     -923.6715
         6.6945                  0.5004             331.1           5684.6053     7085.8368    -1401.2315
         6.7833                  0.5073             322.6           5518.7203     6951.2688    -1432.5485
         6.8724                  0.5141             348.3           6188.5877     7358.2992    -1169.7115
         6.9615                  0.5210             333.9           5732.3644     7129.9872    -1397.6228
         7.0504                  0.5279             330.8           5804.7562     7080.9984    -1276.2422
         7.1396                  0.5348             331.3           5496.4441     7089.7680    -1593.3239
         7.2288                  0.5416             327.0           5745.2902     7021.7280    -1276.4378
         7.2500                  0.5433             325.1           5694.3781     6991.7904    -1297.4123
         7.3392                  0.5502             334.7           5617.5239     7142.6880    -1525.1641
         7.4284                  0.5570             345.2           5973.7961     7310.2176    -1336.4215
         7.5173                  0.5639             342.3           6104.4849     7264.2528    -1159.7679
         7.6062                  0.5708             325.7           5682.0494     7000.2576    -1318.2082
         7.6951                  0.5776             325.7           5883.5969     7000.2576    -1116.6607
         7.7840                  0.5845             317.9           5617.6757     6876.8784    -1259.2027
         7.8730                  0.5914             339.6           6035.7124     7221.6144    -1185.9020
         7.9618                  0.5983             345.3           5954.3810     7311.7296    -1357.3486
         8.0510                  0.6051             325.4           5541.6256     6995.1168    -1453.4912
         8.1396                  0.6120             330.2           6087.9505     7072.5312     -984.5807
         8.2285                  0.6189             334.9           5973.8992     7146.3168    -1172.4176
         8.2500                  0.6205             333.1           5840.7303     7118.1936    -1277.4633
         8.3391                  0.6274             326.9           5994.0293     7019.0064    -1024.9771
         8.4278                  0.6343             320.9           6160.1848     6925.2624     -765.0776
         8.5167                  0.6412             338.3           6190.4914     7200.4464    -1009.9550
         8.6057                  0.6480             317.1           5490.6740     6864.4800    -1373.8060
         8.6948                  0.6549             321.8           5759.1542     6939.1728    -1180.0186
         8.7838                  0.6618             327.0           5487.2261     7021.7280    -1534.5019
         8.8729                  0.6686             328.3           5317.5573     7042.5936    -1725.0363
         8.9620                  0.6755             337.2           5593.2477     7182.6048    -1589.3571
         9.0510                  0.6824             337.4           5710.6420     7186.8384    -1476.1964
         9.1399                  0.6893             316.5           5254.7217     6854.8032    -1600.0815
         9.2289                  0.6961             333.1           5887.6002     7118.4960    -1230.8958
         9.2500                  0.6978             332.0           5843.4882     7100.3520    -1256.8638
         9.3391                  0.7046             345.6           5621.1154     7315.9632    -1694.8478
         9.4282                  0.7115             338.2           6097.4692     7198.6320    -1101.1628
         9.5169                  0.7184             323.8           5569.0478     6970.0176    -1400.9698
         9.6059                  0.7252             318.6           5611.5736     6888.0672    -1276.4936
         9.6950                  0.7321             312.1           5797.9757     6785.5536     -987.5779
         9.7838                  0.7390             318.1           5599.0466     6880.8096    -1281.7630
         9.8727                  0.7459             328.7           5629.1548     7048.3392    -1419.1844
         9.9615                  0.7527             323.3           5387.1480     6963.0624    -1575.9144
        10.0504                  0.7596             328.7           5603.4946     7048.3392    -1444.8446
        10.1394                  0.7665             333.7           5948.3701     7126.9632    -1178.5931
        10.2284                  0.7734             327.6           5563.6895     7030.8000    -1467.1105
        10.2500                  0.7750             323.4           5604.0249     6964.5744    -1360.5495
        10.3387                  0.7819             331.9           5787.9865     7098.5376    -1310.5511
        10.4276                  0.7888             314.2           5819.5633     6817.6080     -998.0447
        10.5166                  0.7956             334.2           6169.6767     7135.1280     -965.4513
        10.6055                  0.8025             327.9           5936.6721     7035.3360    -1098.6639
        10.6941                  0.8094             327.7           6206.7111     7032.9168     -826.2057
        10.7831                  0.8163             322.8           5999.4114     6954.8976     -955.4862
        10.8720                  0.8231             330.1           6076.7666     7070.4144     -993.6478
        10.9607                  0.8300             319.6           5756.2732     6904.3968    -1148.1236
        11.0497                  0.8369             341.6           6459.9191     7252.4592     -792.5401
        11.1385                  0.8438             316.0           5745.5328     6846.6384    -1101.1056
        11.2272                  0.8506             336.1           6058.4227     7165.3680    -1106.9453
        11.2500                  0.8524             315.1           5647.8078     6833.0304    -1185.2226
        11.3387                  0.8593             326.0           6086.3244     7006.0032     -919.6788
        11.4276                  0.8661             323.3           6046.3458     6962.4576     -916.1118
        11.5164                  0.8730             324.6           5979.2963     6983.0208    -1003.7245
        11.6053                  0.8799             322.6           6024.8088     6951.8736     -927.0648
        11.6942                  0.8867             337.1           6151.5368     7181.3952    -1029.8584
        11.7831                  0.8936             330.3           6388.1114     7073.4384     -685.3270
        11.8722                  0.9005             322.2           6067.7038     6945.5232     -877.8194
        11.9609                  0.9074             326.6           6007.3641     7015.6800    -1008.3159
        12.0495                  0.9142             325.7           5915.7185     7000.5600    -1084.8415
        12.1385                  0.9211             324.5           5553.3181     6980.9040    -1427.5859
        12.2276                  0.9280             339.1           5832.2080     7212.8448    -1380.6368
        12.2500                  0.9297             342.7           5756.6266     7270.6032    -1513.9766
        12.3391                  0.9366             325.3           5550.2632     6993.6048    -1443.3416
        12.4279                  0.9435             328.3           5950.0405     7041.3840    -1091.3435
        12.5167                  0.9503             345.5           6047.6921     7314.7536    -1267.0615
        12.6058                  0.9572             332.8           5660.6586     7113.0528    -1452.3942
