     collisions(billions)   time(microsecond)   temperature(K)   Etotal(kJ/mol)   KE(kJ/mol)   PE(kJ/mol)
===============================================================================================================
         0.0000                  0.0000            1028.4          18144.0000    18144.0000        0.0000
         0.1000                  0.0049            1034.6          18192.4494    18241.0704      -48.6210
         0.2000                  0.0100             934.9          16618.8893    16660.4256      -41.5363
         0.3000                  0.0154             800.9          14492.1058    14536.0656      -43.9598
         0.4000                  0.0212             684.4          12635.6390    12688.0992      -52.4602
         0.5000                  0.0275             555.3          10539.6603    10641.1536     -101.4933
         0.6005                  0.0340             535.0          10204.3889    10319.4000     -115.0111
         0.6500                  0.0372             531.6          10215.6807    10264.9680      -49.2873
         0.7480                  0.0438             479.2           9261.0719     9435.4848     -174.4129
         0.8000                  0.0473             479.8           9343.3374     9444.2544     -100.9170
         0.8951                  0.0540             426.8           8367.1633     8604.4896     -237.3263
         0.9904                  0.0607             432.3           8516.4519     8690.3712     -173.9193
         1.0000                  0.0614             464.4           8914.6795     9200.2176     -285.5381
         1.0923                  0.0681             393.1           7681.6072     8068.9392     -387.3320
         1.1848                  0.0749             377.2           7452.5359     7817.6448     -365.1089
         1.2500                  0.0796             386.6           7683.8944     7966.1232     -282.2288
         1.3388                  0.0865             347.5           6680.8284     7346.5056     -665.6772
         1.4275                  0.0934             317.1           6012.2605     6864.7824     -852.5219
         1.5164                  0.1002             322.9           6136.2282     6956.1072     -819.8790
         1.6053                  0.1071             328.0           5917.9728     7036.8480    -1118.8752
         1.6942                  0.1140             335.3           6015.0578     7153.2720    -1138.2142
         1.7830                  0.1209             318.6           5901.7096     6888.0672     -986.3576
         1.8720                  0.1277             333.4           6217.4378     7122.1248     -904.6870
         1.9609                  0.1346             332.0           6163.4878     7100.6544     -937.1666
         2.0498                  0.1415             322.7           6046.9668     6952.4784     -905.5116
         2.1386                  0.1483             336.0           6147.6487     7164.7632    -1017.1145
         2.2275                  0.1552             355.8           6427.6352     7478.6544    -1051.0192
         2.2500                  0.1570             340.2           6178.2870     7230.6864    -1052.3994
         2.3390                  0.1638             329.5           6062.1261     7061.6448     -999.5187
         2.4281                  0.1707             329.9           5791.8068     7067.6928    -1275.8860
         2.5171                  0.1776             328.1           6104.3877     7038.0576     -933.6699
         2.6062                  0.1844             330.5           6012.5313     7076.1600    -1063.6287
         2.6949                  0.1913             316.9           5656.7290     6860.8512    -1204.1222
         2.7840                  0.1982             337.4           5643.3534     7185.6288    -1542.2754
         2.8730                  0.2051             328.5           5818.9698     7044.4080    -1225.4382
         2.9619                  0.2119             335.2           5877.0425     7151.1552    -1274.1127
         3.0507                  0.2188             340.1           6145.6972     7229.4768    -1083.7796
         3.1396                  0.2257             326.3           6055.9035     7010.8416     -954.9381
         3.2285                  0.2325             327.9           5843.7588     7035.3360    -1191.5772
         3.2500                  0.2342             327.1           6024.2115     7022.9376     -998.7261
         3.3387                  0.2411             330.1           6033.4527     7070.4144    -1036.9617
         3.4278                  0.2480             325.8           5872.3682     7002.6768    -1130.3086
         3.5168                  0.2548             333.5           5964.1522     7123.9392    -1159.7870
         3.6059                  0.2617             330.1           6051.9321     7069.8096    -1017.8775
         3.6947                  0.2686             331.0           5990.2480     7084.3248    -1094.0768
         3.7837                  0.2754             317.6           5796.6814     6872.9472    -1076.2658
         3.8726                  0.2823             323.5           6203.8777     6965.7840     -761.9063
         3.9615                  0.2892             327.2           6124.2826     7023.8448     -899.5622
         4.0503                  0.2961             322.7           5896.3153     6953.3856    -1057.0703
         4.1394                  0.3029             320.3           5553.4843     6914.6784    -1361.1941
         4.2282                  0.3098             340.9           6126.1122     7240.9680    -1114.8558
         4.2500                  0.3115             333.2           6073.0865     7120.0080    -1046.9215
         4.3391                  0.3184             329.3           5861.2268     7058.3184    -1197.0916
         4.4281                  0.3252             337.8           6356.4472     7192.2816     -835.8344
         4.5171                  0.3321             331.0           6347.0320     7084.0224     -736.9904
         4.6057                  0.3390             324.8           6044.2154     6986.6496     -942.4342
         4.6945                  0.3458             320.8           5971.8107     6922.2384     -950.4277
         4.7835                  0.3527             335.8           5941.2849     7160.5296    -1219.2447
         4.8726                  0.3596             326.3           5764.0234     7010.8416    -1246.8182
         4.9617                  0.3665             333.8           6212.2459     7129.3824     -917.1365
         5.0506                  0.3733             327.9           6026.2142     7036.2432    -1010.0290
         5.1394                  0.3802             324.1           5809.8867     6976.0656    -1166.1789
         5.2283                  0.3871             317.9           6007.9697     6876.5760     -868.6063
         5.2500                  0.3888             330.6           6221.2869     7077.6720     -856.3851
         5.3390                  0.3956             337.1           6437.2840     7181.0928     -743.8088
         5.4278                  0.4025             338.5           6319.5595     7202.8656     -883.3061
         5.5166                  0.4094             317.1           6050.5706     6864.7824     -814.2118
         5.6053                  0.4162             336.8           6224.1079     7176.2544     -952.1465
         5.6945                  0.4231             339.1           6402.2690     7212.8448     -810.5758
         5.7833                  0.4300             322.0           6139.0201     6941.8944     -802.8743
         5.8722                  0.4369             346.6           6467.7707     7332.5952     -864.8245
         5.9611                  0.4437             341.4           6142.7610     7249.7376    -1106.9766
         6.0498                  0.4506             318.8           5908.3381     6891.3936     -983.0555
         6.1388                  0.4575             321.9           6110.0757     6940.9872     -830.9115
         6.2276                  0.4643             335.6           6347.4289     7158.4128     -810.9839
         6.2500                  0.4661             317.2           5813.1513     6865.9920    -1052.8407
         6.3390                  0.4729             328.5           6178.2661     7044.7104     -866.4443
         6.4278                  0.4798             323.4           6101.7113     6964.8768     -863.1655
         6.5165                  0.4867             331.1           5822.8368     7086.4416    -1263.6048
         6.6054                  0.4936             331.7           6190.8135     7095.8160     -905.0025
         6.6944                  0.5004             329.5           5684.4008     7061.3424    -1376.9416
         6.7832                  0.5073             331.7           5897.0650     7095.2112    -1198.1462
         6.8720                  0.5142             332.3           5886.1188     7104.5856    -1218.4668
         6.9609                  0.5211             333.1           5844.5972     7117.8912    -1273.2940
         7.0497                  0.5279             335.0           5955.7807     7148.7360    -1192.9553
         7.1385                  0.5348             330.2           6171.7819     7071.6240     -899.8421
         7.2274                  0.5417             324.1           6039.9343     6975.7632     -935.8289
         7.2500                  0.5434             327.4           5908.6005     7027.1712    -1118.5707
         7.3389                  0.5503             321.9           6026.2212     6940.9872     -914.7660
         7.4278                  0.5572             328.7           5920.2125     7048.0368    -1127.8243
         7.5168                  0.5640             339.5           6341.3186     7220.1024     -878.7838
         7.6055                  0.5709             330.7           6069.8941     7079.1840    -1009.2899
         7.6942                  0.5778             333.8           5924.5339     7129.3824    -1204.8485
         7.7831                  0.5847             326.0           5561.2553     7005.0960    -1443.8407
         7.8721                  0.5915             319.9           5422.3106     6908.6304    -1486.3198
         7.9611                  0.5984             315.5           5847.8572     6839.3808     -991.5236
         8.0500                  0.6053             333.2           6205.8145     7118.7984     -912.9839
         8.1390                  0.6121             326.5           5662.2288     7012.9584    -1350.7296
         8.2279                  0.6190             340.7           6039.0600     7238.5488    -1199.4888
         8.2500                  0.6207             339.6           5961.9404     7221.3120    -1259.3716
         8.3393                  0.6276             334.3           5714.4031     7136.9424    -1422.5393
         8.4281                  0.6345             322.2           5823.8392     6944.6160    -1120.7768
         8.5171                  0.6413             329.9           5800.4706     7067.6928    -1267.2222
         8.6063                  0.6482             333.4           5716.6708     7122.7296    -1406.0588
         8.6954                  0.6551             330.1           5868.9604     7070.4144    -1201.4540
         8.7844                  0.6620             327.5           5802.7206     7029.8928    -1227.1722
         8.8734                  0.6688             330.7           6021.9074     7080.3936    -1058.4862
         8.9624                  0.6757             333.9           5931.5469     7131.1968    -1199.6499
         9.0513                  0.6826             308.9           5872.9038     6734.7504     -861.8466
         9.1401                  0.6894             329.6           6098.0093     7061.9472     -963.9379
         9.2290                  0.6963             326.8           5653.7149     7017.7968    -1364.0819
         9.2500                  0.6979             326.3           5505.6879     7010.2368    -1504.5489
         9.3389                  0.7048             341.2           6237.4285     7245.8064    -1008.3779
         9.4279                  0.7117             328.8           5602.7221     7050.4560    -1447.7339
         9.5167                  0.7186             319.9           5691.8863     6908.6304    -1216.7441
         9.6054                  0.7254             325.6           5890.7165     6999.6528    -1108.9363
         9.6944                  0.7323             322.2           5702.6504     6944.9184    -1242.2680
         9.7833                  0.7392             332.3           5888.9822     7104.8880    -1215.9058
         9.8723                  0.7460             330.4           5936.2384     7075.5552    -1139.3168
         9.9612                  0.7529             330.6           5760.5785     7077.9744    -1317.3959
        10.0502                  0.7598             329.8           5944.5593     7064.9712    -1120.4119
        10.1391                  0.7667             328.7           6064.6985     7047.7344     -983.0359
        10.2279                  0.7735             340.1           6011.9945     7228.8720    -1216.8775
        10.2500                  0.7752             334.6           6080.2308     7141.4784    -1061.2476
        10.3389                  0.7821             352.0           6490.8245     7418.1744     -927.3499
        10.4278                  0.7890             325.4           6038.8871     6995.4192     -956.5321
        10.5167                  0.7958             322.2           5682.6913     6944.6160    -1261.9247
        10.6056                  0.8027             342.2           5989.2747     7262.7408    -1273.4661
        10.6943                  0.8096             335.6           5658.3475     7158.1104    -1499.7629
        10.7834                  0.8165             336.0           5804.3260     7163.8560    -1359.5300
        10.8724                  0.8233             332.6           5487.2517     7109.7264    -1622.4747
        10.9615                  0.8302             323.7           5404.5469     6968.5056    -1563.9587
        11.0503                  0.8371             328.5           5557.4709     7045.0128    -1487.5419
        11.1396                  0.8440             330.0           5478.7025     7068.6000    -1589.8975
        11.2283                  0.8508             332.7           5343.9969     7112.1456    -1768.1487
        11.2500                  0.8525             326.6           5606.5369     7015.6800    -1409.1431
        11.3391                  0.8594             333.3           5686.0287     7120.9152    -1434.8865
        11.4279                  0.8662             335.8           5675.7270     7160.2272    -1484.5002
        11.5169                  0.8731             330.3           6036.1012     7073.1360    -1037.0348
        11.6057                  0.8800             325.7           5590.7838     7000.8624    -1410.0786
        11.6946                  0.8869             329.2           5634.4543     7056.5040    -1422.0497
        11.7838                  0.8937             332.0           6077.3286     7101.2592    -1023.9306
        11.8725                  0.9006             314.3           5900.5566     6819.1200     -918.5634
        11.9613                  0.9075             332.2           6132.8929     7103.9808     -971.0879
        12.0503                  0.9144             322.0           5908.1532     6942.4992    -1034.3460
        12.1390                  0.9212             330.0           5925.5445     7068.6000    -1143.0555
        12.2278                  0.9281             336.6           5839.7705     7173.2304    -1333.4599
        12.2500                  0.9298             331.3           5787.7970     7089.7680    -1301.9710
        12.3389                  0.9367             329.9           5633.0053     7067.9952    -1434.9899
        12.4277                  0.9436             339.0           5957.8514     7212.2400    -1254.3886
        12.5165                  0.9504             318.7           5661.7164     6890.1840    -1228.4676
        12.6053                  0.9573             316.6           5756.6804     6856.6176    -1099.9372
