     collisions(billions)   time(microsecond)   temperature(K)   Etotal(kJ/mol)   KE(kJ/mol)   PE(kJ/mol)
===============================================================================================================
         0.0000                  0.0000            1028.4          18357.9360    18360.0000       -2.0640
         0.1000                  0.0047            1030.2          18389.7233    18388.4580        1.2653
         0.2000                  0.0097             910.3          16461.2951    16464.6360       -3.3409
         0.3000                  0.0150             793.3          14574.2614    14586.4080      -12.1466
         0.4000                  0.0206             681.3          12766.3595    12790.4940      -24.1345
         0.5000                  0.0267             590.4          11283.2191    11330.5680      -47.3489
         0.6035                  0.0332             522.0          10193.8132    10233.8640      -40.0508
         0.6500                  0.0362             526.9          10291.6214    10311.8940      -20.2726
         0.7508                  0.0428             472.8           9380.3513     9444.0780      -63.7267
         0.8000                  0.0460             476.2           9417.7723     9498.8520      -81.0797
         0.8980                  0.0526             429.5           8649.7991     8748.8460      -99.0469
         0.9960                  0.0593             427.6           8699.6982     8719.7760      -20.0778
         1.0000                  0.0596             439.8           8879.7838     8914.6980      -34.9142
         1.0951                  0.0663             392.3           7861.4399     8153.0640     -291.6241
         1.1901                  0.0731             387.9           7910.5616     8081.7660     -171.2044
         1.2500                  0.0773             380.7           7730.0725     7965.7920     -235.7195
         1.3414                  0.0842             322.6           6529.7208     7034.6340     -504.9132
         1.4326                  0.0911             321.4           6481.4885     7014.4380     -532.9495
         1.5238                  0.0980             325.6           6576.8156     7082.0640     -505.2484
         1.6151                  0.1048             328.0           6757.2187     7120.6200     -363.4013
         1.7065                  0.1117             328.9           6723.5055     7135.0020     -411.4965
         1.7979                  0.1186             325.1           6662.2896     7074.1080     -411.8184
         1.8891                  0.1254             338.0           6715.8321     7281.5760     -565.7439
         1.9804                  0.1323             332.9           6664.5958     7198.9560     -534.3602
         2.0717                  0.1392             325.8           6508.1848     7084.8180     -576.6332
         2.1628                  0.1461             337.2           6863.3128     7267.8060     -404.4932
         2.2500                  0.1526             334.8           6816.9537     7229.2500     -412.2963
         2.3413                  0.1595             342.4           6754.0339     7352.2620     -598.2281
         2.4326                  0.1664             321.8           6444.7583     7021.4760     -576.7177
         2.5239                  0.1732             318.2           6511.0262     6963.0300     -452.0038
         2.6150                  0.1801             330.0           6632.0850     7153.0560     -520.9710
         2.7062                  0.1870             324.9           6536.0713     7071.6600     -535.5887
         2.7974                  0.1939             327.9           6858.0456     7119.3960     -261.3504
         2.8887                  0.2007             338.4           6719.5771     7288.0020     -568.4249
         2.9799                  0.2076             328.6           6663.3916     7131.0240     -467.6324
         3.0713                  0.2145             333.9           6829.0547     7215.1740     -386.1193
         3.1625                  0.2213             341.2           6961.2734     7332.9840     -371.7106
         3.2500                  0.2279             325.0           6666.9618     7072.5780     -405.6162
         3.3412                  0.2348             320.1           6350.6777     6994.5480     -643.8703
         3.4325                  0.2417             330.8           6702.7709     7165.2960     -462.5251
         3.5237                  0.2485             332.3           6596.5158     7190.0820     -593.5662
         3.6148                  0.2554             327.2           6582.1977     7107.4620     -525.2643
         3.7060                  0.2623             339.7           6548.8694     7308.8100     -759.9406
         3.7971                  0.2692             350.3           6942.4682     7478.6400     -536.1718
         3.8883                  0.2760             337.2           6863.1196     7268.7240     -405.6044
         3.9795                  0.2829             320.2           6404.0663     6995.1600     -591.0937
         4.0706                  0.2898             336.2           6730.2888     7251.8940     -521.6052
         4.1618                  0.2966             314.3           6333.8687     6900.9120     -567.0433
         4.2500                  0.3033             334.9           6750.9724     7231.6980     -480.7256
         4.3413                  0.3102             311.6           6316.1594     6858.3780     -542.2186
         4.4325                  0.3170             318.9           6479.3780     6974.3520     -494.9740
         4.5238                  0.3239             325.2           6493.7936     7076.5560     -582.7624
         4.6150                  0.3308             326.1           6464.5782     7090.3260     -625.7478
         4.7062                  0.3377             323.5           6630.5491     7048.0980     -417.5489
         4.7976                  0.3445             320.2           6501.3626     6995.1600     -493.7974
         4.8887                  0.3514             329.6           6732.1100     7146.9360     -414.8260
         4.9800                  0.3583             336.8           6695.3231     7261.3800     -566.0569
         5.0713                  0.3651             341.1           6776.1170     7330.8420     -554.7250
         5.1625                  0.3720             320.4           6637.5597     6998.8320     -361.2723
         5.2500                  0.3786             328.1           6559.4946     7122.7620     -563.2674
         5.3411                  0.3855             323.9           6627.6127     7055.4420     -427.8293
         5.4322                  0.3923             325.5           6492.3508     7081.1460     -588.7952
         5.5233                  0.3992             332.0           6793.2604     7185.1860     -391.9256
         5.6148                  0.4061             318.3           6598.4938     6964.5600     -366.0662
         5.7062                  0.4130             332.5           6667.2970     7193.4480     -526.1510
         5.7975                  0.4198             331.5           6593.7282     7176.9240     -583.1958
         5.8888                  0.4267             333.7           6743.7015     7212.1140     -468.4125
         5.9799                  0.4336             332.8           6630.0491     7197.4260     -567.3769
         6.0711                  0.4404             327.9           6438.6996     7120.0080     -681.3084
         6.1625                  0.4473             326.2           6520.1283     7092.4680     -572.3397
         6.2500                  0.4539             349.0           6973.8452     7457.5260     -483.6808
         6.3413                  0.4608             329.2           6448.3995     7140.2040     -691.8045
         6.4324                  0.4677             344.3           6790.7713     7382.5560     -591.7847
         6.5235                  0.4745             318.8           6456.0548     6973.1280     -517.0732
         6.6147                  0.4814             322.7           6618.0936     7035.8580     -417.7644
         6.7060                  0.4883             332.9           6793.9325     7199.2620     -405.3295
         6.7973                  0.4951             332.3           6758.8145     7189.7760     -430.9615
         6.8887                  0.5020             333.1           6716.0125     7202.0160     -486.0035
         6.9799                  0.5089             339.9           6911.8076     7311.5640     -399.7564
         7.0713                  0.5158             322.3           6655.8500     7029.1260     -373.2760
         7.1627                  0.5226             331.3           6796.3072     7173.2520     -376.9448
         7.2500                  0.5292             332.7           6668.3632     7197.1200     -528.7568
         7.3413                  0.5361             345.8           6739.9494     7405.8120     -665.8626
         7.4326                  0.5429             312.5           6221.8242     6872.1480     -650.3238
         7.5237                  0.5498             322.8           6576.8149     7037.6940     -460.8791
         7.6149                  0.5567             315.1           6435.9522     6913.7640     -477.8118
         7.7061                  0.5636             335.2           6588.4486     7237.2060     -648.7574
         7.7973                  0.5704             320.0           6518.1926     6992.1000     -473.9074
         7.8884                  0.5773             333.6           6861.6992     7210.5840     -348.8848
         7.9796                  0.5842             329.0           6711.5867     7137.4500     -425.8633
         8.0707                  0.5911             333.5           6523.1024     7209.3600     -686.2576
         8.1619                  0.5979             334.5           6636.4110     7224.6600     -588.2490
         8.2500                  0.6046             333.2           6810.9394     7204.4640     -393.5246
         8.3411                  0.6114             332.5           6827.2472     7193.7540     -366.5068
         8.4321                  0.6183             322.8           6676.9181     7037.3880     -360.4699
         8.5232                  0.6252             321.7           6437.4076     7020.5580     -583.1504
         8.6145                  0.6320             326.0           6560.2824     7089.4080     -529.1256
         8.7057                  0.6389             330.7           6479.2939     7164.3780     -685.0841
         8.7973                  0.6458             319.2           6485.0056     6979.8600     -494.8544
         8.8885                  0.6527             320.0           6362.8275     6993.3240     -630.4965
         8.9796                  0.6595             314.6           6586.7522     6905.5020     -318.7498
         9.0709                  0.6664             322.4           6716.5436     7030.9620     -314.4184
         9.1620                  0.6733             342.5           6847.1952     7353.1800     -505.9848
         9.2500                  0.6799             330.1           6756.9856     7154.8920     -397.9064
         9.3413                  0.6868             333.0           6583.5310     7201.4040     -617.8730
         9.4324                  0.6937             341.9           6728.3118     7344.0000     -615.6882
         9.5237                  0.7005             338.2           6707.0760     7285.2480     -578.1720
         9.6149                  0.7074             324.6           6439.2643     7066.1520     -626.8877
         9.7059                  0.7143             313.5           6377.2463     6888.3660     -511.1197
         9.7972                  0.7211             325.1           6410.2477     7075.0260     -664.7783
         9.8884                  0.7280             331.8           6556.8183     7181.8200     -625.0017
         9.9797                  0.7349             327.2           6501.0029     7108.6860     -607.6831
        10.0710                  0.7418             328.8           6450.0846     7133.1660     -683.0814
